,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s269,7.5,4.440892099e-16,1,164.7191859731,4.0803948759999997e-16,6,-4.5,17.8333333333,2.7755575619999997e-16,0,-9.8922281874,-0.004,6,-4.5,0.9772727273,-0.8833017086,0.2222222222,3.2960227647,1.0,348.0,0.7777777778,0.0,0.2777777778,434.0,497.0,0.0,,25,271.6195255623,232.3206318034,,,,,,,,,,,0.875,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,0.5,1.0,1.0,0.1265219767,0.25,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.1428571429,0.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s269', 'Incorrect number of trials in small condition for worker_id:s269', 'Incorrect number of trials in medium condition for worker_id:s269', 'Incorrect number of trials in large condition for worker_id:s269']",3,347.5,0.0,47.4741301118,694.42,0.0,0.375469153,0.6152327334000001,0.8062828534
s273,10.1666666667,-0.1166666667,0,-11.1261162726,-0.005,6,-1.75,10.6666666667,-0.15,0,-8.7537593222,0.009000000000000001,6,-2.75,0.9886363636000001,-0.5526181093,0.0769230769,3.9573899632,1.0,446.0,0.9230769231,0.0,0.1888888889,922.0,906.0,0.0,142.75,17,97.9277569856,230.4767096664,,,,,,,,,,,0.5,0.9538658187000001,0.9984583584000001,0.9591600679000001,0.9538658187000001,0.8571428571,1.0,1.0,1.0,0.06403124240000001,0.0006903211000000001,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.4285714286,1.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s273', 'Incorrect number of trials in small condition for worker_id:s273', 'Incorrect number of trials in medium condition for worker_id:s273', 'Incorrect number of trials in large condition for worker_id:s273']",3,400.0,0.0,20.6822640327,864.61,0.0,-0.1600158303,0.6531261329,0.0204167478
s275,16.3333333333,0.0142857143,0,-19.1837542422,0.0131428571,6,0.2142857143,12.1428571429,-0.07,0,-9.618927177,0.008,7,0.7000000000000001,0.9545454545000001,-0.9029060789000001,0.33333333330000003,2.6672667564,0.9873417722000001,299.0,0.6666666667000001,0.0126582278,0.28735632180000004,609.0,645.5,0.033333333300000004,108.0,25,227.9595870617,274.6385057331,,,,,,,,,,,0.75,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,0.5,1.0,1.0,0.1265219767,0.25,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.1428571429,0.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s275', 'Incorrect number of trials in small condition for worker_id:s275', 'Incorrect number of trials in medium condition for worker_id:s275', 'Incorrect number of trials in large condition for worker_id:s275']",0,283.5,0.0,81.186055919,391.84,0.0,-0.338061909,0.1491750534,0.2943392694
s277,8.8333333333,0.1,0,-9.3766774166,-0.01,6,-0.5,24.3333333333,-0.05,0,-10.7155387245,0.004,6,-4.25,0.9886363636000001,-0.5526181093,0.0769230769,3.9573899632,1.0,263.0,0.9230769231,0.0,0.1888888889,562.0,561.0,0.0,-319.25,17,239.2483634464,268.9495526528,,,,,,,,,,,0.8,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s277', 'Incorrect number of trials in small condition for worker_id:s277', 'Incorrect number of trials in medium condition for worker_id:s277', 'Incorrect number of trials in large condition for worker_id:s277']",3,289.5,0.0,53.1628178924,,,,,
s284,20.0,0.0,1,160.0921781129,0.0,6,-3.0,24.3333333333,0.125,0,-11.1261162726,-6.938893904000001e-18,6,-2.75,0.9772727273,-0.7819457624,0.1666666667,3.498734657,1.0,366.0,0.8333333333,0.0,0.5555555556,1012.5,1110.5,0.0,14.875,50,248.6537006705,245.6630470631,,,,,,,,,,,0.8333333333,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s284', 'Incorrect number of trials in small condition for worker_id:s284', 'Incorrect number of trials in medium condition for worker_id:s284', 'Incorrect number of trials in large condition for worker_id:s284']",3,361.5,0.0,195.1023967939,845.45,0.0,0.7451393192,-0.0855960822,0.8066789865
s285,10.8333333333,0.0625,0,-8.6360971828,-0.005,6,-1.25,16.1428571429,0.28750000000000003,0,-20.7644508491,0.0136666667,7,-0.9166666667000001,1.0,0.0,0.0,5.0626261818,1.0,379.0,1.0,0.0,0.5842696629,878.5,951.0,0.011111111100000001,145.6666666667,52,424.5998928456,381.15711294,,,,,,,,,,,0.75,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s285', 'Incorrect number of trials in small condition for worker_id:s285', 'Incorrect number of trials in medium condition for worker_id:s285', 'Incorrect number of trials in large condition for worker_id:s285']",0,333.5,0.0,44.5848879474,802.9183673469,0.02,-0.0997081601,0.3608430584,-0.4149280815
s286,5.0,0.0833333333,0,-7.7596879144,0.0006666667,6,-3.6666666667000003,10.3333333333,-0.6930693069,1,-3.6486179375,0.087998592,3,-0.0693069307,1.0,0.0,0.0,5.0626261818,1.0,373.0,1.0,0.0,0.4597701149,1001.0,1046.0,0.033333333300000004,294.1111111111,40,369.5861129315,443.7138644718,,,,,,,,,,,0.33333333330000003,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s286', 'Incorrect number of trials in small condition for worker_id:s286', 'Incorrect number of trials in medium condition for worker_id:s286', 'Incorrect number of trials in large condition for worker_id:s286']",0,380.5,0.0,59.4281485192,705.7,0.0,-0.4128051464,-0.0988566048,-0.497206493
s291,4.8333333333,0.1125,0,-15.763603847,-0.0045000000000000005,6,-2.0,6.7142857143,0.25,0,-12.6000599146,-0.011,7,-1.0,1.0,0.0,0.0,5.0626261818,1.0,380.0,1.0,0.0,0.42696629210000003,1324.5,1164.0,0.011111111100000001,-437.4285714286,38,521.3074744623,505.6545608436,,,,,,,,,,,0.75,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,0.8571428571,0.5,1.0,1.0,0.0158414076,0.25,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.2857142857,0.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s291', 'Incorrect number of trials in small condition for worker_id:s291', 'Incorrect number of trials in medium condition for worker_id:s291', 'Incorrect number of trials in large condition for worker_id:s291']",1,407.5,0.0,113.1797246468,,,,,
s294,11.3333333333,1.665334537e-16,0,-7.5373639979,-0.0053333333000000005,6,-1.75,9.2857142857,0.05,2,179.4497130974,0.0,7,-3.5,0.9886363636000001,-0.5980676774,0.0909090909,3.866490827,1.0,340.0,0.9090909091,0.0,0.595505618,641.0,653.5,0.011111111100000001,-62.0,53,157.7212777382,145.539085461,,,,,,,,,,,0.8333333333,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s294', 'Incorrect number of trials in small condition for worker_id:s294', 'Incorrect number of trials in medium condition for worker_id:s294', 'Incorrect number of trials in large condition for worker_id:s294']",3,295.0,0.0,38.4943142982,471.9591836735,0.02,-0.1894665918,0.0685973507,-0.35002596410000003
s295,12.5,-0.09285714290000001,1,-7.6978300528,-0.0125714286,6,-2.1428571429,14.3333333333,0.7711433143,1,-13.5355604999,-0.0048457326,6,0.7114331428,0.9090909091,-0.9154404276,0.5714285714,1.4708561157,0.950617284,421.0,0.4285714286,0.049382716,0.3953488372,701.0,685.5,0.044444444400000005,63.0,34,430.5154602303,253.3936919542,,,,,,,,,,,0.5,0.9923220343,0.9368117971000001,0.9591600679000001,0.9984583584000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0399243052,0.0149233694,0.0006903211000000001,0.8571428571,1,1.0,1.0,0.5714285714,0.5,0.0,1.0,"['Incorrect number of total trials for worker_id:s295', 'Incorrect number of trials in small condition for worker_id:s295', 'Incorrect number of trials in medium condition for worker_id:s295', 'Incorrect number of trials in large condition for worker_id:s295']",2,368.0,0.0526315789,172.0503433153,,,,,
s301,8.1666666667,0.30000000000000004,0,-9.3766774166,-0.006,6,-2.5,5.7142857143,-0.0666666667,2,-4.1287714643,-0.012,7,-1.1666666667,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,282.0,0.875,0.0,0.3222222222,699.0,712.0,0.0,-28.3333333333,29,138.354518923,141.1684030964,,,,,,,,,,,0.5,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s301', 'Incorrect number of trials in small condition for worker_id:s301', 'Incorrect number of trials in medium condition for worker_id:s301', 'Incorrect number of trials in large condition for worker_id:s301']",0,304.0,0.0,36.735386485,612.35,0.0,-0.08580351630000001,0.1106500334,-0.0162984153
s305,9.1666666667,-0.125,1,-10.0461080705,0.005,6,-4.25,9.2,-0.25,3,149.1181587292,0.006,5,-5.0,0.9886363636000001,-0.6553363710000001,0.1111111111,3.7519534397000003,1.0,347.0,0.8888888889000001,0.0,0.3444444444,99.0,117.0,0.0,-22.7142857143,31,289.9614842795,242.1683666911,,,,,,,,,,,0.6666666667000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s305', 'Incorrect number of trials in small condition for worker_id:s305', 'Incorrect number of trials in medium condition for worker_id:s305', 'Incorrect number of trials in large condition for worker_id:s305']",3,334.5,0.0,167.9594037519,539.88,0.0,-0.3009425168,0.453472007,0.0698329347
s307,12.8333333333,0.05,1,-6.4341896575,-0.004,6,-3.25,12.5,-0.05,2,-11.4561189583,0.034666605,6,-7.5,0.9886363636000001,-0.5741594819,0.0833333333,3.9143072180000003,1.0,363.0,0.9166666667000001,0.0,0.4555555556,795.0,721.0,0.0,88.4285714286,41,202.7280227781,231.3897307207,,,,,,,,,,,0.625,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s307', 'Incorrect number of trials in small condition for worker_id:s307', 'Incorrect number of trials in medium condition for worker_id:s307', 'Incorrect number of trials in large condition for worker_id:s307']",0,277.5,0.0,30.4594966937,679.61,0.0,0.8513008074,0.3667070818,1.2986240699
s313,9.5,0.31343723630000003,0,-16.968825974,0.009537489500000001,6,-1.3656276375,10.5714285714,-0.0892857143,1,-12.9412131144,0.008428571400000001,7,-3.0892857143,0.9659090909,-1.1756503606,0.4285714286,2.7113254607,1.0,404.0,0.5714285714,0.0,0.6781609195,915.0,844.0,0.033333333300000004,-38.7777777778,59,191.8285415754,229.0622561571,,,,,,,,,,,0.30000000000000004,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s313', 'Incorrect number of trials in small condition for worker_id:s313', 'Incorrect number of trials in medium condition for worker_id:s313', 'Incorrect number of trials in large condition for worker_id:s313']",1,615.0,0.0,289.1652047658,537.74,0.0,-0.26060651630000004,-0.15965646790000002,-0.6912678360000001
s314,8.6666666667,0.0,0,-11.578584941799999,-0.006,6,-5.6666666667,12.2,0.21604938270000001,0,-11.7741981083,0.007,5,1.4104938272,0.9886363636000001,-0.6248807627,0.1,3.8128646564,1.0,359.5,0.9,0.0,0.4761904762,918.0,908.5,0.0666666667,-29.9,40,328.4153053993,593.1230829628,0.5336376190000001,0.7000000000000001,1.0,0.0011016754,1400.0,0.6963806152,1.0,10.0,0.0016897601,100.0,0.5,0.9599187842,0.9984583584000001,0.9591600679000001,0.932596148,0.7142857143,1.0,1.0,0.6666666667000001,0.0073186986,0.0006903211000000001,0.0149233694,0.056120869000000004,0.7142857143,1,1.0,0.6666666667000001,0.4285714286,1.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s314', 'Incorrect number of trials in small condition for worker_id:s314', 'Incorrect number of trials in medium condition for worker_id:s314', 'Incorrect number of trials in large condition for worker_id:s314']",0,317.0,0.0,90.8430132609,467.9897959184,0.02,0.2089172557,-0.8470778488,-0.6771595982
s326,13.0,6.938893904e-16,0,162.8184413035,0.0,6,8.881784197e-16,11.1666666667,-3.330669074e-16,1,-1.0589112499,1.0980935130000001e-17,6,-1.75,0.9772727273,-1.0502928958,0.33333333330000003,2.9620403902,1.0,346.5,0.6666666667000001,0.0,0.6555555556,926.0,1210.0,0.0,106.4615384615,59,314.5697153034,426.4257602822,,,,,,,,,,,1.0,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s326', 'Incorrect number of trials in small condition for worker_id:s326', 'Incorrect number of trials in medium condition for worker_id:s326', 'Incorrect number of trials in large condition for worker_id:s326']",2,341.5,0.0,141.0169955355,566.55,0.0,0.3039445512,0.2114131082,0.26055650410000003
s328,11.0,0.22857142860000002,0,-9.7772715945,-0.0022857143,6,-1.8571428571,12.6666666667,0.16,0,-12.0030836286,-0.0036000000000000003,6,-3.0,0.9886363636000001,-0.7318712835000001,0.1428571429,3.5988836148,1.0,320.0,0.8571428571,0.0,0.3636363636,1503.0,1551.5,0.022222222200000002,,32,462.788113181,293.0930922323,,,,,,,,,,,0.7000000000000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s328', 'Incorrect number of trials in small condition for worker_id:s328', 'Incorrect number of trials in medium condition for worker_id:s328', 'Incorrect number of trials in large condition for worker_id:s328']",0,297.5,0.0,34.9201996185,,,,,
s329,21.6666666667,4.440892099e-16,1,161.4002948108,-8.222589276e-16,6,-2.5,29.1666666667,-0.0642857143,1,0.6199361139,0.0011428571,6,-1.0714285714,0.9545454545000001,-1.1389829939,0.4,2.784660194,1.0,326.5,0.6000000000000001,0.0,0.32584269660000004,806.0,730.0,0.011111111100000001,237.8571428571,29,421.1421310927,421.6875982389,,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s329', 'Incorrect number of trials in small condition for worker_id:s329', 'Incorrect number of trials in medium condition for worker_id:s329', 'Incorrect number of trials in large condition for worker_id:s329']",3,331.0,0.0,48.3640179899,,,,,
s334,15.0,2.359223927e-16,0,189.0333152604,-6.938893904000001e-18,6,0.0,17.875,-0.0428571429,0,-19.3390463258,0.0052857143,8,-1.2857142857000001,0.9886363636000001,-0.5741594819,0.0833333333,3.9143072180000003,1.0,352.5,0.9166666667000001,0.0,0.5,947.0,987.0,0.0,231.4,45,293.8337673384,389.4203151072,,,,,,,,,,,0.4,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,0.8571428571,1.0,0.5,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,0.8571428571,1,0.5,1.0,1.0,1.0,1.0,1.0,"['Incorrect number of total trials for worker_id:s334', 'Incorrect number of trials in small condition for worker_id:s334', 'Incorrect number of trials in medium condition for worker_id:s334', 'Incorrect number of trials in large condition for worker_id:s334']",0,328.5,0.0,69.8602394665,802.2346938776,0.02,-0.45021303830000003,-0.45391917140000004,-0.8151825923
s336,15.1666666667,-0.1,1,-11.4561189583,-0.026000000000000002,6,-3.0,17.75,0.2,0,114.5935073216,0.004,4,-2.5,1.0,0.0,0.0,5.0626261818,1.0,333.0,1.0,0.0,0.5056179775,745.0,716.0,0.011111111100000001,-32.0,45,261.821575455,213.8393162429,,,,,,,,,,,0.8333333333,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s336', 'Incorrect number of trials in small condition for worker_id:s336', 'Incorrect number of trials in medium condition for worker_id:s336', 'Incorrect number of trials in large condition for worker_id:s336']",0,431.0,0.0,109.2276649391,474.91,0.0,0.7761703713,-0.4927601143,0.7708022638
s339,8.1666666667,0.2,0,-8.7537593222,-0.005,6,1.25,9.3333333333,-0.1428571429,0,-12.2100622431,-0.0074285714,6,-3.0714285714,0.9886363636000001,-0.5980676774,0.0909090909,3.866490827,1.0,297.0,0.9090909091,0.0,0.2409638554,453.0,511.0,0.0777777778,,20,132.2048251369,360.0338245758,,,,,,,,,,,0.6000000000000001,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s339', 'Incorrect number of trials in small condition for worker_id:s339', 'Incorrect number of trials in medium condition for worker_id:s339', 'Incorrect number of trials in large condition for worker_id:s339']",2,320.0,0.0526315789,226.4887449462,587.3469387755,0.02,0.9112840464,0.2388479366,1.4423250909
s346,9.8333333333,-0.25,0,-9.3766774166,-0.014,6,-4.0,6.6666666667,0.2,0,-7.2972358749,-0.004,6,2.0,0.9772727273,-0.47502713490000004,0.1,3.5131574008,0.9871794872,487.0,0.9,0.012820512800000001,0.35227272730000003,609.0,605.0,0.022222222200000002,0.8,31,225.6398119375,264.1045814632,,,,,,,,,,,0.5,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s346', 'Incorrect number of trials in small condition for worker_id:s346', 'Incorrect number of trials in medium condition for worker_id:s346', 'Incorrect number of trials in large condition for worker_id:s346']",0,348.5,0.0,105.491385584,703.8,0.0,0.3982255772,-0.6481975534000001,0.070470007
s357,2.5,-4.579669977e-16,2,190.2031980251,-0.01,6,-2.5,3.8333333333,0.0071428571,0,-6.5737497045,-0.0051428571,6,-0.2857142857,0.9659090909,-0.8974985868,0.2307692308,3.2676290083,1.0,343.0,0.7692307692,0.0,0.375,1282.0,1200.0,0.022222222200000002,-70.75,33,358.1604357369,462.3311973325,,,,,,,,,,,0.5,0.9923220343,0.9368117971000001,0.9591600679000001,0.9984583584000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0399243052,0.0149233694,0.0006903211000000001,0.8571428571,1,1.0,1.0,0.5714285714,0.5,0.0,1.0,"['Incorrect number of total trials for worker_id:s357', 'Incorrect number of trials in small condition for worker_id:s357', 'Incorrect number of trials in medium condition for worker_id:s357', 'Incorrect number of trials in large condition for worker_id:s357']",2,241.0,0.0,25.2115374704,983.1,0.0,0.7829139372,0.2319658728,1.3295560251
s359,4.8333333333,-0.1,0,-13.5820730596,-0.002999952,6,-1.19998e-05,5.1666666667,0.11428571430000001,0,-10.6636642331,-0.0071428571,6,-1.6428571429,1.0,0.0,0.0,5.0626261818,1.0,398.0,1.0,0.0,0.4186046512,852.5,898.0,0.044444444400000005,8.0,36,529.9730181811,406.1107263307,,,,,,,,,,,0.33333333330000003,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s359', 'Incorrect number of trials in small condition for worker_id:s359', 'Incorrect number of trials in medium condition for worker_id:s359', 'Incorrect number of trials in large condition for worker_id:s359']",1,277.0,0.0,38.7784402126,835.93,0.0,-0.24138753940000002,-0.3239996157,-0.7271395574
s365,13.6666666667,0.05,2,-5.2177943332,-0.02,6,-5.0,15.8,0.1,3,144.9978433686,-0.002,5,-3.0,1.0,0.0,0.0,5.0626261818,1.0,342.0,1.0,0.0,0.4666666667,1145.5,1208.0,0.0,40.9090909091,42,372.1153736889,363.2930204472,,,,,,,,,,,0.4,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s365', 'Incorrect number of trials in small condition for worker_id:s365', 'Incorrect number of trials in medium condition for worker_id:s365', 'Incorrect number of trials in large condition for worker_id:s365']",3,312.5,0.0,38.2978612137,852.4,0.0,0.3662926483,0.2520153679,0.516778866
s368,9.0,0.3385127636,0,-15.6768599032,0.0026666667,6,-1.5,6.5,1.110223025e-16,0,-7.6505849819,0.003,6,1.5750000000000002,0.9772727273,-0.9284116704,0.25,3.2058028411,1.0,363.0,0.75,0.0,0.33333333330000003,759.5,853.5,0.0,,30,205.4932977065,196.5009588683,,,,,,,,,,,0.6666666667000001,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s368', 'Incorrect number of trials in small condition for worker_id:s368', 'Incorrect number of trials in medium condition for worker_id:s368', 'Incorrect number of trials in large condition for worker_id:s368']",0,243.0,0.0,35.7400524811,582.68,0.0,-0.1139981988,-0.7423941726000001,-0.5593757272000001
s369,11.5,0.782549212,3,-8.8297127462,-0.0393019685,6,2.9921587871,9.0,0.0494739889,0,-3.6486179375,0.0139987492,3,0.0049473989,0.9886363636000001,-0.5980676774,0.0909090909,3.866490827,1.0,351.0,0.9090909091,0.0,0.3720930233,1359.0,1349.5,0.044444444400000005,122.7142857143,32,359.0262690879,479.4303780753,,,,,,,,,,,0.2,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,0.8571428571,0.5,1.0,1.0,0.0158414076,0.25,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.2857142857,0.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s369', 'Incorrect number of trials in small condition for worker_id:s369', 'Incorrect number of trials in medium condition for worker_id:s369', 'Incorrect number of trials in large condition for worker_id:s369']",0,374.5,0.0,103.5780263334,,,,,
s372,12.5,-0.125,0,-9.4991434001,-0.0033333333,6,-2.5,9.4285714286,0.1,1,-7.9739144747,0.002,7,-3.5,1.0,0.0,0.0,5.0626261818,1.0,398.0,1.0,0.0,0.4222222222,858.5,906.0,0.0,117.7333333333,38,301.3920430015,189.2088025577,,,,,,,,,,,0.30000000000000004,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s372', 'Incorrect number of trials in small condition for worker_id:s372', 'Incorrect number of trials in medium condition for worker_id:s372', 'Incorrect number of trials in large condition for worker_id:s372']",0,409.0,0.0,77.4738059712,753.69,0.0,-0.1373326044,0.6195079497,0.1610144001
s373,9.0,-0.15,1,-7.2972358749,-0.006,6,-4.5,8.5,0.0001510837,3,-1.4515827052999999,0.011331278600000001,2,1.5108400000000001e-05,1.0,0.0,0.0,5.0626261818,1.0,352.0,1.0,0.0,0.26506024100000003,515.0,598.0,0.0777777778,160.6,22,341.1502950453,255.0852862842,,,,,,,,,,,0.75,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s373', 'Incorrect number of trials in small condition for worker_id:s373', 'Incorrect number of trials in medium condition for worker_id:s373', 'Incorrect number of trials in large condition for worker_id:s373']",0,431.0,0.026315789500000002,315.8485520116,821.6914893617,0.06,-0.1361938335,-0.2478580004,-0.4946775587
