,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s071,15.8333333333,0.45,0,-11.4561189583,-0.028,6,-0.5,2.5,0.0615384615,1,-7.7246231422000005,-0.0075384615,8,0.6923076923,1.0,0.0,0.0,5.0626261818,1.0,373.0,1.0,0.0,0.3370786517,1057.5,998.0,0.011111111100000001,103.3333333333,30,434.5115754447,342.4222522429,,,,,,,,,,,0.125,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s071', 'Incorrect number of trials in small condition for worker_id:s071', 'Incorrect number of trials in medium condition for worker_id:s071', 'Incorrect number of trials in large condition for worker_id:s071']",2,454.0,0.026315789500000002,190.539533467,329.42,0.0,-0.3678321395,-0.2184091619,-0.9107462646000001
s081,20.1666666667,0.1625,0,-10.1201859083,-0.003,6,-3.25,10.1666666667,-0.275,3,-1.0589112499,-0.012,6,-2.0,1.0,0.0,0.0,5.0626261818,1.0,358.0,1.0,0.0,0.31395348840000004,996.0,915.0,0.044444444400000005,84.0,27,290.2115055416,302.7375699118,,,,,,,,,,,0.8333333333,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s081', 'Incorrect number of trials in small condition for worker_id:s081', 'Incorrect number of trials in medium condition for worker_id:s081', 'Incorrect number of trials in large condition for worker_id:s081']",3,312.0,0.0,89.6413789143,739.83,0.0,-0.24160645,-0.8139419023000001,-0.7409096584
s082,5.0,-0.275,0,-6.4341896575,-0.007,6,-1.5,3.8,0.15,0,-6.8312913769,-0.004,5,-2.25,0.9886363636000001,-0.7318712835000001,0.1428571429,3.5988836148,1.0,293.0,0.8571428571,0.0,0.4555555556,1112.0,1087.0,0.0,-287.2222222222,41,514.0533141184,394.4021836691,,,,,,,,,,,0.5,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s082', 'Incorrect number of trials in small condition for worker_id:s082', 'Incorrect number of trials in medium condition for worker_id:s082', 'Incorrect number of trials in large condition for worker_id:s082']",3,249.0,0.0,43.7145873749,884.75,0.0,0.1068611584,-0.44012278860000004,0.3944553919
s083,6.1666666667,-0.0125,1,1.0205302918,0.0005,6,-1.25,5.4285714286,0.05,2,214.9880430448,-1.9081958240000003e-17,7,-1.0,0.9772727273,-0.7556184291,0.1538461538,3.5513893237,1.0,380.0,0.8461538462,0.0,0.393258427,812.0,1109.0,0.011111111100000001,13.5,35,348.2646004589,494.0848704316,,,,,,,,,,,0.30000000000000004,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s083', 'Incorrect number of trials in small condition for worker_id:s083', 'Incorrect number of trials in medium condition for worker_id:s083', 'Incorrect number of trials in large condition for worker_id:s083']",1,371.0,0.0,73.4079386872,766.83,0.0,-0.4291025329,0.29411763420000003,0.0604173764
s084,12.0,0.0642857143,0,-11.5613929177,-0.0137142857,6,-1.8571428571,17.3333333333,-0.1571428571,0,-10.8659880755,0.0028571429,6,1.7857142857000001,0.9545454545000001,-0.36079012460000004,0.11764705880000001,3.0952431146,0.9718309859,259.0,0.8823529412000001,0.0281690141,0.28888888890000003,721.0,685.5,0.0,57.6666666667,26,155.1933434338,158.3629013745,,,,,,,,,,,0.1666666667,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s084', 'Incorrect number of trials in small condition for worker_id:s084', 'Incorrect number of trials in medium condition for worker_id:s084', 'Incorrect number of trials in large condition for worker_id:s084']",0,269.5,0.0,73.5083819647,895.4,0.0,-0.29096317790000004,0.27067715330000003,-0.3087318006
s085,9.5,-0.0571428571,2,-3.5389469694,-0.0117142857,6,-4.7142857143,15.8,-0.9515472902000001,0,-12.4448580748,0.0290618916,5,5.7654729023,0.9886363636000001,-0.6553363710000001,0.1111111111,3.7519534397000003,1.0,327.0,0.8888888889000001,0.0,0.4444444444,821.5,888.0,0.0,-51.0,40,217.7603937877,222.1215920001,,,,,,,,,,,0.625,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s085', 'Incorrect number of trials in small condition for worker_id:s085', 'Incorrect number of trials in medium condition for worker_id:s085', 'Incorrect number of trials in large condition for worker_id:s085']",3,326.5,0.0,98.6776149527,507.32,0.0,0.34850378460000003,-0.7944871440000001,0.0331399184
s086,14.5,0.40714285710000003,0,-16.0155962195,-0.0231428571,6,-1.0714285714,5.8571428571,-0.075,0,-8.7549169043,-0.002,7,-2.25,1.0,0.0,0.0,5.0626261818,1.0,352.5,1.0,0.0,0.85,1363.0,1588.0,0.1111111111,301.2857142857,68,521.8134236698,575.4086031735,,,,,,,,,,,0.30000000000000004,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s086', 'Incorrect number of trials in small condition for worker_id:s086', 'Incorrect number of trials in medium condition for worker_id:s086', 'Incorrect number of trials in large condition for worker_id:s086']",0,307.5,0.0,58.9807753717,741.2448979592,0.02,-0.2580398229,-0.2469267497,-0.7155365465
s089,14.5,-0.47500000000000003,0,-20.8646389576,-0.009000000000000001,6,1.625,11.4,1.5487977369,0,-10.6993531967,0.0002857143,5,-2.4285714286,0.9886363636000001,-0.7819457624,0.1666666667,3.498734657,1.0,378.0,0.8333333333,0.0,0.5222222222,886.0,920.0,0.0,-68.6666666667,47,169.930717231,320.5568296935,,,,,,,,,,,0.5,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s089', 'Incorrect number of trials in small condition for worker_id:s089', 'Incorrect number of trials in medium condition for worker_id:s089', 'Incorrect number of trials in large condition for worker_id:s089']",2,450.5,0.0,83.4669805498,739.1530612245,0.02,-0.0782478607,0.272633674,-0.0698751509
s091,14.0,-0.1166666667,0,-6.0808405506,0.002,6,-1.6666666667,18.6,0.17500000000000002,0,-9.3349127274,-0.013000000000000001,5,-7.125,1.0,0.0,0.0,5.0626261818,1.0,355.0,1.0,0.0,0.5222222222,710.0,759.0,0.0,-99.6,47,183.5142932776,213.5457552616,,,,,,,,,,,0.8333333333,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s091', 'Incorrect number of trials in small condition for worker_id:s091', 'Incorrect number of trials in medium condition for worker_id:s091', 'Incorrect number of trials in large condition for worker_id:s091']",3,263.5,0.0,36.538654292,626.46,0.0,0.07993726150000001,-0.7744296288,-0.3853009445
s092,12.5,0.0833333333,0,-13.6580264835,-0.01,6,-2.5,9.8333333333,-0.05,0,-12.7949802661,-0.004,6,-2.25,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,340.5,0.875,0.0,0.3777777778,619.0,672.0,0.0,5.4444444444,34,190.0417840348,368.222056363,,,,,,,,,,,0.5,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s092', 'Incorrect number of trials in small condition for worker_id:s092', 'Incorrect number of trials in medium condition for worker_id:s092', 'Incorrect number of trials in large condition for worker_id:s092']",2,315.5,0.0,72.465619454,847.61,0.0,1.2959686227,-1.0986229699,0.8696979133
s093,16.0,-0.4,1,-9.3766774166,-2.7755575620000004e-17,6,4.0,15.75,0.85,0,-7.0620484939,0.0051764657000000006,4,-2.7058835709,0.9772727273,-0.7556184291,0.1538461538,3.5513893237,1.0,333.0,0.8461538462,0.0,0.3636363636,1249.0,1357.5,0.022222222200000002,167.625,32,351.678141375,380.3150125439,,,,,,,,,,,0.6666666667000001,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s093', 'Incorrect number of trials in small condition for worker_id:s093', 'Incorrect number of trials in medium condition for worker_id:s093', 'Incorrect number of trials in large condition for worker_id:s093']",2,439.0,0.0,305.4008035064,645.9270833333,0.04,0.042100524300000004,-0.7564585437,-0.7953547313
s094,9.1666666667,0.0625,1,-3.8077834455,-0.0025,6,-2.0,5.1666666667,0.23,0,-12.429607095,-0.0092,6,-2.7,0.9886363636000001,-0.5330396491,0.0714285714,3.9965468835999998,1.0,293.0,0.9285714286000001,0.0,0.4222222222,895.0,939.5,0.0,-29.2857142857,38,145.7771077685,190.2987757641,,,,,,,,,,,0.625,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s094', 'Incorrect number of trials in small condition for worker_id:s094', 'Incorrect number of trials in medium condition for worker_id:s094', 'Incorrect number of trials in large condition for worker_id:s094']",1,243.0,0.0,28.5585047483,859.4183673469,0.02,1.1671084127,0.1403033018,1.6623608517
s097,25.1666666667,-0.033333333300000004,0,-9.6168055396,0.0006666667,6,-1.5,29.5,-1.834470076e-16,0,108.5925415689,-7.494005416e-16,4,-1.0,0.9886363636000001,-0.7318712835000001,0.1428571429,3.5988836148,1.0,390.0,0.8571428571,0.0,0.4222222222,827.5,768.0,0.0,-53.0,38,205.0191001753,181.1177004541,,,,,,,,,,,0.125,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s097', 'Incorrect number of trials in small condition for worker_id:s097', 'Incorrect number of trials in medium condition for worker_id:s097', 'Incorrect number of trials in large condition for worker_id:s097']",2,296.5,0.0,46.9074934794,540.64,0.0,-0.0654454849,0.327809989,0.22884357230000002
s098,13.5,-0.075,0,-8.7537593222,-0.012,6,-3.25,12.0,-0.2785714286,1,-3.5389469694,0.0042857143,6,1.2142857143,0.9659090909,-1.0502928958,0.33333333330000003,2.9620403902,1.0,378.0,0.6666666667000001,0.0,0.5056179775,1266.0,1247.5,0.011111111100000001,109.6363636364,45,391.1811716979,435.745716915,,,,,,,,,,,0.7000000000000001,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s098', 'Incorrect number of trials in small condition for worker_id:s098', 'Incorrect number of trials in medium condition for worker_id:s098', 'Incorrect number of trials in large condition for worker_id:s098']",0,375.5,0.0,99.5363933386,,,,,
s103,8.0,0.25,2,-5.2177943332,0.004,6,-3.5,7.25,0.44117647060000004,2,-0.1305766883,0.001,4,-3.25,1.0,0.0,0.0,5.0626261818,1.0,366.0,1.0,0.0,0.4333333333,857.0,830.0,0.0,-80.8888888889,39,171.3585274775,199.8316585647,,,,,,,,,,,0.7000000000000001,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s103', 'Incorrect number of trials in small condition for worker_id:s103', 'Incorrect number of trials in medium condition for worker_id:s103', 'Incorrect number of trials in large condition for worker_id:s103']",1,322.0,0.0,44.011733855,733.61,0.0,0.3064916509,0.133844179,0.41763933540000003
s106,18.1666666667,-0.1857142857,0,-14.7697600308,-0.0148571429,6,-2.7857142857,16.0,6.661338148e-16,0,206.4759011248,-7.459310947000001e-17,7,0.0,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,318.5,0.875,0.0,0.36666666670000003,646.0,646.0,0.0,-27.5555555556,33,155.2502988823,231.4810208907,,,,,,,,,,,0.375,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s106', 'Incorrect number of trials in small condition for worker_id:s106', 'Incorrect number of trials in medium condition for worker_id:s106', 'Incorrect number of trials in large condition for worker_id:s106']",1,288.5,0.0,36.8252186457,545.9,0.0,-0.45727377500000005,0.7672995676000001,0.0149952925
s108,6.3333333333,0.05,0,-5.2177943332,-0.004,6,-2.0,3.6666666667000003,0.0,0,81.8048130429,-0.007999872,3,-3.1999500000000004e-05,0.9886363636000001,-0.8448459287000001,0.2,3.3729343245,1.0,362.0,0.8,0.0,0.5393258427000001,817.0,875.0,0.011111111100000001,-103.1818181818,48,210.224625517,264.534612056,,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s108', 'Incorrect number of trials in small condition for worker_id:s108', 'Incorrect number of trials in medium condition for worker_id:s108', 'Incorrect number of trials in large condition for worker_id:s108']",3,316.0,0.0,51.1291005374,791.2244897959,0.02,0.2784483964,0.40391376570000004,0.3936216086
s110,5.1666666667,0.05,1,186.8314077351,6.0715321660000005e-18,6,-4.440892099e-16,10.6666666667,-0.1,0,-9.3766774166,-0.012,6,1.0,1.0,0.0,0.0,5.0626261818,1.0,293.0,1.0,0.0,0.36666666670000003,623.0,634.0,0.0,106.3333333333,33,144.800175791,181.6346825216,,,,,,,,,,,0.125,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,0.5,1.0,1.0,0.1265219767,0.25,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.1428571429,0.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s110', 'Incorrect number of trials in small condition for worker_id:s110', 'Incorrect number of trials in medium condition for worker_id:s110', 'Incorrect number of trials in large condition for worker_id:s110']",2,285.0,0.0,47.8107117038,,,,,
s111,16.5,-0.0571428571,0,-16.1530248276,0.0031428571000000002,6,3.1428571429,17.1428571429,0.3535714286,2,-11.0536452816,-0.0102857143,7,-7.1071428571,0.9886363636000001,-0.5980676774,0.0909090909,3.866490827,1.0,377.0,0.9090909091,0.0,0.3033707865,617.0,541.5,0.011111111100000001,,27,214.2971085018,320.3744656724,,,,,,,,,,,0.6000000000000001,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s111', 'Incorrect number of trials in small condition for worker_id:s111', 'Incorrect number of trials in medium condition for worker_id:s111', 'Incorrect number of trials in large condition for worker_id:s111']",3,342.0,0.0,36.09860843,900.04,0.0,0.24308010300000002,0.7207473478,0.6670898729
s112,7.1666666667,0.075,0,-5.5711434402,-0.007,6,0.375,18.2,0.125,0,-11.1182874471,-0.032,5,-5.5,1.0,0.0,0.0,5.0626261818,1.0,298.0,1.0,0.0,0.3595505618,858.0,870.0,0.011111111100000001,-95.1666666667,32,225.5940165037,238.6884353565,,,,,,,,,,,0.6000000000000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s112', 'Incorrect number of trials in small condition for worker_id:s112', 'Incorrect number of trials in medium condition for worker_id:s112', 'Incorrect number of trials in large condition for worker_id:s112']",1,231.5,0.0,35.025016461,642.3,0.0,0.1405819938,0.1430483583,0.1525379576
s121,13.8333333333,0.30000000000000004,0,-18.6837034424,-0.014,6,-2.0,12.5714285714,-0.1392857143,1,-12.9412131144,-0.0113571429,7,-3.5892857143,0.9545454545000001,-1.3556627303,0.5714285714,2.3513007211,1.0,347.0,0.4285714286,0.0,0.476744186,956.0,1123.0,0.044444444400000005,2.8333333333,41,285.9540087531,443.6643592135,,,,,,,,,,,0.30000000000000004,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,0.8571428571,1.0,0.5,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,0.8571428571,1,0.5,1.0,1.0,1.0,1.0,1.0,"['Incorrect number of total trials for worker_id:s121', 'Incorrect number of trials in small condition for worker_id:s121', 'Incorrect number of trials in medium condition for worker_id:s121', 'Incorrect number of trials in large condition for worker_id:s121']",2,303.5,0.0,38.9424567277,688.2551020408,0.02,-0.1300037649,-0.2988223083,-0.46864665640000003
s128,5.0,0.075,2,1.0205302918,-0.0055000000000000005,6,-0.125,8.0,-0.0424242424,0,-13.3398899895,-0.007030303000000001,8,-1.5454545455000002,0.9659090909,-1.1063368635,0.375,2.8499524549,1.0,335.5,0.625,0.0,0.5,713.0,799.0,0.0,34.0,45,209.1401033477,204.543226026,,,,,,,,,,,0.5,0.9923220343,0.9368117971000001,0.9591600679000001,0.9984583584000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0399243052,0.0149233694,0.0006903211000000001,0.8571428571,1,1.0,1.0,0.5714285714,0.5,0.0,1.0,"['Incorrect number of total trials for worker_id:s128', 'Incorrect number of trials in small condition for worker_id:s128', 'Incorrect number of trials in medium condition for worker_id:s128', 'Incorrect number of trials in large condition for worker_id:s128']",1,319.5,0.0,75.886697755,593.53,0.0,-0.45171430830000003,-0.0119371648,-0.9304658294
s129,14.1666666667,-0.0714285714,1,-9.0366913607,-0.0071428571,6,-6.4285714286,8.6,0.075,0,-1.3382299335,-0.001,5,-3.25,1.0,0.0,0.0,5.0626261818,1.0,384.5,1.0,0.0,0.3888888889,710.0,674.0,0.0,-33.6666666667,35,150.3316669369,163.5442423075,,,,,,,,,,,0.4,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s129', 'Incorrect number of trials in small condition for worker_id:s129', 'Incorrect number of trials in medium condition for worker_id:s129', 'Incorrect number of trials in large condition for worker_id:s129']",2,327.5,0.0,190.8748687098,747.91,0.0,0.153872693,0.1864279157,0.6705934559000001
s142,6.8333333333,-0.05,0,-10.9464218479,-0.004,6,-1.0,3.5555555556,0.0166666667,1,-12.4837256341,-0.0153333333,9,-0.0555555556,1.0,0.0,0.0,5.0626261818,1.0,363.0,1.0,0.0,0.2696629213,331.5,323.0,0.011111111100000001,-223.5,24,300.8034862146,347.5505718597,,,,,,,,,,,0.5,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s142', 'Incorrect number of trials in small condition for worker_id:s142', 'Incorrect number of trials in medium condition for worker_id:s142', 'Incorrect number of trials in large condition for worker_id:s142']",0,267.0,0.0,40.1487011954,255.42,0.0,-0.42186600080000003,-0.4317033545,-0.6928392435
s145,4.5,0.025,0,-3.1383527915,-0.003,6,-1.75,21.5,-0.1166666667,0,-13.7291760634,-0.0112,6,-3.7,0.9431818182,-0.4272070733,0.1818181818,2.6713298836,0.9610389610000001,295.0,0.8181818182,0.038961039,0.3181818182,716.5,652.0,0.022222222200000002,113.4285714286,28,277.0070195661,246.9887712171,,,,,,,,,,,0.8333333333,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s145', 'Incorrect number of trials in small condition for worker_id:s145', 'Incorrect number of trials in medium condition for worker_id:s145', 'Incorrect number of trials in large condition for worker_id:s145']",3,267.0,0.0,38.461569373,570.32,0.0,-0.34838567800000003,-0.5302553875,-0.6459533393
s149,6.6666666667,0.0666666667,0,-8.675832863,-0.002,6,-3.75,5.6,0.05,0,-6.5368337877,-0.002,5,-3.0,1.0,0.0,0.0,5.0626261818,1.0,328.0,1.0,0.0,0.24444444440000002,466.5,471.0,0.0,,22,251.0333276713,259.7407107686,,,,,,,,,,,0.4,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s149', 'Incorrect number of trials in small condition for worker_id:s149', 'Incorrect number of trials in medium condition for worker_id:s149', 'Incorrect number of trials in large condition for worker_id:s149']",2,300.5,0.0,49.5290193254,766.6,0.0,-0.4736920791,0.8892422773,-0.08478792
s161,2.6666666667000003,0.0142857143,0,-5.9717376181,-0.0025714286,6,-1.0714285714,5.6666666667,0.07,1,-2.4689221376,0.0066666548,6,-0.30000000000000004,1.0,0.0,0.0,5.0626261818,1.0,322.0,1.0,0.0,0.4333333333,1313.0,1510.0,0.0,-164.5,39,290.8838154007,374.5236577255,,,,,,,,,,,0.5,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s161', 'Incorrect number of trials in small condition for worker_id:s161', 'Incorrect number of trials in medium condition for worker_id:s161', 'Incorrect number of trials in large condition for worker_id:s161']",3,234.0,0.0,32.3498940837,748.19,0.0,0.4995141898,-0.4947602298,0.6339674072
s163,8.3333333333,-3.330669074e-16,1,173.6389998926,-1.414883835e-16,6,-2.5,4.0,-8.326672685e-17,0,191.6089897469,-5.906733436e-16,7,1.665334537e-16,0.9772727273,-0.7819457624,0.1666666667,3.498734657,1.0,379.0,0.8333333333,0.0,0.41111111110000004,698.0,730.0,0.0,43.8181818182,37,139.8254757319,161.7246872179,,,,,,,,,,,1.0,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,0.8571428571,1.0,0.5,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,0.8571428571,1,0.5,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s163', 'Incorrect number of trials in small condition for worker_id:s163', 'Incorrect number of trials in medium condition for worker_id:s163', 'Incorrect number of trials in large condition for worker_id:s163']",3,341.5,0.0,101.1465459387,1182.28,0.0,0.1577428633,-0.3665605764,0.0013372239
s165,6.8333333333,0.225,0,-11.6379928237,0.001,6,-2.0,8.0,-0.0035714286,0,-10.0725884036,0.0014285714000000001,7,-0.1428571429,1.0,0.0,0.0,5.0626261818,1.0,387.0,1.0,0.0,0.40449438200000004,831.5,734.0,0.011111111100000001,-110.6666666667,36,183.1240970507,236.4669742235,,,,,,,,,,,0.6666666667000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s165', 'Incorrect number of trials in small condition for worker_id:s165', 'Incorrect number of trials in medium condition for worker_id:s165', 'Incorrect number of trials in large condition for worker_id:s165']",0,336.0,0.0,74.1187630658,,,,,
