,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s042,,,,,,,,,17.5833333333,0.0293333333,0,-28.0642076308,-0.006960000000000001,12,-1.8733333333000002,17.0,-0.0268939394,1,-27.0220025148,-0.013045454500000001,11,-4.2386363636,0.9828571429,-0.8802965719,0.15789473680000002,3.7668890792000003,1.0,331.0,0.8421052632,0.0,0.5555555556,707.0,761.0,0.0,-59.8,100,142.2738045269,164.6406212853,0.6439033508,0.9,6.0,0.0015689726,1650.0,0.8457692464000001,0.6666666667000001,12.3333333333,0.0023217746,100.0,0.7692307692,0.999299955,0.9995999600000001,0.9975981938,0.9984583584000001,1.0,1.0,1.0,1.0,0.0006324555,0.00029472250000000004,0.0015704178,0.0006903211000000001,1.0,1.0,1.0,1.0,0.7142857143,0.75,0.6000000000000001,0.8,"['Incorrect number of total trials for worker_id:s042', 'Incorrect number of trials in small condition for worker_id:s042', 'Incorrect number of trials in medium condition for worker_id:s042', 'Incorrect number of trials in large condition for worker_id:s042']",7,305.0,0.0,52.5648874001,828.585,0.0,1.3570905447000001,-0.7315512528,0.8460908127000001
s049,32.3333333333,9.0037029419,0.25,164.0,22.2222222222,9.3214209694,0.4,385.0,21.25,0.002020202,1,-28.9251021034,-0.0014141414,12,-4.1464646465,21.0,-0.0732142857,1,-19.9950042936,-0.0007857143000000001,12,-4.4464285714,0.9828571429,-0.8480852938000001,0.1428571429,3.8313116354,1.0,365.5,0.8571428571,0.0,0.4636871508,637.0,613.5,0.0055555556,-81.7058823529,83,232.3761516899,246.6108376839,0.8771240234000001,0.9,13.1,0.0021191442,930.0,0.623046875,0.0,15.0,0.0019582245,-100.0,0.5,0.9538658187000001,0.9368117971000001,0.9538658187000001,0.9538658187000001,0.9285714286000001,0.75,1.0,1.0,0.06403124240000001,0.25,0.06403124240000001,0.06403124240000001,0.9285714286000001,1.0,1.0,1.0,0.2142857143,0.0,0.2,0.4,"['Incorrect number of total trials for worker_id:s049', 'Incorrect number of trials in small condition for worker_id:s049', 'Incorrect number of trials in medium condition for worker_id:s049', 'Incorrect number of trials in large condition for worker_id:s049']",4,311.0,0.0,46.0020837758,629.41,0.0,-0.8011865469,0.08622761350000001,-0.5256764072
s060,50.0,0.0,0.2,150.0,27.6315789474,5.3666721151,0.36666666670000003,500.0,3.8333333333,0.040234375,2,-20.2151665093,-0.0045625,12,-2.77734375,4.2307692308,-0.0261363636,2,-20.755490795,-0.0048181818,13,-2.8636363636,0.9942857143,-0.6688321196,0.0769230769,4.1898179838,1.0,332.5,0.9230769231,0.0,0.5722222222000001,876.0,918.0,0.0,-75.25,103,228.3195436467,255.359136884,,,,,,,,,,,0.8461538462,0.9741544815000001,0.9368117971000001,0.9844600706000001,0.9538658187000001,0.9285714286000001,1.0,1.0,1.0,0.025234410000000002,0.0399243052,0.0158414076,0.06403124240000001,0.9285714286000001,1.0,1.0,1.0,0.3571428571,0.25,0.4,0.4,"['Incorrect number of total trials for worker_id:s060', 'Incorrect number of trials in small condition for worker_id:s060', 'Incorrect number of trials in medium condition for worker_id:s060', 'Incorrect number of trials in large condition for worker_id:s060']",8,315.0,0.0,45.5206991824,648.94,0.0,0.7594189659,-0.0314565977,0.6468738007
s062,18.0,,0.5,0.0,27.0,11.4063694118,0.33333333330000003,534.0,5.3333333333,0.0911764706,3,-16.3425825579,-0.0062352941,12,-3.0882352941,4.0,0.0666666667,0,-13.0697737041,-0.0008,11,-0.7333333333000001,0.9828571429,-0.8636538610000001,0.15,3.800174501,1.0,328.0,0.85,0.0,0.6055555556000001,1097.0,1814.0,0.0,25.2142857143,109,424.032224067,431.2215352633,0.6622526646,0.7000000000000001,5.1,0.0005414485,1080.0,0.9609375,0.33333333330000003,18.3333333333,0.0007577588,-100.0,0.7058823529,0.9967484003,0.9967484003,0.9844600706000001,0.9984583584000001,0.9285714286000001,1.0,1.0,1.0,0.0024746160000000002,0.0024746160000000002,0.0158414076,0.0006903211000000001,0.9285714286000001,1.0,1.0,1.0,0.5714285714,0.5,0.4,0.8,"['Incorrect number of total trials for worker_id:s062', 'Incorrect number of trials in small condition for worker_id:s062', 'Incorrect number of trials in medium condition for worker_id:s062', 'Incorrect number of trials in large condition for worker_id:s062']",7,372.5,0.0133333333,247.9994121794,877.49,0.0,-0.228387889,1.2851989005,-0.603877733
s063,30.5,0.7071067812,0.33333333330000003,31.0,35.2941176471,14.0167966467,0.4333333333,574.0,13.8333333333,0.1369402985,1,-25.3422294049,-0.0021791045,12,-3.2574626866,8.4166666667,-0.0464285714,1,-22.0107256801,0.0020714286,12,-2.8928571429,0.9771428571,-0.882895278,0.2307692308,3.2384223907,0.9938271605000001,362.0,0.7692307692,0.0061728395,0.5842696629,813.0,810.0,0.011111111100000001,52.25,104,170.906269487,161.7973602475,,,,,,,,,,,0.7647058824,0.92720086,0.9368117971000001,0.9538658187000001,0.9012813101,0.9285714286000001,1.0,1.0,1.0,0.1006192246,0.0399243052,0.06403124240000001,0.158113883,0.9285714286000001,1.0,1.0,1.0,0.2142857143,0.25,0.2,0.2,"['Incorrect number of total trials for worker_id:s063', 'Incorrect number of trials in small condition for worker_id:s063', 'Incorrect number of trials in medium condition for worker_id:s063', 'Incorrect number of trials in large condition for worker_id:s063']",2,310.0,0.0,51.5030551005,638.5677083333,0.04,-0.7164230065,-0.0067481905,-0.4912061941
s065,35.625,15.8017856134,0.0,256.0,17.8,8.5013930747,0.33333333330000003,318.0,9.1666666667,0.0125,1,-32.6741855966,0.0013333333,12,-4.6666666667,9.0833333333,0.0326086957,1,-23.8881666555,-0.0019130435,12,-6.0,0.9314285714,-1.5498896260000001,0.6315789474,2.4277029712,1.0,275.5,0.3684210526,0.0,0.3397435897,688.0,725.0,0.1333333333,-889.2857142857,53,799.2750552427,694.3894773398,,,,,,,,,,,0.6470588235,0.9741544815000001,0.9368117971000001,0.9538658187000001,0.9844600706000001,0.9285714286000001,1.0,1.0,1.0,0.025234410000000002,0.0399243052,0.06403124240000001,0.0158414076,0.9285714286000001,1.0,1.0,1.0,0.3571428571,0.25,0.2,0.6000000000000001,"['Incorrect number of total trials for worker_id:s065', 'Incorrect number of trials in small condition for worker_id:s065', 'Incorrect number of trials in medium condition for worker_id:s065', 'Incorrect number of trials in large condition for worker_id:s065']",1,246.0,0.0,128.7744071154,,,,,
s066,57.0,4.2426406871,0.0,60.0,21.8571428571,6.4829446572,0.30000000000000004,443.0,8.25,0.0272727273,1,-25.2070914558,-0.002,12,-2.0909090909,9.6666666667,0.0088235294,1,-15.6865671526,-0.0008823529000000001,9,-3.6176470588000003,0.9885714286,-0.8718324394,0.1538461538,3.7838173443,1.0,321.0,0.8461538462,0.0,0.3720930233,653.0,564.5,0.044444444400000005,-114.0,64,480.4797224034,473.0275139876,0.6908766270000001,0.7000000000000001,4.3,0.0009390258000000001,1140.0,0.6681880951,1.0,4.0,0.0009707697,200.0,0.6923076923,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9844600706000001,0.9285714286000001,0.75,1.0,1.0,0.0158414076,0.25,0.0158414076,0.0158414076,0.9285714286000001,1.0,1.0,1.0,0.3571428571,0.0,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s066', 'Incorrect number of trials in small condition for worker_id:s066', 'Incorrect number of trials in medium condition for worker_id:s066', 'Incorrect number of trials in large condition for worker_id:s066']",3,404.0,0.0,99.786796144,584.105,0.0,-0.7067964828000001,-0.32734875820000003,-0.6971884671
s071,,,,,,,,,15.5833333333,0.3564102564,2,-24.5657780766,-0.024974359,12,-1.0384615385,3.9285714286,0.048165137600000005,1,-21.0191518746,-0.0110733945,14,0.623853211,0.9885714286,-0.7715503814,0.1111111111,3.9843814604,1.0,377.0,0.8888888889000001,0.0,0.35227272730000003,806.0,843.5,0.022222222200000002,78.8461538462,62,435.405251095,385.2118204816,,,,,,,,,,,0.1764705882,0.9741544815000001,0.9368117971000001,0.9844600706000001,0.9538658187000001,0.9285714286000001,1.0,1.0,1.0,0.025234410000000002,0.0399243052,0.0158414076,0.06403124240000001,0.9285714286000001,1.0,1.0,1.0,0.3571428571,0.25,0.4,0.4,"['Incorrect number of total trials for worker_id:s071', 'Incorrect number of trials in small condition for worker_id:s071', 'Incorrect number of trials in medium condition for worker_id:s071', 'Incorrect number of trials in large condition for worker_id:s071']",4,428.0,0.0133333333,159.8357102659,377.515,0.0,-0.6476392044,-0.26550742850000003,-0.7780146689
s081,,,,,,,,,19.0833333333,0.1924242424,2,-26.0539710283,0.0016161616,12,-4.2373737374000005,11.0,-0.1061349693,1,-28.4101588623,-0.0008098160000000001,13,-2.0874233129,1.0,0.0,0.0,5.5274822231,1.0,354.0,1.0,0.0,0.3662790698,931.0,984.0,0.044444444400000005,39.5,63,319.345925724,339.8121517911,,,,,,,,,,,0.6923076923,0.9741544815000001,0.9967484003,0.9538658187000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.025234410000000002,0.0024746160000000002,0.06403124240000001,0.0158414076,0.8571428571,1.0,1.0,1.0,0.4285714286,0.5,0.2,0.6000000000000001,"['Incorrect number of total trials for worker_id:s081', 'Incorrect number of trials in small condition for worker_id:s081', 'Incorrect number of trials in medium condition for worker_id:s081', 'Incorrect number of trials in large condition for worker_id:s081']",7,325.0,0.0,109.3407979214,722.805,0.0,-0.3889609477,-0.6072286928,-0.8090940821
s082,,,,,,,,,5.1666666667,-0.0658227848,1,-24.5798980103,-0.0012405063,12,-2.1202531646,3.25,0.0321428571,1,-17.8362581724,0.0007142857000000001,12,-2.0982142857,0.9828571429,-0.8802965719,0.15789473680000002,3.7668890792000003,1.0,291.5,0.8421052632,0.0,0.5555555556,1066.0,1229.5,0.0,-173.3571428571,100,430.1880706872,434.8349541398,,,,,,,,,,,0.5333333333,0.9967484003,0.9967484003,0.9975981938,0.9844600706000001,0.9285714286000001,1.0,1.0,1.0,0.0024746160000000002,0.0024746160000000002,0.0015704178,0.0158414076,0.9285714286000001,1.0,1.0,1.0,0.5714285714,0.5,0.6000000000000001,0.6000000000000001,"['Incorrect number of total trials for worker_id:s082', 'Incorrect number of trials in small condition for worker_id:s082', 'Incorrect number of trials in medium condition for worker_id:s082', 'Incorrect number of trials in large condition for worker_id:s082']",7,249.0,0.0,35.779041628,816.8686868687,0.01,-0.1477741095,-0.0646523693,0.2481426706
s083,,,,,,,,,5.5833333333,-0.00625,1,-0.048779582,0.0003333333,12,-1.4166666667,8.6666666667,-0.061363636400000005,1,-29.7215087164,-0.0020909091,12,-4.0227272727,0.9714285714,-1.0256490396,0.2380952381,3.4761841439,1.0,367.0,0.7619047619,0.0,0.4022346369,879.0,1113.0,0.0055555556,-55.384615384599996,72,458.5313185273,432.2870237319,0.8477905273,0.9,12.5,0.0009738966,1000.0,1.0,1.0,25.0,0.0010282585,200.0,0.4210526316,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0158414076,0.0158414076,1.0,1.0,1.0,1.0,0.4285714286,0.25,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s083', 'Incorrect number of trials in small condition for worker_id:s083', 'Incorrect number of trials in medium condition for worker_id:s083', 'Incorrect number of trials in large condition for worker_id:s083']",4,373.0,0.0,81.2172417677,749.09,0.0,-0.2707109157,-0.0526506871,0.0213480494
s084,,,,,,,,,11.1666666667,0.0715189873,2,-25.0098913099,-0.0071392405,12,-3.5063291139,16.8333333333,0.08750000000000001,0,-30.9251592786,-0.0064090909,12,-0.7272727273,0.9428571429,-0.7539849483000001,0.2916666667,2.6050144620999998,0.9801324503000001,258.0,0.7083333333,0.0198675497,0.2777777778,686.0,637.0,0.0,29.8888888889,50,151.2850586793,143.789027732,,,,,,,,,,,0.3076923077,0.866,0.9368117971000001,0.8834645520000001,0.866,1.0,1.0,1.0,1.0,0.1988176822,0.0399243052,0.1988176822,0.25,0.9285714286000001,1.0,1.0,1.0,0.0714285714,0.25,0.0,0.0,"['Incorrect number of total trials for worker_id:s084', 'Incorrect number of trials in small condition for worker_id:s084', 'Incorrect number of trials in medium condition for worker_id:s084', 'Incorrect number of trials in large condition for worker_id:s084']",2,271.0,0.0,61.1074227661,830.415,0.0,-0.4444032862,0.4955487368,-0.3272723087
s085,,,,,,,,,11.0,-0.0480349345,2,-20.3586988785,-0.0083668122,12,-2.5218340611,18.0909090909,-0.2071428571,0,-27.0273661499,0.0017142857,11,-0.6428571429000001,0.9828571429,-0.8802965719,0.15789473680000002,3.7668890792000003,1.0,340.0,0.8421052632,0.0,0.3722222222,797.0,788.0,0.0,-51.347826087,67,299.1394381177,281.9726346434,,,,,,,,,,,0.7058823529,0.92720086,0.9368117971000001,0.9538658187000001,0.9012813101,0.9285714286000001,1.0,1.0,1.0,0.1006192246,0.0399243052,0.06403124240000001,0.158113883,0.9285714286000001,1.0,1.0,1.0,0.2142857143,0.25,0.2,0.2,"['Incorrect number of total trials for worker_id:s085', 'Incorrect number of trials in small condition for worker_id:s085', 'Incorrect number of trials in medium condition for worker_id:s085', 'Incorrect number of trials in large condition for worker_id:s085']",8,330.0,0.0,87.8436407785,445.2525252525,0.01,-0.06406532470000001,-0.4850287983,-0.3668813222
s086,,,,,,,,,16.75,0.30875,2,-29.9595984275,-0.0182,12,-1.2875,7.0,-0.0605263158,1,-22.3163327543,-0.0038947368,13,-2.1052631579,1.0,0.0,0.0,5.5274822231,1.0,340.0,1.0,0.0,0.8928571429000001,1357.5,1606.0,0.0666666667,114.0769230769,150,486.6932785467,598.9924437857,,,,,,,,,,,0.3684210526,0.9741544815000001,0.9368117971000001,0.9844600706000001,0.9538658187000001,0.9285714286000001,1.0,1.0,1.0,0.025234410000000002,0.0399243052,0.0158414076,0.06403124240000001,0.9285714286000001,1.0,1.0,1.0,0.3571428571,0.25,0.4,0.4,"['Incorrect number of total trials for worker_id:s086', 'Incorrect number of trials in small condition for worker_id:s086', 'Incorrect number of trials in medium condition for worker_id:s086', 'Incorrect number of trials in large condition for worker_id:s086']",2,295.0,0.0,69.2009087062,802.806122449,0.02,-0.0276241958,-0.276008501,-0.0502039281
s089,,,,,,,,,14.6666666667,-0.051898734200000005,0,-43.6980435196,-0.0167088608,12,-4.1455696203,11.8333333333,-0.08733333330000001,1,-28.01100636,-0.0044800000000000005,12,-2.2066666667,0.9714285714,-1.0256490396,0.2380952381,3.4761841439,1.0,378.5,0.7619047619,0.0,0.5555555556,858.5,895.0,0.0,4.7916666667,100,159.4052443278,271.9031656442,,,,,,,,,,,0.5333333333,0.9844600706000001,0.9368117971000001,0.9975981938,0.9844600706000001,0.8571428571,1.0,0.8,1.0,0.0158414076,0.0399243052,0.0015704178,0.0158414076,0.8571428571,1.0,0.8,1.0,0.4285714286,0.25,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s089', 'Incorrect number of trials in small condition for worker_id:s089', 'Incorrect number of trials in medium condition for worker_id:s089', 'Incorrect number of trials in large condition for worker_id:s089']",5,433.0,0.0,94.9933615509,759.1919191919,0.01,0.0887043809,0.4378136261,0.02552841
s091,33.75,4.7871355388,0.33333333330000003,100.0,21.0526315789,3.8510270522,0.36666666670000003,380.0,12.4166666667,0.1125,0,-26.6560475957,-0.0015,12,-0.7777777778,18.0833333333,-0.0888888889,1,-31.4045245131,-0.0086666667,12,-2.8888888889,1.0,0.0,0.0,5.5274822231,1.0,340.0,1.0,0.0,0.5611111111,676.0,748.0,0.0,-20.8260869565,101,169.9140283488,192.8087074359,,,,,,,,,,,0.7142857143,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0158414076,0.0158414076,1.0,1.0,1.0,1.0,0.4285714286,0.25,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s091', 'Incorrect number of trials in small condition for worker_id:s091', 'Incorrect number of trials in medium condition for worker_id:s091', 'Incorrect number of trials in large condition for worker_id:s091']",8,262.0,0.0,30.8438788881,593.08,0.0,-0.5703878771,-0.3596235022,-0.1308805932
s092,,,,,,,,,13.8333333333,0.0858585859,2,-29.2971053478,-0.0113939394,12,-3.3080808081,10.1818181818,-0.023287671200000002,0,-23.6665879175,-0.0053013699,11,-1.9589041096000002,0.9828571429,-0.8981597727,0.1666666667,3.7311626777,1.0,340.0,0.8333333333,0.0,0.4055555556,680.0,741.0,0.0,-47.3888888889,73,181.8864626959,286.1921820832,0.7333761692,0.9,5.4,0.0013795641,1650.0,1.0,1.0,25.0,0.0017531019,200.0,0.6111111111,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0158414076,0.0158414076,1.0,1.0,1.0,1.0,0.4285714286,0.25,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s092', 'Incorrect number of trials in small condition for worker_id:s092', 'Incorrect number of trials in medium condition for worker_id:s092', 'Incorrect number of trials in large condition for worker_id:s092']",3,330.0,0.0,73.7526252396,728.725,0.0,0.7051188460000001,-0.4732900104,0.6693276311
s093,,,,,,,,,12.6666666667,-0.1470149254,1,-37.1991721605,-0.018985074600000002,12,-0.078358209,14.2,0.375,2,-27.7407351212,-0.0173333333,10,-8.75,0.9714285714,-0.975761655,0.2083333333,3.5759589131,1.0,330.0,0.7916666667000001,0.0,0.3820224719,1265.0,1329.5,0.011111111100000001,184.2941176471,68,346.5242831277,396.4570076092,0.7454021454,0.9,9.8,0.0021894911,1270.0,0.9277343750000001,1.0,18.5,0.0023982542,200.0,0.5714285714,0.9538658187000001,0.9368117971000001,0.9538658187000001,0.9088717175000001,0.9285714286000001,1.0,1.0,0.8,0.06403124240000001,0.0399243052,0.06403124240000001,0.1265219767,0.9285714286000001,1.0,1.0,0.8,0.2142857143,0.25,0.2,0.2,"['Incorrect number of total trials for worker_id:s093', 'Incorrect number of trials in small condition for worker_id:s093', 'Incorrect number of trials in medium condition for worker_id:s093', 'Incorrect number of trials in large condition for worker_id:s093']",3,427.0,0.0133333333,236.1869945016,627.5473684211,0.05,-0.5381806622,-0.5294249143,-0.9097116308000001
s094,50.0,0.0,0.2,150.0,25.0,1.6666666667,0.36666666670000003,450.0,8.5,0.07464788730000001,1,-19.7740693312,-0.0030516432000000002,12,-1.5962441315,5.3846153846,0.21346153850000002,2,-30.1379917023,-0.0055692308,13,-2.1076923077,0.9714285714,-1.0446256807,0.25,3.4382308617,1.0,275.0,0.75,0.0,0.5055555556,866.0,940.0,0.0,86.1764705882,91,170.2085419159,190.8628203448,,,,,,,,,,,0.4705882353,0.9967484003,0.9967484003,0.9975981938,0.9984583584000001,1.0,1.0,1.0,1.0,0.0024746160000000002,0.0024746160000000002,0.0015704178,0.0006903211000000001,1.0,1.0,1.0,1.0,0.6428571429000001,0.5,0.6000000000000001,0.8,"['Incorrect number of total trials for worker_id:s094', 'Incorrect number of trials in small condition for worker_id:s094', 'Incorrect number of trials in medium condition for worker_id:s094', 'Incorrect number of trials in large condition for worker_id:s094']",5,244.0,0.0,24.9877447439,806.1785714286,0.02,1.4777989884,0.2274092777,1.9713944470000002
s097,50.0,,0.5,0.0,11.0454545455,5.5590104697000005,0.2666666667,233.0,21.25,-0.2556603774,0,-33.7132892074,-0.0027547170000000003,12,-2.4622641509,29.0,-0.0675675676,1,-15.2924745414,0.0038558559000000004,10,-2.1891891892,0.9942857143,-0.6313275828,0.0666666667,4.2648270576,1.0,378.5,0.9333333333,0.0,0.5277777778,776.0,782.0,0.0,-74.6666666667,95,180.5596606151,165.4406703509,,,,,,,,,,,0.3529411765,0.92720086,0.9368117971000001,0.9538658187000001,0.9012813101,0.8571428571,0.75,1.0,1.0,0.1362805823,0.25,0.06403124240000001,0.158113883,0.8571428571,1.0,1.0,1.0,0.1428571429,0.0,0.2,0.2,"['Incorrect number of total trials for worker_id:s097', 'Incorrect number of trials in small condition for worker_id:s097', 'Incorrect number of trials in medium condition for worker_id:s097', 'Incorrect number of trials in large condition for worker_id:s097']",6,307.0,0.0,181.1537030926,560.39,0.0,0.1116634017,0.1401042536,0.564399058
s098,,,,,,,,,14.6666666667,0.14375000000000002,0,-31.6486469821,-0.011250000000000001,12,-2.4375,11.5,0.0575757576,0,-25.0923053463,0.0029494949000000003,12,-1.5959595960000001,0.9657142857000001,-0.9759238238000001,0.2941176471,3.0346378178,0.9936708861,374.0,0.7058823529,0.0063291139,0.4325842697,1278.0,1299.0,0.011111111100000001,-100.8333333333,77,444.0920841681,530.4966025777,0.7632787704,0.6000000000000001,9.2,0.0011140227000000001,460.0,0.8115234375,1.0,16.5,0.0015218891,200.0,0.7222222222,0.999299955,0.9995999600000001,0.9975981938,0.9984583584000001,1.0,1.0,1.0,1.0,0.0006324555,0.00029472250000000004,0.0015704178,0.0006903211000000001,1.0,1.0,1.0,1.0,0.7142857143,0.75,0.6000000000000001,0.8,"['Incorrect number of total trials for worker_id:s098', 'Incorrect number of trials in small condition for worker_id:s098', 'Incorrect number of trials in medium condition for worker_id:s098', 'Incorrect number of trials in large condition for worker_id:s098']",4,364.0,0.0,127.3947642015,,,,,
s103,36.6666666667,7.6376261583,0.0,75.0,16.95,4.5244947376999995,0.33333333330000003,324.0,10.75,0.0890625,1,-26.8480303345,-0.0013593750000000001,12,-5.21484375,7.3636363636,0.0883928571,1,-21.3979483973,-0.0021428571,11,-2.9642857143,1.0,0.0,0.0,5.5274822231,1.0,370.0,1.0,0.0,0.4189944134,852.0,824.5,0.0055555556,-105.3076923077,75,193.1611314491,197.9857737268,,,,,,,,,,,0.6111111111,0.9741544815000001,0.9368117971000001,0.9844600706000001,0.9538658187000001,0.9285714286000001,1.0,1.0,1.0,0.025234410000000002,0.0399243052,0.0158414076,0.06403124240000001,0.9285714286000001,1.0,1.0,1.0,0.3571428571,0.25,0.4,0.4,"['Incorrect number of total trials for worker_id:s103', 'Incorrect number of trials in small condition for worker_id:s103', 'Incorrect number of trials in medium condition for worker_id:s103', 'Incorrect number of trials in large condition for worker_id:s103']",1,323.0,0.0,79.4312371894,724.4797979798,0.01,0.7639637902,-0.0221283048,0.6257548672000001
s106,32.0,0.0,0.1666666667,128.0,21.8823529412,5.8082092006,0.4333333333,356.0,17.0833333333,0.0853535354,0,-30.0893019987,-0.005252525300000001,12,-1.3131313131,18.0,0.2228571429,0,-33.1862368526,-0.010400000000000001,13,-1.6714285714,0.9828571429,-0.9860512519,0.2142857143,3.5553797193000003,1.0,310.0,0.7857142857,0.0,0.4134078212,658.5,658.0,0.0055555556,-72.45,74,162.5944210631,195.7427308144,0.6421589851,0.5,4.5,0.0012834576,520.0,0.6601791382000001,0.5,7.0,0.0011887569,0.0,0.4705882353,0.9997499962,0.9995999600000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.00029472250000000004,0.0002011893,0.0006903211000000001,1.0,1.0,1.0,1.0,0.7857142857,0.75,0.8,0.8,"['Incorrect number of total trials for worker_id:s106', 'Incorrect number of trials in small condition for worker_id:s106', 'Incorrect number of trials in medium condition for worker_id:s106', 'Incorrect number of trials in large condition for worker_id:s106']",5,277.0,0.0,42.8786261041,521.46,0.0,-0.4381097369,0.7537640887,-0.1419833503
s108,20.6,0.5477225575,0.375,82.0,22.5,5.8636467272,0.4,383.0,5.8333333333,0.115,3,-15.4167168634,-0.0046,12,-2.5125,3.1111111111,0.032894736800000005,1,-3.3333117643,-0.00042105260000000004,9,-1.6710526316,0.9885714286,-0.9276416215000001,0.1818181818,3.6721989801,1.0,370.0,0.8181818182,0.0,0.5632183908,797.5,858.0,0.033333333300000004,-93.4285714286,98,202.5408497394,288.9027114215,0.8256057739,0.9,10.3,0.0009403176000000001,1200.0,1.0,1.0,25.0,0.0009652086,200.0,0.4705882353,0.9967484003,0.9967484003,0.9975981938,0.9984583584000001,1.0,1.0,1.0,1.0,0.0024746160000000002,0.0024746160000000002,0.0015704178,0.0006903211000000001,1.0,1.0,1.0,1.0,0.6428571429000001,0.5,0.6000000000000001,0.8,"['Incorrect number of total trials for worker_id:s108', 'Incorrect number of trials in small condition for worker_id:s108', 'Incorrect number of trials in medium condition for worker_id:s108', 'Incorrect number of trials in large condition for worker_id:s108']",7,333.0,0.0,65.075484929,780.4191919192,0.01,0.9367017804000001,0.1179171178,0.47103936490000003
s110,,,,,,,,,5.4166666667,0.2081395349,1,-16.2061073022,-0.0013953488,12,-0.511627907,10.0,-0.0534883721,0,-29.5104487837,-0.009627907,12,-0.8081395349,1.0,0.0,0.0,5.5274822231,1.0,302.0,1.0,0.0,0.3611111111,623.0,597.0,0.0,-16.8461538462,65,157.4984432157,161.935345556,0.6435934067,0.6000000000000001,6.9,0.0008878011,670.0,0.7882013321,1.0,10.0,0.0013478194,200.0,0.33333333330000003,0.866,0.9368117971000001,0.8834645520000001,0.9088717175000001,0.8571428571,0.75,1.0,0.8,0.25,0.25,0.1988176822,0.1265219767,0.9285714286000001,1.0,1.0,0.8,0.0714285714,0.0,0.0,0.2,"['Incorrect number of total trials for worker_id:s110', 'Incorrect number of trials in small condition for worker_id:s110', 'Incorrect number of trials in medium condition for worker_id:s110', 'Incorrect number of trials in large condition for worker_id:s110']",3,279.0,0.0,97.0713436899,,,,,
