,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s111,,,,,,,,,15.8333333333,-0.2872093023,0,-36.6910083101,-0.0015813953,12,0.523255814,16.8461538462,0.0274305556,1,-31.4594329173,-0.0027222222,13,-3.8559027778,0.9828571429,-0.81970144,0.1304347826,3.8880793431000003,1.0,392.0,0.8695652174,0.0,0.3615819209,626.0,546.0,0.0166666667,-204.4,64,281.1035915222,278.008126092,0.7748316765000001,1.0,7.9,0.0015883648000000002,1710.0,0.828125,0.5,22.0,0.0019229387000000001,0.0,0.5789473684,0.9538658187000001,0.9368117971000001,0.9538658187000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.06403124240000001,0.06403124240000001,1.0,1.0,1.0,1.0,0.2857142857,0.25,0.2,0.4,"['Incorrect number of total trials for worker_id:s111', 'Incorrect number of trials in small condition for worker_id:s111', 'Incorrect number of trials in medium condition for worker_id:s111', 'Incorrect number of trials in large condition for worker_id:s111']",6,350.0,0.0,138.8229048785,898.1515151515,0.01,0.45708413740000003,0.3100113899,0.338834063
s112,,,,,,,,,8.25,0.1123134328,2,-16.787458836,-0.005880597,12,-0.2798507463,18.8,0.38189655170000003,3,-23.2533898579,-0.024137931,10,-3.9137931034,0.9942857143,-0.5852611468000001,0.0555555556,4.3569599296,1.0,289.0,0.9444444444000001,0.0,0.3463687151,868.0,916.0,0.0055555556,100.3333333333,62,250.8760351934,249.4191867916,,,,,,,,,,,0.6111111111,0.92720086,0.9368117971000001,0.9538658187000001,0.9012813101,0.9285714286000001,1.0,1.0,1.0,0.1006192246,0.0399243052,0.06403124240000001,0.158113883,0.9285714286000001,1.0,1.0,1.0,0.2142857143,0.25,0.2,0.2,"['Incorrect number of total trials for worker_id:s112', 'Incorrect number of trials in small condition for worker_id:s112', 'Incorrect number of trials in medium condition for worker_id:s112', 'Incorrect number of trials in large condition for worker_id:s112']",4,234.0,0.0,35.614426675,633.65,0.0,0.5027782361,-0.2072073509,-0.1228414941
s121,,,,,,,,,13.25,0.35000000000000003,0,-35.7819748093,-0.0146666667,12,-2.1666666667,15.0769230769,-0.056976744200000005,0,-36.5978988419,-0.004767441900000001,13,-1.6046511628,0.9371428571,-1.3581252818,0.5882352941,2.2702349018,0.9936708861,360.0,0.4117647059,0.0063291139,0.4540229885,1022.0,1103.0,0.033333333300000004,-14.3333333333,79,322.5861830654,422.8399923453,,,,,,,,,,,0.3684210526,0.9997499962,0.9995999600000001,0.9997499962,0.9984583584000001,0.7857142857,0.75,0.8,0.8,0.0002011893,0.00029472250000000004,0.0002011893,0.0006903211000000001,0.7857142857,0.75,0.8,0.8,0.8571428571,1.0,1.0,0.6000000000000001,"['Incorrect number of total trials for worker_id:s121', 'Incorrect number of trials in small condition for worker_id:s121', 'Incorrect number of trials in medium condition for worker_id:s121', 'Incorrect number of trials in large condition for worker_id:s121']",6,304.0,0.0,38.6128018728,585.2777777778,0.01,-0.2960754781,-0.232542079,-0.7826019016
s128,,,,,,,,,5.5,0.060447761200000005,1,-16.2516059961,-0.0064029851,12,-0.6380597015,9.4285714286,-4.440892099e-16,2,-30.7940473361,-0.0095833333,14,-2.0,0.9657142857000001,-1.3335912481,0.4615384615,2.8602997268,1.0,336.5,0.5384615385,0.0,0.5222222222,714.0,814.0,0.0,8.24,94,207.4543861958,182.2293829667,0.6460633516000001,0.9,4.2,0.0009903153,1780.0,0.9081344604,1.0,9.0,0.0021128964,400.0,0.5,0.9741544815000001,0.9368117971000001,0.9538658187000001,0.9984583584000001,0.8571428571,1.0,1.0,1.0,0.025234410000000002,0.0399243052,0.06403124240000001,0.0006903211000000001,0.8571428571,1.0,1.0,1.0,0.4285714286,0.25,0.2,0.8,"['Incorrect number of total trials for worker_id:s128', 'Incorrect number of trials in small condition for worker_id:s128', 'Incorrect number of trials in medium condition for worker_id:s128', 'Incorrect number of trials in large condition for worker_id:s128']",6,321.0,0.0,70.2118595767,558.42,0.0,-0.6357611584,0.041186992900000004,-0.7817308926000001
s129,,,,,,,,,14.5833333333,-5.273559367e-16,1,-21.5843958955,-0.0041176471,12,-6.6764705882,7.9,-0.033333333300000004,0,-19.9790296612,-0.004,10,-2.3333333333,0.9942857143,-0.5719424265,0.0526315789,4.3835973702,1.0,376.5,0.9473684211000001,0.0,0.4555555556,729.0,733.0,0.0,30.9411764706,82,169.8298389404,178.7837009319,,,,,,,,,,,0.4210526316,0.9967484003,0.9967484003,0.9538658187000001,0.9984583584000001,0.8571428571,1.0,1.0,1.0,0.0024746160000000002,0.0024746160000000002,0.06403124240000001,0.0006903211000000001,0.8571428571,1.0,1.0,1.0,0.5,0.5,0.2,0.8,"['Incorrect number of total trials for worker_id:s129', 'Incorrect number of trials in small condition for worker_id:s129', 'Incorrect number of trials in medium condition for worker_id:s129', 'Incorrect number of trials in large condition for worker_id:s129']",5,337.0,0.0,139.3726458614,676.505,0.0,-0.1742659309,0.2934477039,0.37395866040000003
s142,,,,,,,,,4.8333333333,0.105,1,-24.3404308994,-0.012,12,-0.8,6.4166666667,0.05,2,-24.8343131921,-0.0216666667,12,-1.75,0.9942857143,-0.4887927751,0.037037037,4.5498966728,1.0,348.5,0.9629629630000001,0.0,0.2681564246,333.5,339.0,0.0055555556,188.125,48,452.8145531049,429.626298988,0.7695135117,0.6000000000000001,11.5,0.0021706898000000002,500.0,1.0,1.0,25.0,0.0029241761,200.0,0.4666666667,0.9012813101,0.9368117971000001,0.8834645520000001,0.9012813101,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.1988176822,0.158113883,1.0,1.0,1.0,1.0,0.1428571429,0.25,0.0,0.2,"['Incorrect number of total trials for worker_id:s142', 'Incorrect number of trials in small condition for worker_id:s142', 'Incorrect number of trials in medium condition for worker_id:s142', 'Incorrect number of trials in large condition for worker_id:s142']",4,272.0,0.0,72.5256785839,296.3939393939,0.01,-0.468321541,-0.280531582,-0.5297243561
s145,24.0,5.4772255751,0.1666666667,100.0,22.6666666667,9.3179144347,0.4,390.0,6.1666666667,0.0436363636,1,-19.7672067222,-0.0046545455,12,-2.1272727273,19.8333333333,-0.07089552240000001,2,-30.7906818138,-0.0113134328,12,-3.1380597015,0.9371428571,-0.7398743774000001,0.3529411765,2.2345326425,0.9683544304,288.0,0.6470588235,0.0316455696,0.3391812865,644.5,592.0,0.05,54.4444444444,58,253.7581602072,245.339024702,0.7779518127,0.9,11.6,0.0010220871000000001,1080.0,0.875,1.0,22.0,0.0013402376,100.0,0.7857142857,0.9741544815000001,0.9368117971000001,0.9538658187000001,0.9844600706000001,0.9285714286000001,1.0,1.0,1.0,0.025234410000000002,0.0399243052,0.06403124240000001,0.0158414076,0.9285714286000001,1.0,1.0,1.0,0.3571428571,0.25,0.2,0.6000000000000001,"['Incorrect number of total trials for worker_id:s145', 'Incorrect number of trials in small condition for worker_id:s145', 'Incorrect number of trials in medium condition for worker_id:s145', 'Incorrect number of trials in large condition for worker_id:s145']",5,264.0,0.0,36.5761602071,554.73,0.0,-0.7636757073,-0.3301133076,-0.8971509535000001
s149,,,,,,,,,6.5,0.075,1,-21.9664642513,-0.0026666667,12,-3.6666666667000003,4.4166666667,0.05,2,-18.3661237063,-0.005,12,-3.0,0.9942857143,-0.5719424265,0.0526315789,4.3835973702,1.0,325.5,0.9473684211000001,0.0,0.3296089385,665.0,633.0,0.0055555556,-155.0909090909,59,288.6255676363,292.8023377017,,,,,,,,,,,0.3684210526,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0158414076,0.0158414076,1.0,1.0,1.0,1.0,0.4285714286,0.25,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s149', 'Incorrect number of trials in small condition for worker_id:s149', 'Incorrect number of trials in medium condition for worker_id:s149', 'Incorrect number of trials in large condition for worker_id:s149']",5,305.0,0.0,45.0682485463,731.33,0.0,-0.20228868830000002,0.1686986381,-0.39040992490000004
s161,25.0,0.0,0.0,25.0,18.8,2.1794494718,0.1666666667,450.0,5.3333333333,0.33125000000000004,0,-37.4559359379,-0.0113333333,12,-3.0,7.9230769231,0.3864864865,2,-36.422258758,-0.0162162162,13,-2.1486486486,1.0,0.0,0.0,5.5274822231,1.0,322.0,1.0,0.0,0.5166666667,1212.0,1281.0,0.0,-80.3571428571,93,325.9867825874,410.168356239,0.7877197266,0.8,14.0,0.0010209400000000001,740.0,1.0,1.0,25.0,0.0007936508000000001,100.0,0.3529411765,0.9741544815000001,0.9368117971000001,0.9538658187000001,0.9844600706000001,0.9285714286000001,1.0,1.0,1.0,0.025234410000000002,0.0399243052,0.06403124240000001,0.0158414076,0.9285714286000001,1.0,1.0,1.0,0.3571428571,0.25,0.2,0.6000000000000001,"['Incorrect number of total trials for worker_id:s161', 'Incorrect number of trials in small condition for worker_id:s161', 'Incorrect number of trials in medium condition for worker_id:s161', 'Incorrect number of trials in large condition for worker_id:s161']",7,238.0,0.0,57.5538697911,731.935,0.0,0.2757571233,-0.3219358135,0.5729865614
s163,,,,,,,,,7.9166666667,-1.110223025e-16,1,348.7981766124,-1.235990477e-16,12,-2.5,4.0,-3.4694469520000004e-17,0,364.2748503691,-3.0531133179999997e-16,13,4.996003611e-16,0.96,-1.2138514856,0.3684210526,3.0997792519,1.0,348.5,0.6315789474,0.0,0.4388888889,710.0,733.0,0.0,17.0,79,139.4626586978,157.208265094,,,,,,,,,,,0.6428571429000001,0.9967484003,0.9967484003,0.9975981938,0.9984583584000001,0.9285714286000001,1.0,0.8,1.0,0.0024746160000000002,0.0024746160000000002,0.0015704178,0.0006903211000000001,0.9285714286000001,1.0,0.8,1.0,0.7142857143,0.5,0.8,0.8,"['Incorrect number of total trials for worker_id:s163', 'Incorrect number of trials in small condition for worker_id:s163', 'Incorrect number of trials in medium condition for worker_id:s163', 'Incorrect number of trials in large condition for worker_id:s163']",8,362.0,0.0,126.4051230573,1164.806122449,0.02,-0.2544209189,-0.2620439519,-0.2954875521
s165,,,,,,,,,9.5,0.0978873239,1,-28.8031523958,0.009399061,12,-5.4835680751,10.3636363636,-0.0683823529,0,-31.4482923561,-0.0037352941,11,-1.3382352941,1.0,0.0,0.0,5.5274822231,1.0,375.0,1.0,0.0,0.5363128492,755.0,742.0,0.0055555556,29.538461538500002,96,162.6951608096,200.8536315594,,,,,,,,,,,0.5,0.9012813101,0.9368117971000001,0.8834645520000001,0.9012813101,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.1988176822,0.158113883,1.0,1.0,1.0,1.0,0.1428571429,0.25,0.0,0.2,"['Incorrect number of total trials for worker_id:s165', 'Incorrect number of trials in small condition for worker_id:s165', 'Incorrect number of trials in medium condition for worker_id:s165', 'Incorrect number of trials in large condition for worker_id:s165']",0,347.0,0.0,65.599590748,,,,,
s168,,,,,,,,,7.0,0.027238806,2,-13.9136040487,-0.0028805970000000004,12,-1.4776119403,21.3333333333,0.3150655022,2,-24.3291914331,-0.0067423581,12,-3.6397379913,0.9885714286,-0.7558107956,0.1052631579,4.0158606318,1.0,284.0,0.8947368421,0.0,0.5,953.0,1082.0,0.0,74.0,90,380.4640349595,394.6987259539,0.6925447464000001,0.7000000000000001,7.8,0.0016239511,920.0,0.9947916667000001,1.0,23.0,0.0018683116,300.0,0.5882352941,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9984583584000001,0.9285714286000001,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0158414076,0.0006903211000000001,0.9285714286000001,1.0,1.0,1.0,0.5,0.25,0.4,0.8,"['Incorrect number of total trials for worker_id:s168', 'Incorrect number of trials in small condition for worker_id:s168', 'Incorrect number of trials in medium condition for worker_id:s168', 'Incorrect number of trials in large condition for worker_id:s168']",6,285.0,0.0,47.645379232,449.32,0.0,-0.1044178813,-0.1068859181,-0.1472486431
s170,,,,,,,,,10.5833333333,0.3166666667,1,-39.3218916571,-0.021,12,-6.9166666667,11.25,0.1217391304,0,-29.3223379832,-0.0070909091,12,-2.4703557312,0.9828571429,-0.8334687747,0.13636363640000002,3.8605446735999998,1.0,303.0,0.8636363636000001,0.0,0.37931034480000003,616.0,592.5,0.033333333300000004,-30.7692307692,66,187.5978768624,277.583041657,,,,,,,,,,,0.6153846154,0.999299955,0.9995999600000001,0.9975981938,0.9984583584000001,1.0,1.0,1.0,1.0,0.0006324555,0.00029472250000000004,0.0015704178,0.0006903211000000001,1.0,1.0,1.0,1.0,0.7142857143,0.75,0.6000000000000001,0.8,"['Incorrect number of total trials for worker_id:s170', 'Incorrect number of trials in small condition for worker_id:s170', 'Incorrect number of trials in medium condition for worker_id:s170', 'Incorrect number of trials in large condition for worker_id:s170']",3,265.0,0.0,35.3200399947,438.4,0.0,-0.9170340821,0.3024841023,-0.5161161125
s173,,,,,,,,,12.1666666667,0.0989795918,1,-24.9550757327,0.0005306122,12,-5.1734693878,11.3333333333,0.0705882353,1,-24.1979231009,-0.00023529410000000002,12,-4.9411764706,0.9885714286,-0.7142816877,0.0909090909,4.0989188477,1.0,316.0,0.9090909091,0.0,0.6927374302,746.0,833.0,0.0055555556,36.2173913043,124,172.1333117085,230.2505852035,,,,,,,,,,,0.6666666667000001,0.9844600706000001,0.9368117971000001,0.9975981938,0.9844600706000001,0.9285714286000001,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0015704178,0.0158414076,0.9285714286000001,1.0,1.0,1.0,0.5,0.25,0.6000000000000001,0.6000000000000001,"['Incorrect number of total trials for worker_id:s173', 'Incorrect number of trials in small condition for worker_id:s173', 'Incorrect number of trials in medium condition for worker_id:s173', 'Incorrect number of trials in large condition for worker_id:s173']",8,288.0,0.0,33.4329394676,642.735,0.0,1.1277809877,-0.7329750941000001,0.5438238320000001
s179,,,,,,,,,9.5,0.3578341014,0,-40.1204953219,-0.0111705069,12,-1.4907834101000002,10.9285714286,0.1755417957,2,-33.2247093268,-0.0161609907,14,-2.7755417957,0.9714285714,-0.786673339,0.1818181818,3.3902624151,0.9934640523,361.5,0.8181818182,0.0065359477,0.41807909600000004,810.5,805.0,0.0166666667,-83.8571428571,74,188.4069800054,186.000092625,0.7517391205,0.8,8.9,0.0012560644,1080.0,0.8437500000000001,0.5,23.0,0.0029035561000000003,0.0,0.7058823529,0.866,0.9368117971000001,0.9538658187000001,0.866,0.8571428571,1.0,1.0,0.8,0.057620615800000004,0.0399243052,0.06403124240000001,0.25,0.7857142857,1.0,1.0,0.8,0.2142857143,0.25,0.2,0.2,"['Incorrect number of total trials for worker_id:s179', 'Incorrect number of trials in small condition for worker_id:s179', 'Incorrect number of trials in medium condition for worker_id:s179', 'Incorrect number of trials in large condition for worker_id:s179']",5,332.0,0.0,68.2198433524,762.735,0.0,-0.8684574395,0.4521093162,-0.7994961344
s180,,,,,,,,,11.5833333333,0.046,2,-22.9719399016,-0.0073066667000000005,12,-5.0066666667,12.1818181818,0.15,1,-28.9314484757,-0.006,11,-4.0,0.9485714286,-1.1022732453,0.5454545455,1.9761759019,0.9817073171,330.0,0.4545454545,0.0182926829,0.4550561798,1007.0,1075.0,0.011111111100000001,13.2105263158,81,315.4112326456,424.7283448058,,,,,,,,,,,0.6470588235,0.92720086,0.9368117971000001,0.9538658187000001,0.9012813101,0.9285714286000001,1.0,1.0,1.0,0.1006192246,0.0399243052,0.06403124240000001,0.158113883,0.9285714286000001,1.0,1.0,1.0,0.2142857143,0.25,0.2,0.2,"['Incorrect number of total trials for worker_id:s180', 'Incorrect number of trials in small condition for worker_id:s180', 'Incorrect number of trials in medium condition for worker_id:s180', 'Incorrect number of trials in large condition for worker_id:s180']",5,333.0,0.0,83.2716968453,683.7222222222,0.01,0.7457160955000001,-0.13476372790000002,0.5296262058
s182,,,,,,,,,7.25,0.1352941176,0,-25.0743059535,-0.0057647059,12,-0.3823529412,11.3636363636,0.0166666667,2,-24.5868342212,-0.0093684211,11,-3.4912280702,0.9828571429,-0.91742081,0.1764705882,3.6926406032,1.0,329.5,0.8235294118,0.0,0.5388888889,756.0,753.0,0.0,30.2857142857,97,135.2579278441,168.0421319068,,,,,,,,,,,0.4705882353,0.92720086,0.9368117971000001,0.9538658187000001,0.9012813101,0.9285714286000001,1.0,1.0,1.0,0.1006192246,0.0399243052,0.06403124240000001,0.158113883,0.9285714286000001,1.0,1.0,1.0,0.2142857143,0.25,0.2,0.2,"['Incorrect number of total trials for worker_id:s182', 'Incorrect number of trials in small condition for worker_id:s182', 'Incorrect number of trials in medium condition for worker_id:s182', 'Incorrect number of trials in large condition for worker_id:s182']",8,338.0,0.0,72.7056709934,758.11,0.0,0.36256372060000003,0.3029540135,0.3956035707
s184,22.5,3.5355339059,0.0,20.0,23.5882352941,6.8561908478,0.4333333333,376.0,13.0833333333,0.018750000000000003,2,-25.2240249025,-0.023250000000000003,12,-2.25,14.4,0.16372549020000002,1,-18.5339420161,-0.0097254902,10,-1.2058823529,0.9942857143,-0.5160383577000001,0.0416666667,4.4954055077,1.0,337.0,0.9583333333,0.0,0.4388888889,817.0,954.0,0.0,34.3888888889,79,249.9754697475,243.8418347947,0.6905380249,0.6000000000000001,10.4,0.0012583907,550.0,0.8581466675,1.0,9.5,0.001172307,200.0,0.5789473684,0.9967484003,0.9967484003,0.9975981938,0.9984583584000001,1.0,1.0,1.0,1.0,0.0024746160000000002,0.0024746160000000002,0.0015704178,0.0006903211000000001,1.0,1.0,1.0,1.0,0.6428571429000001,0.5,0.6000000000000001,0.8,"['Incorrect number of total trials for worker_id:s184', 'Incorrect number of trials in small condition for worker_id:s184', 'Incorrect number of trials in medium condition for worker_id:s184', 'Incorrect number of trials in large condition for worker_id:s184']",5,271.0,0.0,166.1730596871,702.54,0.0,-1.0141118287,-0.2781504361,-0.5956092308000001
s187,,,,,,,,,9.0833333333,-0.1173913043,0,-39.3552695638,0.015090909100000001,12,-0.1600790514,10.6,0.072244898,0,-46.5198424614,0.0008163265,15,-0.5102040816,0.9885714286,-0.7558107956,0.1052631579,4.0158606318,1.0,410.5,0.8947368421,0.0,0.3426966292,1209.0,912.0,0.011111111100000001,-175.0,61,672.5805702645,551.5072331929,,,,,,,,,,,0.5714285714,0.9997499962,0.9995999600000001,0.9997499962,0.9844600706000001,0.8571428571,0.75,1.0,1.0,0.0002011893,0.00029472250000000004,0.0002011893,0.0158414076,0.8571428571,0.75,1.0,1.0,0.7857142857,1.0,0.8,0.6000000000000001,"['Incorrect number of total trials for worker_id:s187', 'Incorrect number of trials in small condition for worker_id:s187', 'Incorrect number of trials in medium condition for worker_id:s187', 'Incorrect number of trials in large condition for worker_id:s187']",3,385.0,0.0,194.8997774325,497.415,0.0,-0.9531712036000001,-0.07696984450000001,-0.589006067
s190,37.4,13.2778010228,0.2857142857,157.0,20.6363636364,6.3361807224,0.2666666667,414.0,14.0,0.2141791045,1,-36.2253900022,-0.0174328358,12,0.1343283582,14.6666666667,0.24244186050000002,1,-31.5116259678,-0.019883720900000002,12,0.2325581395,0.9942857143,-0.536559741,0.0454545455,4.4543627411,1.0,309.0,0.9545454545000001,0.0,0.530726257,1614.0,1403.5,0.0055555556,-251.0555555556,95,535.7344108927,582.3821483562,0.7597427368,0.9,10.9,0.0013282675000000001,1200.0,0.9140625,1.0,18.5,0.0019705268,200.0,0.7058823529,0.999299955,0.9995999600000001,0.9844600706000001,0.9984583584000001,0.9285714286000001,1.0,1.0,1.0,0.0006324555,0.00029472250000000004,0.0158414076,0.0006903211000000001,0.9285714286000001,1.0,1.0,1.0,0.6428571429000001,0.75,0.4,0.8,"['Incorrect number of total trials for worker_id:s190', 'Incorrect number of trials in small condition for worker_id:s190', 'Incorrect number of trials in medium condition for worker_id:s190', 'Incorrect number of trials in large condition for worker_id:s190']",2,298.0,0.0,43.566773851,271.165,0.0,-0.3611648262,-0.0912742403,-0.7948345992
s192,75.0,0.0,0.33333333330000003,75.0,26.0869565217,7.8271848154,0.2333333333,550.0,8.5833333333,-0.016791044800000002,1,-19.8942084133,-0.0026268657,12,-3.0820895522,7.6666666667,0.0647058824,2,-13.0991770001,-0.0018823529,12,-2.5882352941,0.9885714286,-0.7272846974,0.0952380952,4.0729128283,1.0,367.5,0.9047619048000001,0.0,0.47222222220000004,910.0,966.0,0.0,55.4761904762,85,188.3604328437,221.0007691788,0.7067736626000001,1.0,7.0,0.0011529396,1800.0,0.8972167969,1.0,12.5,0.0017054404,200.0,0.6428571429000001,0.9967484003,0.9967484003,0.9975981938,0.9844600706000001,0.9285714286000001,1.0,1.0,1.0,0.0024746160000000002,0.0024746160000000002,0.0015704178,0.0158414076,0.9285714286000001,1.0,1.0,1.0,0.5714285714,0.5,0.6000000000000001,0.6000000000000001,"['Incorrect number of total trials for worker_id:s192', 'Incorrect number of trials in small condition for worker_id:s192', 'Incorrect number of trials in medium condition for worker_id:s192', 'Incorrect number of trials in large condition for worker_id:s192']",7,313.0,0.0,42.0653202908,631.58,0.0,0.5290761133,-0.8286253297,0.2439653333
s196,,,,,,,,,13.0,0.16231343280000002,0,-29.2178134402,-0.0010447761000000001,12,1.2798507463,1.0,-1.7347234760000002e-17,0,452.2552241821,-3.5778671690000005e-17,15,2.2204460489999999e-16,0.9828571429,-1.0137125971,0.2307692308,3.5000570289,1.0,363.0,0.7692307692,0.0,0.33333333330000003,585.0,510.5,0.0666666667,196.375,56,414.0550872284,261.9776951218,,,,,,,,,,,0.5333333333,0.9538658187000001,0.9368117971000001,0.9538658187000001,0.9538658187000001,0.9285714286000001,0.75,1.0,1.0,0.06403124240000001,0.25,0.06403124240000001,0.06403124240000001,0.9285714286000001,1.0,1.0,1.0,0.2142857143,0.0,0.2,0.4,"['Incorrect number of total trials for worker_id:s196', 'Incorrect number of trials in small condition for worker_id:s196', 'Incorrect number of trials in medium condition for worker_id:s196', 'Incorrect number of trials in large condition for worker_id:s196']",0,503.5,0.0133333333,1040.3639500019,,,,,
s198,21.6666666667,2.5819888975,0.0,105.0,11.3461538462,1.8749358963,0.1333333333,285.0,10.8333333333,0.0671936759,2,-25.2000094214,-0.0087272727,12,-3.2371541502,9.5,0.0414364641,1,-26.4747624648,-0.0078453039,12,-2.1049723757,0.9371428571,-0.5252144913,0.2380952381,2.4753150475,0.9610389610000001,376.0,0.7619047619,0.038961039,0.6055555556000001,1333.0,1458.0,0.0,9.6875,109,311.5921525887,362.4442064883,,,,,,,,,,,0.3888888889,0.9538658187000001,0.9368117971000001,0.9538658187000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.06403124240000001,0.06403124240000001,1.0,1.0,1.0,1.0,0.2857142857,0.25,0.2,0.4,"['Incorrect number of total trials for worker_id:s198', 'Incorrect number of trials in small condition for worker_id:s198', 'Incorrect number of trials in medium condition for worker_id:s198', 'Incorrect number of trials in large condition for worker_id:s198']",4,305.0,0.0,42.514001933,687.3282828283,0.01,-0.3702315416,-0.4918398545,-0.4908961725
s205,41.0,,0.5,0.0,21.6,2.8172401575,0.33333333330000003,411.0,2.8333333333,0.0393939394,1,-16.0770525038,-0.0009090909000000001,12,-1.0909090909,8.8181818182,0.3225806452,2,-21.6988669434,-0.0050967742,11,-2.8870967741999998,0.9485714286,-1.2918643709,0.4285714286,2.9437534813,1.0,311.5,0.5714285714,0.0,0.5555555556,1253.5,1325.0,0.0,-70.76923076919999,100,322.5717959391,322.6904184677,,,,,,,,,,,0.4444444444,0.9538658187000001,0.9368117971000001,0.9538658187000001,0.9088717175000001,0.8571428571,0.75,1.0,0.8,0.1265219767,0.25,0.06403124240000001,0.1265219767,0.8571428571,1.0,1.0,0.8,0.1428571429,0.0,0.2,0.2,"['Incorrect number of total trials for worker_id:s205', 'Incorrect number of trials in small condition for worker_id:s205', 'Incorrect number of trials in medium condition for worker_id:s205', 'Incorrect number of trials in large condition for worker_id:s205']",4,284.0,0.0,34.6070190246,586.55,0.0,0.8534321139000001,0.5923624179,1.055825404
s206,62.4,12.2800651464,0.2857142857,247.0,18.3333333333,7.6637675678,0.30000000000000004,353.0,20.8333333333,0.003930131,2,-20.2294981928,-0.0065414847,12,-5.115720524,12.9166666667,0.0454545455,2,-16.305723712,0.0035889328000000002,12,-3.8754940711,0.9371428571,-0.7086070246,0.3571428571,2.1494267628,0.9627329193,335.0,0.6428571429000001,0.0372670807,0.5833333333,749.0,790.0,0.0,-31.9230769231,105,199.6911135792,188.0843523625,0.6650846243,0.8,3.6,0.0014623336000000001,1500.0,0.7727508545,1.0,9.0,0.0023087380000000003,200.0,0.7692307692,0.9844600706000001,0.9967484003,0.9844600706000001,0.9844600706000001,0.9285714286000001,1.0,1.0,1.0,0.0158414076,0.0024746160000000002,0.0158414076,0.0158414076,0.9285714286000001,1.0,1.0,1.0,0.5,0.5,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s206', 'Incorrect number of trials in small condition for worker_id:s206', 'Incorrect number of trials in medium condition for worker_id:s206', 'Incorrect number of trials in large condition for worker_id:s206']",7,373.0,0.0,238.80668272,512.696969697,0.01,-0.0810049623,-0.0502941001,-0.3376565227
