,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s192,7.5,0.025,0,-10.8332008639,-0.008,6,-2.5,11.8333333333,0.125,0,-10.144477539,-0.006,6,-2.75,1.0,0.0,0.0,5.0626261818,1.0,385.0,1.0,0.0,0.4382022472,834.0,886.5,0.011111111100000001,52.625,39,180.3533980222,181.711366778,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s192', 'Incorrect number of trials in small condition for worker_id:s192', 'Incorrect number of trials in medium condition for worker_id:s192', 'Incorrect number of trials in large condition for worker_id:s192']",3,340.5,0.0,63.3273012525,605.63,0.0,0.3434196899,-0.0701379896,0.174868705
s196,23.1666666667,-0.0642857143,0,-7.6978300528,-0.0048571429,6,-0.6428571429000001,6.2857142857,5.551115123e-17,0,-4.5410120891,0.004,7,-0.75,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,335.0,0.875,0.0,0.4,903.0,831.5,0.33333333330000003,217.375,24,295.4922906618,454.8650340555,,,,,,,,,,0.5,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s196', 'Incorrect number of trials in small condition for worker_id:s196', 'Incorrect number of trials in medium condition for worker_id:s196', 'Incorrect number of trials in large condition for worker_id:s196']",0,370.5,0.0,347.5918331946,326.6,0.0,-0.4348441074,-0.0793402173,-0.4290848015
s198,14.6666666667,-0.025,1,-3.1383527915,0.002,6,-5.5,9.0,0.0714285714,0,-14.629424648,-0.0048571429,7,-1.1071428571,0.9886363636000001,-0.6904818553000001,0.125,3.6816624713,1.0,366.5,0.875,0.0,0.4333333333,1538.0,1576.0,0.0,84.3,39,298.8223037706,270.8938059787,,,,,,,,,,1.0,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s198', 'Incorrect number of trials in small condition for worker_id:s198', 'Incorrect number of trials in medium condition for worker_id:s198', 'Incorrect number of trials in large condition for worker_id:s198']",2,387.5,0.0,199.3433815901,599.32,0.0,-0.2796076757,-0.0193013535,-0.38436464880000004
s205,6.3333333333,-0.0428571429,1,-3.5389469694,0.0011428571,6,-2.2142857143,6.0,0.05,0,-4.8039658363,0.0,5,-0.5,0.9772727273,-1.1389829939,0.4,2.784660194,1.0,316.0,0.6000000000000001,0.0,0.5222222222,690.0,782.0,0.0,95.1666666667,47,216.2831982185,231.0537803,,,,,,,,,,0.5,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s205', 'Incorrect number of trials in small condition for worker_id:s205', 'Incorrect number of trials in medium condition for worker_id:s205', 'Incorrect number of trials in large condition for worker_id:s205']",2,278.0,0.0,44.2601982526,534.74,0.0,0.8200491436,0.1225415302,0.9271474469000001
s206,19.6666666667,0.0125,1,-1.0589112499,-0.0015,6,-5.125,12.3333333333,-0.0142857143,1,0.6199361139,-0.0014285714000000001,6,-1.2142857143,1.0,0.0,0.0,5.0626261818,1.0,302.0,1.0,0.0,0.3820224719,722.5,789.0,0.011111111100000001,-29.875,34,192.799437226,259.0547203742,,,,,,,,,,0.5,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s206', 'Incorrect number of trials in small condition for worker_id:s206', 'Incorrect number of trials in medium condition for worker_id:s206', 'Incorrect number of trials in large condition for worker_id:s206']",3,347.0,0.0,150.5714198954,,,,,
s207,9.0,-0.0785714286,0,-3.5389469694,-0.0037142857,6,-1.2857142857000001,5.7777777778,0.13235294120000002,0,-18.5607172429,-0.0064705882,9,0.7941176471,0.9772727273,-1.1389829939,0.4,2.784660194,1.0,299.0,0.6000000000000001,0.0,0.4444444444,839.0,743.0,0.0,188.9,40,185.2869915314,172.8646527294,,,,,,,,,,0.75,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s207', 'Incorrect number of trials in small condition for worker_id:s207', 'Incorrect number of trials in medium condition for worker_id:s207', 'Incorrect number of trials in large condition for worker_id:s207']",3,338.5,0.0,62.1958316881,606.26,0.0,0.6810814303,0.0159390537,0.679212449
s209,22.5,-0.0642857143,0,-14.7697600308,0.0091428571,6,-3.2142857143,20.8,1.665334537e-16,0,-8.2697017391,-2.7755575620000004e-17,5,-1.0,0.9659090909,-1.1756503606,0.4285714286,2.7113254607,1.0,341.0,0.5714285714,0.0,0.3181818182,764.5,806.0,0.022222222200000002,-125.5,28,173.9632441565,161.9088848879,,,,,,,,,,0.30000000000000004,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s209', 'Incorrect number of trials in small condition for worker_id:s209', 'Incorrect number of trials in medium condition for worker_id:s209', 'Incorrect number of trials in large condition for worker_id:s209']",0,284.0,0.0,72.6696230275,738.36,0.0,0.059853253700000005,0.013610302400000001,-0.008953756200000001
s212,15.0,9.992007222e-16,1,183.6372755241,-6.938893904000001e-17,6,-5.0,19.0,-0.3571428571,1,-5.6183885111,-0.0014285714000000001,6,0.2857142857,1.0,0.0,0.0,5.0626261818,1.0,380.0,1.0,0.0,0.3977272727,959.0,1146.0,0.022222222200000002,47.3076923077,35,288.1532242962,420.103303869,,,,,,,,,,0.4,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s212', 'Incorrect number of trials in small condition for worker_id:s212', 'Incorrect number of trials in medium condition for worker_id:s212', 'Incorrect number of trials in large condition for worker_id:s212']",2,391.5,0.0,234.9572113825,711.46,0.0,0.6312404572,0.1231957649,0.7310990112
s216,20.5,-0.1428571429,1,-3.5389469694,-0.0051428571,6,-2.7857142857,11.6666666667,0.17500000000000002,0,-12.9126424056,-0.005,6,-1.25,1.0,0.0,0.0,5.0626261818,1.0,371.0,1.0,0.0,0.4333333333,672.0,791.0,0.0,86.5,39,308.7909359182,374.1917889291,,,,,,,,,,0.6666666667000001,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s216', 'Incorrect number of trials in small condition for worker_id:s216', 'Incorrect number of trials in medium condition for worker_id:s216', 'Incorrect number of trials in large condition for worker_id:s216']",2,466.0,0.0,161.4198381663,744.2959183673,0.02,-0.15332172130000002,-0.0247283187,-0.1979973285
s218,10.6666666667,0.1285714286,0,-12.8120743295,-0.0154285714,6,-0.0714285714,13.2857142857,0.0892857143,0,-15.5188631592,0.0004285714,7,-1.6607142857000001,1.0,0.0,0.0,5.0626261818,1.0,342.0,1.0,0.0,0.47727272730000003,807.0,894.5,0.022222222200000002,-24.461538461499998,42,276.5493121802,273.4334466711,,,,,,,,,,0.30000000000000004,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s218', 'Incorrect number of trials in small condition for worker_id:s218', 'Incorrect number of trials in medium condition for worker_id:s218', 'Incorrect number of trials in large condition for worker_id:s218']",1,301.0,0.0,76.7462427435,,,,,
s226,16.6666666667,-0.125,0,-9.4991434001,7.632783294000001e-17,6,-3.3333333333,9.1666666667,0.0428571429,0,-9.7772715945,0.0002857143,6,-0.2142857143,0.9886363636000001,-0.8448459287000001,0.2,3.3729343245,1.0,284.0,0.8,0.0,0.4719101124,795.5,852.0,0.011111111100000001,55.5,42,229.0559578432,257.0242630286,,,,,,,,,,0.30000000000000004,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,1.0,0.5,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,0.8571428571,1,0.5,1.0,0.4285714286,0.5,0.5,0.33333333330000003,"['Incorrect number of total trials for worker_id:s226', 'Incorrect number of trials in small condition for worker_id:s226', 'Incorrect number of trials in medium condition for worker_id:s226', 'Incorrect number of trials in large condition for worker_id:s226']",2,263.5,0.0,96.4532625858,445.9897959184,0.02,-0.5435745681,-0.07523956200000001,-0.6840254156000001
s233,9.6666666667,0.125,1,-10.7155387245,0.004,6,-7.5,8.8333333333,-0.0571428571,1,-1.4595054277,-0.0054285714,6,-0.3571428571,0.9886363636000001,-0.7819457624,0.1666666667,3.498734657,1.0,325.0,0.8333333333,0.0,0.4333333333,889.0,972.0,0.0,14.8333333333,39,220.4275412571,238.9259266622,,,,,,,,,,0.4,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s233', 'Incorrect number of trials in small condition for worker_id:s233', 'Incorrect number of trials in medium condition for worker_id:s233', 'Incorrect number of trials in large condition for worker_id:s233']",3,322.0,0.0,41.585915112,1014.9693877551,0.02,-0.1907933877,0.041370391400000005,-0.2635361298
s237,17.5,2.2204460489999999e-16,1,178.061922993,3.382710778e-17,6,-7.5,13.8333333333,-0.0428571429,2,-3.5389469694,-0.0088571429,6,-2.2142857143,0.9545454545000001,-1.2656565454,0.5,2.5313130909,1.0,334.0,0.5,0.0,0.41111111110000004,756.0,645.0,0.0,57.1,37,243.6341038865,209.8655195226,,,,,,,,,,0.6000000000000001,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s237', 'Incorrect number of trials in small condition for worker_id:s237', 'Incorrect number of trials in medium condition for worker_id:s237', 'Incorrect number of trials in large condition for worker_id:s237']",2,298.5,0.0,70.7624449343,440.77,0.0,-0.5294736835,-0.0489665216,-0.7001573768
s238,8.1666666667,-0.1,0,-10.9464218479,-0.004,6,-1.5,13.5,-0.05,0,-11.4561189583,-0.002,6,0.5,1.0,0.0,0.0,5.0626261818,1.0,363.0,1.0,0.0,0.32584269660000004,751.0,828.0,0.011111111100000001,139.2,29,348.7410609409,220.9507473813,,,,,,,,,,0.375,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,0.7142857143,0.5,0.5,1.0,0.0158414076,0.25,0.0149233694,0.0158414076,0.7142857143,1,0.5,1.0,0.4285714286,0.0,0.5,0.6666666667000001,"['Incorrect number of total trials for worker_id:s238', 'Incorrect number of trials in small condition for worker_id:s238', 'Incorrect number of trials in medium condition for worker_id:s238', 'Incorrect number of trials in large condition for worker_id:s238']",1,436.0,0.0,149.0972168934,669.54,0.0,-0.3276216216,-0.2607668213,-0.39116962720000004
s244,4.6666666667,-0.0285714286,2,0.6199361139,-0.0094285714,6,-3.5714285714000003,2.3333333333,0.021428571400000002,0,-5.6183885111,-0.0065714286,6,-1.4285714286,0.9431818182,-1.4249762274,0.625,2.2126737269,1.0,347.0,0.375,0.0,0.37078651690000003,671.0,630.0,0.011111111100000001,-57.0,33,251.7348254582,327.8780216451,,,,,,,,,,0.75,0.9844600706000001,0.9368117971000001,0.9997499962,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0002011893,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,0.5,0.5,0.6666666667000001,"['Incorrect number of total trials for worker_id:s244', 'Incorrect number of trials in small condition for worker_id:s244', 'Incorrect number of trials in medium condition for worker_id:s244', 'Incorrect number of trials in large condition for worker_id:s244']",1,369.5,0.0,56.5753063766,783.36,0.0,0.4729990604,0.1672380109,0.7218182845000001
s254,7.0,-0.05,1,-5.2177943332,0.002,6,-2.5,5.4,-0.025,1,-1.3382299335,-0.003,5,2.1,1.0,0.0,0.0,5.0626261818,1.0,356.5,1.0,0.0,0.36666666670000003,882.0,933.0,0.0,91.75,33,243.104136559,235.4946734601,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s254', 'Incorrect number of trials in small condition for worker_id:s254', 'Incorrect number of trials in medium condition for worker_id:s254', 'Incorrect number of trials in large condition for worker_id:s254']",1,284.5,0.0,67.3565965241,948.79,0.0,0.013210271400000001,-0.0002340579,0.1117724113
s259,15.1666666667,0.012376237600000001,0,-15.2454962249,-0.0155,6,0.0012376238,15.2857142857,0.35000000000000003,0,-15.7977316762,-0.0012000000000000001,7,-1.45,0.9545454545000001,-1.1389829939,0.4,2.784660194,1.0,412.5,0.6000000000000001,0.0,0.4210526316,685.0,703.0,0.36666666670000003,5.0,24,187.1249243656,321.2040823215,,,,,,,,,,0.75,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s259', 'Incorrect number of trials in small condition for worker_id:s259', 'Incorrect number of trials in medium condition for worker_id:s259', 'Incorrect number of trials in large condition for worker_id:s259']",1,378.0,0.0,77.4217587891,,,,,
s262,26.6666666667,-0.1357142857,0,-7.6978300528,0.0042857143,6,-1.1428571429,19.0,-0.225,0,-15.5405127128,0.005,7,-0.125,1.0,0.0,0.0,5.0626261818,1.0,457.0,1.0,0.0,0.3023255814,895.5,957.5,0.044444444400000005,,26,259.7248514516,205.6379154239,,,,,,,,,,0.4,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s262', 'Incorrect number of trials in small condition for worker_id:s262', 'Incorrect number of trials in medium condition for worker_id:s262', 'Incorrect number of trials in large condition for worker_id:s262']",0,404.5,0.0,66.5250089339,710.29,0.0,-0.1747125129,-0.2013505083,0.0292264868
s265,5.8333333333,5.551115123e-17,1,177.3767273824,-0.01,6,-3.330669074e-16,2.8,-4.718447855e-16,2,154.2199899905,0.002,5,0.5,0.9659090909,-1.2656565454,0.5,2.5313130909,1.0,342.0,0.5,0.0,0.4444444444,736.0,783.5,0.0,-90.3333333333,40,155.1657839629,190.8921321649,,,,,,,,,,0.6666666667000001,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s265', 'Incorrect number of trials in small condition for worker_id:s265', 'Incorrect number of trials in medium condition for worker_id:s265', 'Incorrect number of trials in large condition for worker_id:s265']",1,346.0,0.0,83.4402197401,456.9893617021,0.06,-0.4036850058,-0.1746234046,-0.4442352802
s269,12.8333333333,-0.021428571400000002,1,-5.6183885111,-0.0014285714000000001,6,-6.0714285714,15.0,-0.0625,0,-11.9851903653,-0.0016666667,7,-2.125,0.9659090909,-1.0502928958,0.33333333330000003,2.9620403902,1.0,350.0,0.6666666667000001,0.0,0.2613636364,458.0,456.0,0.022222222200000002,,23,253.6389547518,433.7122905355,,,,,,,,,,0.8,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s269', 'Incorrect number of trials in small condition for worker_id:s269', 'Incorrect number of trials in medium condition for worker_id:s269', 'Incorrect number of trials in large condition for worker_id:s269']",2,343.5,0.0,51.9674438517,569.3979591837,0.02,-0.4636215917,-0.2302156545,-0.5094510394
s273,10.1666666667,0.45,0,-9.7300265236,-0.002,6,-1.25,6.25,0.2413984462,0,-0.1305766883,0.003,4,-1.25,1.0,0.0,0.0,5.0626261818,1.0,423.0,1.0,0.0,0.4777777778,1356.0,1391.0,0.0,-266.1538461538,43,384.1232023082,383.1783145241,,,,,,,,,,0.6666666667000001,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s273', 'Incorrect number of trials in small condition for worker_id:s273', 'Incorrect number of trials in medium condition for worker_id:s273', 'Incorrect number of trials in large condition for worker_id:s273']",3,402.0,0.0,23.8492181477,850.62,0.0,0.8650110230000001,0.0376727511,0.8701796554000001
s275,13.8333333333,-0.021428571400000002,0,-13.9361546778,-0.017428571400000002,6,1.9285714286000002,16.8,0.4247346161,1,-10.5604285688,-0.0030106154,5,6.0,0.9204545455,-0.48723809170000004,0.2857142857,2.1063738272,0.9382716049000001,342.0,0.7142857143,0.0617283951,0.3170731707,532.0,564.5,0.0888888889,-280.3333333333,26,434.8702158293,340.3891084184,,,,,,,,,,0.4,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,0.8571428571,0.5,1.0,1.0,0.1265219767,0.25,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.1428571429,0.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s275', 'Incorrect number of trials in small condition for worker_id:s275', 'Incorrect number of trials in medium condition for worker_id:s275', 'Incorrect number of trials in large condition for worker_id:s275']",0,286.5,0.0,91.5515735073,285.7653061224,0.02,-0.8046010941,-0.1079924478,-0.7589923913000001
s277,14.0,-0.1,0,-18.7994202668,-0.028,6,-2.75,24.0,0.6799315271,1,-12.1837899636,0.026340118200000002,5,-1.2857142857000001,0.9772727273,-0.4192627306,0.0833333333,3.6045137154,0.9868421053,348.0,0.9166666667000001,0.0131578947,0.30000000000000004,546.0,427.0,0.0,-103.0,27,179.6503013335,166.0650323882,,,,,,,,,,0.5,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9908840670000001,0.5714285714,0.5,0.5,0.6666666667000001,0.1265219767,0.25,0.0149233694,0.0014687276,0.5714285714,1,0.5,0.6666666667000001,0.4285714286,0.0,0.5,0.6666666667000001,"['Incorrect number of total trials for worker_id:s277', 'Incorrect number of trials in small condition for worker_id:s277', 'Incorrect number of trials in medium condition for worker_id:s277', 'Incorrect number of trials in large condition for worker_id:s277']",3,318.0,0.0,62.8027291449,,,,,
s284,17.5,6.661338148e-16,0,-10.3994571775,-0.0035,6,-3.125,18.3333333333,0.2071428571,0,-12.8120743295,-0.0048571429,6,-6.2142857143,0.9886363636000001,-0.7318712835000001,0.1428571429,3.5988836148,1.0,372.0,0.8571428571,0.0,0.33333333330000003,1097.0,977.0,0.0,116.1666666667,30,283.5506320211,286.3954414268,,,,,,,,,,0.4,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s284', 'Incorrect number of trials in small condition for worker_id:s284', 'Incorrect number of trials in medium condition for worker_id:s284', 'Incorrect number of trials in large condition for worker_id:s284']",3,325.0,0.0,36.0545264321,721.4081632653,0.02,-0.0719399577,0.0758713157,-0.0378940326
s285,4.8333333333,-0.025,1,-1.0589112499,-0.007,6,-1.5,3.375,0.1,1,-12.7594139583,-0.003,8,-1.875,0.9886363636000001,0.1523565978,0.0,4.7579129861,0.9870129870000001,327.5,1.0,0.012987013,0.3555555556,866.0,877.5,0.0,71.6666666667,32,284.8127692153,181.7548757138,,,,,,,,,,0.6000000000000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s285', 'Incorrect number of trials in small condition for worker_id:s285', 'Incorrect number of trials in medium condition for worker_id:s285', 'Incorrect number of trials in large condition for worker_id:s285']",0,373.5,0.0,94.4614630117,695.8367346939,0.02,-0.1112318119,0.010442789000000001,-0.1092067177
s286,8.3333333333,0.125,0,-12.7949802661,-7.372574773000001e-18,6,-3.75,6.0,0.0,0,-7.0620484939,0.0,4,1.8,0.9431818182,-1.082603367,0.3571428571,2.8974194477,1.0,328.0,0.6428571429000001,0.0,0.3409090909,746.5,747.0,0.022222222200000002,,30,165.8592534471,243.6754558171,,,,,,,,,,0.2,0.9538658187000001,0.9984583584000001,0.9591600679000001,0.9538658187000001,0.8571428571,1.0,1.0,1.0,0.06403124240000001,0.0006903211000000001,0.0149233694,0.06403124240000001,0.8571428571,1,1.0,1.0,0.4285714286,1.0,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s286', 'Incorrect number of trials in small condition for worker_id:s286', 'Incorrect number of trials in medium condition for worker_id:s286', 'Incorrect number of trials in large condition for worker_id:s286']",0,345.5,0.0,87.046598106,817.17,0.0,-0.7876286866000001,-0.1370857328,-0.8866196246
s291,14.6666666667,0.0857142857,0,-16.3689453265,-0.0165714286,6,-1.7142857142999999,9.1666666667,-0.1357142857,1,-5.6183885111,-0.0091428571,6,-1.7142857142999999,0.9772727273,-0.9826821345000001,0.2857142857,3.0972619128,1.0,381.0,0.7142857143,0.0,0.4186046512,1297.5,1396.5,0.044444444400000005,80.25,36,502.6786178635,498.6368012811,,,,,,,,,,0.5,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s291', 'Incorrect number of trials in small condition for worker_id:s291', 'Incorrect number of trials in medium condition for worker_id:s291', 'Incorrect number of trials in large condition for worker_id:s291']",3,375.5,0.0,111.6567209289,,,,,
s294,12.6666666667,0.1,0,-8.5136311992,-0.002,6,-3.5,6.8571428571,1.665334537e-16,2,212.1919866344,-0.008,7,-2.0,0.9772727273,-0.7318712835000001,0.1428571429,3.5988836148,1.0,326.0,0.8571428571,0.0,0.4382022472,757.0,745.5,0.011111111100000001,-36.0,39,149.018828797,168.1449132051,,,,,,,,,,0.8333333333,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s294', 'Incorrect number of trials in small condition for worker_id:s294', 'Incorrect number of trials in medium condition for worker_id:s294', 'Incorrect number of trials in large condition for worker_id:s294']",3,334.0,0.0,52.9992082391,645.54,0.0,0.5049538129,0.0821727303,0.5845538468
s295,24.1666666667,0.11428571430000001,0,-14.8915158712,-0.0074285714,6,-3.2142857143,18.1666666667,-0.55,0,-15.6150020416,-0.026000000000000002,6,-2.0,0.8068181818,-0.22684537030000002,0.33333333330000003,1.3151453391,0.8117647059,450.0,0.6666666667000001,0.1882352941,0.2954545455,585.5,509.5,0.022222222200000002,-205.3333333333,26,256.0861874147,165.5616955689,,,,,,,,,,0.25,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s295', 'Incorrect number of trials in small condition for worker_id:s295', 'Incorrect number of trials in medium condition for worker_id:s295', 'Incorrect number of trials in large condition for worker_id:s295']",1,367.5,0.0,121.7302506027,,,,,
