,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s028,,,,,,,,,17.75,-0.0201492537,1,-19.8407507674,0.0011641791,12,-3.973880597,25.0,-0.15833333330000002,1,-34.0314424222,-0.009000000000000001,12,-4.5,0.9942857143,-0.5594437423,0.05,4.4085947385,1.0,351.0,0.9500000000000001,0.0,0.42777777780000004,1038.0,1092.0,0.0,41.0625,77,464.0771698944,411.3609862782,,,,,,,,,,,0.9230769231,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0158414076,0.0158414076,1.0,1.0,1.0,1.0,0.4285714286,0.25,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s028', 'Incorrect number of trials in small condition for worker_id:s028', 'Incorrect number of trials in medium condition for worker_id:s028', 'Incorrect number of trials in large condition for worker_id:s028']",4,347.0,0.0,83.9812355704,799.9693877551,0.02,0.1104965645,0.1061469366,0.2891012035
s032,31.5,5.3572380944,0.1428571429,161.0,11.6363636364,1.3289972785,0.2666666667,245.0,6.4166666667,0.0368686869,2,-22.8818581048,-0.0065252525,12,-3.0353535354,4.4,0.1966386555,1,-20.9845624978,-0.0047226891,10,-2.1932773109,0.9885714286,-0.7884548394,0.11764705880000001,3.9505725443,1.0,304.5,0.8823529412000001,0.0,0.4576271186,751.0,733.5,0.0166666667,10.25,81,173.5889150256,216.0326645928,0.5,0.5,0.0,,750.0,0.875,0.75,22.5,0.0028788538,200.0,0.6315789474,0.9967484003,0.9967484003,0.9975981938,0.9984583584000001,1.0,1.0,1.0,1.0,0.0024746160000000002,0.0024746160000000002,0.0015704178,0.0006903211000000001,1.0,1.0,1.0,1.0,0.6428571429000001,0.5,0.6000000000000001,0.8,"['Incorrect number of total trials for worker_id:s032', 'Incorrect number of trials in small condition for worker_id:s032', 'Incorrect number of trials in medium condition for worker_id:s032', 'Incorrect number of trials in large condition for worker_id:s032']",1,243.0,0.0,12.5167563366,611.74,0.0,-0.036351904000000004,0.017090067,0.1199881993
s034,,,,,,,,,23.5,0.07745098040000001,1,-22.8975139828,-0.0004313725,12,-4.0,18.8461538462,0.064516129,1,-34.4471617385,-0.0069354839,13,-4.2338709677,1.0,0.0,0.0,5.5274822231,1.0,361.0,1.0,0.0,0.5555555556,676.5,745.5,0.0,90.0952380952,100,189.7353403927,278.5702758299,0.7963762283,0.9,8.8,0.0018475266000000001,1380.0,0.7255859375,1.0,14.0,0.0019393268000000002,100.0,0.5714285714,0.9012813101,0.9368117971000001,0.8834645520000001,0.9012813101,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.1988176822,0.158113883,1.0,1.0,1.0,1.0,0.1428571429,0.25,0.0,0.2,"['Incorrect number of total trials for worker_id:s034', 'Incorrect number of trials in small condition for worker_id:s034', 'Incorrect number of trials in medium condition for worker_id:s034', 'Incorrect number of trials in large condition for worker_id:s034']",5,333.0,0.0,69.9156505955,645.61,0.0,-0.7765410379000001,0.011919174900000001,-0.6356619476
s042,,,,,,,,,16.1666666667,0.0245454545,1,-17.9832546299,0.0031272727,12,-4.0818181818,22.6363636364,-0.0035294118,1,-21.7420847526,-0.0037411765000000003,11,-2.4235294118,0.9885714286,-0.8480852938000001,0.1428571429,3.8313116354,1.0,356.0,0.8571428571,0.0,0.5166666667,896.0,899.0,0.0,51.9,93,282.108982121,290.7573308581,0.7636707306,0.8,8.8,0.0021105786,1080.0,1.0,1.0,25.0,0.0012730572,200.0,0.47368421050000004,0.999299955,0.9995999600000001,0.9975981938,0.9984583584000001,1.0,1.0,1.0,1.0,0.0006324555,0.00029472250000000004,0.0015704178,0.0006903211000000001,1.0,1.0,1.0,1.0,0.7142857143,0.75,0.6000000000000001,0.8,"['Incorrect number of total trials for worker_id:s042', 'Incorrect number of trials in small condition for worker_id:s042', 'Incorrect number of trials in medium condition for worker_id:s042', 'Incorrect number of trials in large condition for worker_id:s042']",7,345.0,0.0,86.2881032168,731.77,0.0,1.1141037125,-0.22829618100000001,0.7712211648
s049,,,,,,,,,17.6666666667,0.11818181820000001,0,-34.9520194709,-0.0106818182,12,-3.3181818182000002,22.8461538462,-0.12439759040000001,0,-34.0446939019,-0.0007831325,13,-2.4954819277,0.9771428571,-1.0988961448,0.2857142857,3.3296899335,1.0,337.0,0.7142857143,0.0,0.39664804470000004,886.0,890.0,0.0055555556,-49.1111111111,71,221.1414917109,275.9985245093,0.8391448975,0.8,12.7,0.0025828386000000003,900.0,0.890625,1.0,19.0,0.0029087569,100.0,0.6428571429000001,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0158414076,0.0158414076,1.0,1.0,1.0,1.0,0.4285714286,0.25,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s049', 'Incorrect number of trials in small condition for worker_id:s049', 'Incorrect number of trials in medium condition for worker_id:s049', 'Incorrect number of trials in large condition for worker_id:s049']",4,422.0,0.0,265.1580850928,,,,,
s060,,,,,,,,,4.3333333333,0.14705882350000002,2,-19.9130983622,-0.0025882353,12,-2.6470588235,5.0909090909,0.09444444440000001,2,-14.4667821723,-0.0054567901,11,-3.3209876543,0.9771428571,-0.9995157189,0.2222222222,3.5284507853,1.0,338.0,0.7777777778,0.0,0.5222222222,1161.0,1387.0,0.0,7.9166666667,94,373.0874382221,434.5169074018,,,,,,,,,,,0.6923076923,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0158414076,0.0158414076,1.0,1.0,1.0,1.0,0.4285714286,0.25,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s060', 'Incorrect number of trials in small condition for worker_id:s060', 'Incorrect number of trials in medium condition for worker_id:s060', 'Incorrect number of trials in large condition for worker_id:s060']",8,314.0,0.0,36.6966282174,780.655,0.0,0.6038727887,-0.1068435665,0.8128392371000001
s062,,,,,,,,,5.5833333333,0.2596685083,3,-23.7085036734,-0.007911602200000001,12,-2.1464088398,12.4285714286,0.05,0,-30.7193213517,-0.001,14,-0.75,0.9885714286,-0.7142816877,0.0909090909,4.0989188477,1.0,335.0,0.9090909091,0.0,0.5,940.0,950.5,0.0,2.1428571429,90,266.3756344933,345.2794198584,0.6650108576,0.8,4.0,0.0007856365,1480.0,0.6381545067000001,0.33333333330000003,11.0,0.001227688,-100.0,0.7333333333000001,0.9741544815000001,0.9368117971000001,0.9844600706000001,0.9538658187000001,0.9285714286000001,1.0,1.0,1.0,0.025234410000000002,0.0399243052,0.0158414076,0.06403124240000001,0.9285714286000001,1.0,1.0,1.0,0.3571428571,0.25,0.4,0.4,"['Incorrect number of total trials for worker_id:s062', 'Incorrect number of trials in small condition for worker_id:s062', 'Incorrect number of trials in medium condition for worker_id:s062', 'Incorrect number of trials in large condition for worker_id:s062']",7,,,,864.6237113402,0.03,0.1290984731,0.16579318640000001,-0.3822692964
s063,37.0,11.3578166916,0.25,79.0,16.2307692308,4.3016991276,0.1333333333,401.0,13.9166666667,-0.022727272700000002,0,-31.4650415328,0.0062272727000000005,12,-0.30681818180000003,11.4615384615,0.0418699187,2,-21.2989217528,-0.0049593496,13,-3.0325203252,0.9771428571,-0.9795723656,0.2105263158,3.5683374919,1.0,346.5,0.7894736842000001,0.0,0.2807017544,1360.0,1365.0,0.05,310.5714285714,48,704.4743095019,679.8315918932,0.5,0.5,0.0,,750.0,0.9806518555,1.0,17.25,0.0019294312,400.0,0.8571428571,0.92720086,0.9368117971000001,0.9538658187000001,0.9012813101,0.8571428571,0.75,1.0,1.0,0.1362805823,0.25,0.06403124240000001,0.158113883,0.8571428571,1.0,1.0,1.0,0.1428571429,0.0,0.2,0.2,"['Incorrect number of total trials for worker_id:s063', 'Incorrect number of trials in small condition for worker_id:s063', 'Incorrect number of trials in medium condition for worker_id:s063', 'Incorrect number of trials in large condition for worker_id:s063']",3,397.0,0.0,47.5760822641,645.28,0.0,0.19076734550000002,0.33409333350000003,0.1558807728
s065,41.0,8.0829037687,0.0,122.0,15.5238095238,9.2984893806,0.30000000000000004,316.0,8.1666666667,-0.0316666667,1,-23.8652012828,-0.0010500000000000002,12,-4.0166666667,8.2222222222,-0.0402173913,0,-21.0057448154,-0.0019130435,9,-2.6195652174,0.9657142857000001,-1.1931745839,0.3529411765,3.1411330554,1.0,267.5,0.6470588235,0.0,0.2914285714,558.0,562.0,0.0277777778,178.375,51,248.9687404585,554.1772220067,0.6364894867,0.7000000000000001,5.2,0.0019913827,1090.0,0.4976816177,0.0,6.0,0.0021087189,-200.0,0.8461538462,0.9967484003,0.9967484003,0.9844600706000001,0.9984583584000001,0.9285714286000001,1.0,1.0,1.0,0.0024746160000000002,0.0024746160000000002,0.0158414076,0.0006903211000000001,0.9285714286000001,1.0,1.0,1.0,0.5714285714,0.5,0.4,0.8,"['Incorrect number of total trials for worker_id:s065', 'Incorrect number of trials in small condition for worker_id:s065', 'Incorrect number of trials in medium condition for worker_id:s065', 'Incorrect number of trials in large condition for worker_id:s065']",2,305.0,0.0,100.9369047412,,,,,
s066,33.8333333333,5.8793423669,0.0,174.0,13.4814814815,3.7041595161,0.1,350.0,7.6666666667,-0.0302083333,0,-26.974646403,0.0027083333,12,-0.48958333330000003,8.8181818182,0.16041666670000002,1,-21.2398915436,0.0024166667000000003,11,-0.6041666667000001,0.9942857143,-0.5719424265,0.0526315789,4.3835973702,1.0,337.5,0.9473684211000001,0.0,0.33333333330000003,590.0,581.0,0.0,49.0,60,227.9296718524,195.3226993023,,,,,,,,,,,0.5,0.9997499962,0.9995999600000001,0.9997499962,0.9984583584000001,0.9285714286000001,0.75,1.0,1.0,0.0002011893,0.00029472250000000004,0.0002011893,0.0006903211000000001,0.9285714286000001,0.75,1.0,1.0,0.8571428571,1.0,0.8,0.8,"['Incorrect number of total trials for worker_id:s066', 'Incorrect number of trials in small condition for worker_id:s066', 'Incorrect number of trials in medium condition for worker_id:s066', 'Incorrect number of trials in large condition for worker_id:s066']",4,348.0,0.0,104.0528157642,524.715,0.0,-0.3433491949,0.021118801200000002,-0.2913328613
s071,,,,,,,,,10.0833333333,-0.0260416667,1,-20.837677757,-0.0008749999999999999,12,-1.9270833333000001,6.5,0.07,0,-30.0870628837,-0.0013000000000000002,14,-0.925,0.96,-0.5350671127000001,0.1875,2.8444273435,0.9748427673000001,453.0,0.8125,0.0251572327,0.4055555556,915.0,940.0,0.0,20.7826086957,73,279.6710947397,223.5029161284,0.7197738647,0.7000000000000001,9.4,0.0012448901,840.0,0.6127929688,0.0,13.0,0.0010846892,-100.0,0.4705882353,0.9844600706000001,0.9368117971000001,0.9844600706000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0158414076,0.0158414076,1.0,1.0,1.0,1.0,0.4285714286,0.25,0.4,0.6000000000000001,"['Incorrect number of total trials for worker_id:s071', 'Incorrect number of trials in small condition for worker_id:s071', 'Incorrect number of trials in medium condition for worker_id:s071', 'Incorrect number of trials in large condition for worker_id:s071']",7,441.5,0.0133333333,202.5665933257,592.805,0.0,0.0422105882,0.1240036992,-0.2144289717
s081,,,,,,,,,11.75,0.0533936652,1,-31.6033262843,-1.8099500000000002e-05,12,-3.4683257919,17.8333333333,-0.15,1,-29.7488436157,-2.2551405190000004e-16,12,-5.0,0.9942857143,-0.5852611468000001,0.0555555556,4.3569599296,1.0,327.0,0.9444444444000001,0.0,0.40449438200000004,1026.0,1126.0,0.011111111100000001,114.3571428571,72,357.4963365867,391.0670578758,,,,,,,,,,,0.6153846154,0.9538658187000001,0.9368117971000001,0.9538658187000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.06403124240000001,0.06403124240000001,1.0,1.0,1.0,1.0,0.2857142857,0.25,0.2,0.4,"['Incorrect number of total trials for worker_id:s081', 'Incorrect number of trials in small condition for worker_id:s081', 'Incorrect number of trials in medium condition for worker_id:s081', 'Incorrect number of trials in large condition for worker_id:s081']",6,380.0,0.0,77.5097854909,719.22,0.0,-0.2927868387,-0.0965637199,0.1592199768
