,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s456,25.0,2.7386127875,0.30000000000000004,500.0,26.0,2.1081851068,0.33333333330000003,230.0,19.2777777778,0.1857142857,2,-55.5243543776,-0.012714285700000001,18,-6.1785714286,6.8823529412,-0.0461966605,0,-36.5075747143,-0.0009146568000000001,17,-0.5468460111,0.9656488550000001,-1.1990230522,0.3103448276,3.3877924314,1.0,315.0,0.6896551724000001,0.0,0.3294573643,557.0,519.0,0.044444444400000005,134.0625,85,416.230287342,518.9004090971,0.6710966110000001,0.8,7.6,0.0007184237000000001,560.0,0.7526407838,0.9,9.9,0.0008973645000000001,800.0,0.4666666667,0.9012813101,0.8834645520000001,0.9538658187000001,0.9012813101,0.9500000000000001,1.0,1.0,1.0,0.158113883,0.158113883,0.06403124240000001,0.158113883,0.9500000000000001,1.0,1.0,1.0,0.15,0.1428571429,0.1666666667,0.1428571429,"['Incorrect number of total trials for worker_id:s456', 'Incorrect number of trials in small condition for worker_id:s456', 'Incorrect number of trials in medium condition for worker_id:s456', 'Incorrect number of trials in large condition for worker_id:s456']",9,325.5,0.0,83.3159544298,,,,,
s467,14.75,3.792936018,0.1428571429,157.0,17.875,8.8578753955,0.2,412.0,12.2222222222,-0.0341013825,0,-44.3521250749,0.0038341014,18,-1.3732718894,7.0588235294,0.11875000000000001,2,-31.5530162773,-0.0027500000000000003,17,-1.75,0.9961832061,-0.5620471147,0.0384615385,4.6617443064,1.0,381.0,0.9615384615,0.0,0.4962962963,830.5,968.0,0.0,95.8285714286,134,260.9428623687,239.493121237,0.6438240051,0.7000000000000001,4.7,0.0008910011,1150.0,0.5625,0.75,3.125,0.0011307101,400.0,0.6153846154,0.866,0.8834645520000001,0.8834645520000001,0.866,0.9500000000000001,0.8571428571,1.0,1.0,0.25,0.25,0.1988176822,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s467', 'Incorrect number of trials in small condition for worker_id:s467', 'Incorrect number of trials in medium condition for worker_id:s467', 'Incorrect number of trials in large condition for worker_id:s467']",0,279.5,0.0,29.1427443723,790.6933333333,0.0,0.0412491507,0.33364148180000003,0.6975988323
s469,24.6666666667,3.5186577527000003,0.2105263158,345.0,13.6956521739,3.3498274394,0.2333333333,300.0,16.1111111111,0.1232394366,1,-39.6666490735,-0.0043661972000000005,18,-2.1021126761,16.75,0.0238095238,1,-50.5949309687,0.0042222222,20,-1.9920634921,0.9923664122,-0.7439238538,0.08,4.2979908282,1.0,341.0,0.92,0.0,0.6407407407,817.0,859.0,0.0,-11.3170731707,173,172.3281552069,227.6498114229,0.7259790421,0.7000000000000001,4.8,0.0012726102,1140.0,0.8475211007000001,0.8571428571,14.4285714286,0.0018448096,500.0,0.5384615385,0.9012813101,0.8834645520000001,0.8834645520000001,0.9012813101,1.0,1.0,1.0,1.0,0.158113883,0.158113883,0.1988176822,0.158113883,1.0,1.0,1.0,1.0,0.1,0.1428571429,0.0,0.1428571429,"['Incorrect number of total trials for worker_id:s469', 'Incorrect number of trials in small condition for worker_id:s469', 'Incorrect number of trials in medium condition for worker_id:s469', 'Incorrect number of trials in large condition for worker_id:s469']",12,307.5,0.0,36.0766279686,583.6166666667,0.0,-0.8269442255,0.1268786439,-0.47873937190000004
s471,33.25,10.419605646,0.25,367.0,24.4705882353,7.045545109,0.4333333333,394.0,15.5,0.0704081633,0,-46.0137696793,-0.0046530612,18,-0.7040816327,16.8421052632,0.0023026316,1,-45.3440869619,-0.0035921053,19,-3.225877193,0.9885496183,-0.32962225030000003,0.0416666667,4.1225732928,0.9915966387,373.5,0.9583333333,0.0084033613,0.2851405622,537.0,494.5,0.0777777778,37.5454545455,71,380.7905559293,316.1066687277,0.7382664680000001,0.5,5.0,0.0014922164000000001,200.0,0.7269584656,0.7000000000000001,7.4,0.0014840076,400.0,0.5,0.9660861697,0.9741544815000001,0.9538658187000001,0.9390795958,0.9,1.0,1.0,0.8571428571,0.0404969135,0.025234410000000002,0.06403124240000001,0.0636371852,0.9,1.0,1.0,0.8571428571,0.25,0.2857142857,0.1666666667,0.2857142857,"['Incorrect number of total trials for worker_id:s471', 'Incorrect number of trials in small condition for worker_id:s471', 'Incorrect number of trials in medium condition for worker_id:s471', 'Incorrect number of trials in large condition for worker_id:s471']",6,390.0,0.0,126.3022653261,638.0798611111,0.04,-0.7009684745,0.8321412633,-0.1285170585
s473,55.2,10.7269131938,0.375,493.0,30.45,6.3118518427,0.33333333330000003,578.0,9.9444444444,0.0647606383,1,-31.5489026242,-0.0030957447,18,-1.9946808511,9.4444444444,-0.0320595334,0,-29.9144855672,0.0005036203,18,-0.6604987932,0.9923664122,-0.7234078375,0.0740740741,4.3390228608,1.0,314.0,0.9259259259,0.0,0.5703703704,804.0,858.0,0.0,6.2619047619,154,149.1217074562,197.89261452,0.8496757507,1.0,11.0,0.00199196,1400.0,1.0,1.0,24.5,0.0022984146,600.0,0.6333333333,0.9997499962,0.9997499962,0.9997499962,0.9975981938,0.9500000000000001,1.0,1.0,1.0,0.0002011893,0.0002011893,0.0002011893,0.0015704178,0.9500000000000001,1.0,1.0,1.0,0.8,0.8571428571,0.8333333333,0.7142857143,"['Incorrect number of total trials for worker_id:s473', 'Incorrect number of trials in small condition for worker_id:s473', 'Incorrect number of trials in medium condition for worker_id:s473', 'Incorrect number of trials in large condition for worker_id:s473']",14,349.5,0.0,59.904422346,650.7566666667,0.0,1.3016798022,-0.0282092328,1.4960415393
s477,30.4782608696,8.0106154866,0.2333333333,664.0,37.625,10.8619585185,0.4285714286,270.0,12.1666666667,-0.1055555556,0,-44.9887722664,-0.0004545455,18,-1.4886363636,19.9375,0.0470588235,1,-38.9158090137,-0.0034117647,16,-2.1470588235,1.0,0.0,0.0,5.7858385357,1.0,433.0,1.0,0.0,0.5018587361,957.0,938.0,0.0037037037000000003,22.814814814800002,135,280.9625857149,266.0975480179,0.696032842,0.6666666667000001,13.3333333333,0.0018251366,50.0,0.8773010254,0.9,16.8,0.0020847071,800.0,0.0666666667,0.999299955,0.999299955,0.9986495153,0.9975981938,1.0,1.0,1.0,1.0,0.0006324555,0.0006324555,0.001,0.0015704178,1.0,1.0,1.0,1.0,0.7000000000000001,0.7142857143,0.6666666667000001,0.7142857143,"['Incorrect number of total trials for worker_id:s477', 'Incorrect number of trials in small condition for worker_id:s477', 'Incorrect number of trials in medium condition for worker_id:s477', 'Incorrect number of trials in large condition for worker_id:s477']",5,303.0,0.0,146.205502036,472.144295302,0.006666666700000001,-0.7336274009,0.059604410600000005,-0.7124491956
s481,25.2,11.4927513387,0.1666666667,605.0,13.6666666667,4.9749371855,0.1818181818,107.0,12.5,0.033870967700000004,2,-41.3993554142,-0.0056989247,18,-4.6827956989,10.8823529412,-0.0006410256,2,-33.0777534305,-0.005025641,17,-3.6282051282000003,0.9923664122,-0.7439238538,0.08,4.2979908282,1.0,325.0,0.92,0.0,0.5687732342,940.0,1108.5,0.0037037037000000003,-153.5405405405,153,347.3877287558,434.0401749415,0.8250033061000001,0.6666666667000001,7.3333333333,0.0019029842,270.0,0.8862304688,0.9,20.6,0.001956,800.0,0.6000000000000001,0.9979994990000001,0.9979994990000001,0.9986495153,0.9904938162,0.9500000000000001,1.0,1.0,1.0,0.0015811388,0.0015811388,0.001,0.009797959,0.9500000000000001,1.0,1.0,1.0,0.6000000000000001,0.5714285714,0.6666666667000001,0.5714285714,"['Incorrect number of total trials for worker_id:s481', 'Incorrect number of trials in small condition for worker_id:s481', 'Incorrect number of trials in medium condition for worker_id:s481', 'Incorrect number of trials in large condition for worker_id:s481']",8,300.0,0.0,69.9737379491,714.4333333333,0.0,0.7309822316,0.5084265383000001,1.4151738355
s484,17.75,6.116620266,0.2,406.0,9.8,2.9363620727,0.0909090909,83.0,2.9444444444,0.0231690141,1,-34.6718949977,-0.001056338,18,-1.1232394366,9.2352941176,-0.016589648800000002,0,-23.196764249,-0.0002865065,17,-0.2883548983,0.9809160305000001,-0.9860481458,0.1785714286,3.8137422442,1.0,368.0,0.8214285714,0.0,0.319391635,803.5,808.0,0.0259259259,-46.1176470588,84,603.2568849098,568.0975823169,0.6356148243,0.7000000000000001,5.0,0.0007519226,1080.0,0.7362978799000001,0.7142857143,4.7142857143,0.0008386573,300.0,0.3571428571,0.9784630806000001,0.9979994990000001,0.9844600706000001,0.9784630806000001,0.9,1.0,1.0,1.0,0.0256124969,0.0015811388,0.0158414076,0.0256124969,0.9,1.0,1.0,1.0,0.45,0.5714285714,0.33333333330000003,0.4285714286,"['Incorrect number of total trials for worker_id:s484', 'Incorrect number of trials in small condition for worker_id:s484', 'Incorrect number of trials in medium condition for worker_id:s484', 'Incorrect number of trials in large condition for worker_id:s484']",1,365.0,0.0,50.5410081087,738.3433333333,0.0,-0.7603585652,0.1171300235,-0.6357173505
s489,12.9285714286,2.0171224724,0.0666666667,349.0,10.6666666667,4.2283315715,0.1428571429,118.0,10.0555555556,-0.0588815789,0,-59.7813758745,-0.0072736842,18,-2.4638157895,9.4117647059,0.0110655738,0,-39.145181912,0.0024590164,17,-0.781420765,0.9732824427000001,-1.1092147588,0.25,3.5674090181,1.0,365.0,0.75,0.0,0.4980544747,1019.5,1153.0,0.0481481481,40.7619047619,128,369.2081119386,415.9936418133,0.8267944336,0.8,12.0,0.0012168959,510.0,0.9473144531000001,0.9,19.3,0.0017275794,800.0,0.5769230769,0.9784630806000001,0.9741544815000001,0.9844600706000001,0.866,0.9,1.0,1.0,0.8571428571,0.0256124969,0.025234410000000002,0.0158414076,0.25,0.9,1.0,1.0,0.8571428571,0.25,0.2857142857,0.33333333330000003,0.1428571429,"['Incorrect number of total trials for worker_id:s489', 'Incorrect number of trials in small condition for worker_id:s489', 'Incorrect number of trials in medium condition for worker_id:s489', 'Incorrect number of trials in large condition for worker_id:s489']",5,378.0,0.0,66.2746123632,678.81,0.0,-0.27720577300000004,0.043386771500000004,-0.1886180148
s492,8.6296296296,1.6904288975,0.1,223.0,11.7647058824,2.0775409672,0.0555555556,191.0,5.4444444444,0.0342105263,1,-29.1372934956,-0.0005263158,18,-1.3421052632000001,8.1904761905,0.0579591837,1,-50.4980295794,-0.0018979592000000001,21,-2.5255102041,0.9732824427000001,-1.1550388803,0.28,3.4757607751,1.0,331.0,0.72,0.0,0.3582089552,564.5,451.0,0.0074074074000000005,46.0,96,284.003938075,249.9194715265,0.9522460938,0.9,20.9,0.0007349573,240.0,1.0,1.0,25.0,0.0018207605,500.0,0.4666666667,0.866,0.8834645520000001,0.9538658187000001,0.866,0.9,0.8571428571,1.0,1.0,0.25,0.25,0.06403124240000001,0.25,0.9500000000000001,1.0,1.0,1.0,0.05,0.0,0.1666666667,0.0,"['Incorrect number of total trials for worker_id:s492', 'Incorrect number of trials in small condition for worker_id:s492', 'Incorrect number of trials in medium condition for worker_id:s492', 'Incorrect number of trials in large condition for worker_id:s492']",9,323.5,0.0,67.8150490079,428.4933333333,0.0,-1.0066979719,-0.2384817677,-0.6451212883
s495,30.2173913043,13.5846053302,0.2333333333,675.0,32.0,12.736648783,0.1666666667,285.0,8.6666666667,0.12222222220000001,3,-33.998157036,-0.0058636364,18,-2.5909090909,21.2631578947,-0.099726776,0,-49.3168736844,0.0057759563,19,-0.8196721311,0.9885496183,-0.8361394595,0.1111111111,4.1135596167,1.0,405.0,0.8888888889000001,0.0,0.39473684210000004,898.0,920.0,0.014814814800000001,-56.2222222222,105,301.7220001667,292.8496381405,0.9014892578,0.9,17.0,0.0015891229,630.0,0.796875,0.75,22.75,0.0016134806,200.0,0.6153846154,0.9904938162,0.9800617852000001,0.9844600706000001,0.9904938162,0.9,0.8571428571,0.8333333333,1.0,0.009797959,0.0126251739,0.0158414076,0.009797959,0.9,0.8571428571,0.8333333333,1.0,0.5,0.4285714286,0.5,0.5714285714,"['Incorrect number of total trials for worker_id:s495', 'Incorrect number of trials in small condition for worker_id:s495', 'Incorrect number of trials in medium condition for worker_id:s495', 'Incorrect number of trials in large condition for worker_id:s495']",8,301.0,0.0,53.782516877,711.9932432432,0.0133333333,-0.9168521661000001,0.4390373897,-1.0091957406
s500,33.0,18.4390889146,0.4,588.0,21.0,1.4142135624,0.1428571429,103.0,7.7777777778,0.0214381271,2,-34.5486459927,-0.0080133779,18,-3.4849498328,9.1052631579,0.0565432099,1,-39.6650571274,-0.003362963,19,-4.9845679012,0.9580152672000001,-1.3941429061,0.45833333330000003,2.9975527235,1.0,316.0,0.5416666667,0.0,0.4925373134,1143.0,1063.0,0.0074074074000000005,-48.0909090909,132,442.0427504203,454.6724291294,0.6633827209000001,0.5,3.2,0.0007012180000000001,610.0,0.9694824219,1.0,20.4285714286,0.0011746493,700.0,0.5769230769,0.9954988699,0.9954988699,0.9954988699,0.9975981938,0.9500000000000001,0.8571428571,1.0,1.0,0.0038729833,0.0038729833,0.0038729833,0.0015704178,0.9500000000000001,0.8571428571,1.0,1.0,0.6000000000000001,0.5714285714,0.5,0.7142857143,"['Incorrect number of total trials for worker_id:s500', 'Incorrect number of trials in small condition for worker_id:s500', 'Incorrect number of trials in medium condition for worker_id:s500', 'Incorrect number of trials in large condition for worker_id:s500']",7,342.0,0.0,42.3226854154,,,,,
s501,16.6,7.0081585109,0.11764705880000001,235.0,14.4347826087,5.7431863737,0.2333333333,319.0,20.5,0.0013157895,1,-46.7255490806,5.26316e-05,18,-1.9157894737,18.2222222222,-0.1597432521,0,-44.9428430729,0.0035892034,18,-0.3768926926,0.9923664122,-0.7234078375,0.0740740741,4.3390228608,1.0,360.0,0.9259259259,0.0,0.3531598513,644.0,570.5,0.0037037037000000003,14.1739130435,95,532.7117221794,491.9771377677,0.6412649155,0.9,8.1,0.0011374752,1410.0,0.9967447917000001,1.0,21.5,0.0016556581,600.0,0.8076923077,0.9979994990000001,0.9979994990000001,0.9997499962,0.9975981938,0.9,0.8571428571,1.0,1.0,0.0015811388,0.0015811388,0.0002011893,0.0015704178,0.9,0.8571428571,1.0,1.0,0.75,0.7142857143,0.8333333333,0.7142857143,"['Incorrect number of total trials for worker_id:s501', 'Incorrect number of trials in small condition for worker_id:s501', 'Incorrect number of trials in medium condition for worker_id:s501', 'Incorrect number of trials in large condition for worker_id:s501']",11,388.0,0.0,63.3601829983,573.6934306569,0.0866666667,-0.46446053670000004,0.3675880536,-0.4671719835
s502,25.4166666667,6.5469320174,0.2,588.0,10.2,1.303840481,0.2857142857,39.0,14.3333333333,0.07125000000000001,1,-54.9893247767,-0.0026000000000000003,18,-5.15,24.9411764706,-0.0233443709,1,-39.615509677,2.81457e-05,17,-1.6320364238,0.9923664122,-0.7234078375,0.0740740741,4.3390228608,1.0,342.0,0.9259259259,0.0,0.6111111111,736.0,706.0,0.0,-73.0588235294,165,228.8335646177,237.9792242448,,0.5,,,,,0.8,,,,0.6923076923,0.9967484003,0.9979994990000001,0.9954988699,0.9927796159000001,0.9,1.0,1.0,0.8571428571,0.0024746160000000002,0.0015811388,0.0038729833,0.0031559084,0.9,1.0,1.0,0.8571428571,0.55,0.5714285714,0.5,0.5714285714,"['Incorrect number of total trials for worker_id:s502', 'Incorrect number of trials in small condition for worker_id:s502', 'Incorrect number of trials in medium condition for worker_id:s502', 'Incorrect number of trials in large condition for worker_id:s502']",10,341.0,0.0,80.7473970677,656.9391891892,0.0133333333,0.4561231872,-0.4894069992,0.3163761176
s504,51.6666666667,2.5819888975,0.5,260.0,50.0,0.0,0.5,700.0,15.1666666667,0.32067149440000003,3,-50.4686044088,-0.010558262,18,-4.7685977617,13.8888888889,-0.1568484043,3,-36.7893157262,-0.0072393617,18,-4.3065159574,0.9847328244,-0.5039573848,0.0833333333,3.7739030238,0.9915966387,352.5,0.9166666667000001,0.0084033613,0.4535315985,707.0,761.0,0.0037037037000000003,43.8064516129,122,191.5749648189,197.5633878973,1.0,1.0,22.0,0.0009184133000000001,120.0,1.0,1.0,22.5,0.0010084777,1000.0,0.36666666670000003,0.999299955,0.999299955,0.9997499962,0.9975981938,0.9,1.0,0.8333333333,1.0,0.0006324555,0.0006324555,0.0002011893,0.0015704178,0.9,1.0,0.8333333333,1.0,0.8,0.7142857143,1.0,0.7142857143,"['Incorrect number of total trials for worker_id:s504', 'Incorrect number of trials in small condition for worker_id:s504', 'Incorrect number of trials in medium condition for worker_id:s504', 'Incorrect number of trials in large condition for worker_id:s504']",14,281.5,0.0,41.0169001801,746.2266666667,0.0,0.376695628,0.2566199489,0.732600272
s505,27.56,8.4905830189,0.1666666667,638.0,17.3333333333,5.6862407031,0.25,30.0,7.2777777778,0.0640468227,1,-32.7437023842,-0.00027023410000000004,18,-1.5324414715999999,7.5882352941,0.1037790698,2,-31.9485190957,-0.0017655039000000002,17,-1.1143410853,0.9656488550000001,-1.0165129561,0.27586206900000004,3.2233829789,0.9957081545,325.5,0.724137931,0.0042918455000000005,0.3682170543,631.0,620.0,0.044444444400000005,-245.8333333333,95,508.6522696961,542.4811482977,,,,,,,,,,,0.3846153846,0.9660861697,0.9741544815000001,0.9538658187000001,0.9784630806000001,0.9500000000000001,1.0,1.0,1.0,0.0404969135,0.025234410000000002,0.06403124240000001,0.0256124969,0.9500000000000001,1.0,1.0,1.0,0.30000000000000004,0.2857142857,0.1666666667,0.4285714286,"['Incorrect number of total trials for worker_id:s505', 'Incorrect number of trials in small condition for worker_id:s505', 'Incorrect number of trials in medium condition for worker_id:s505', 'Incorrect number of trials in large condition for worker_id:s505']",5,295.0,0.0,132.8501734932,507.7333333333,0.0,-0.9473756219,-0.4982603707,-1.3288401407000001
s507,40.0,5.8711658327,0.4,687.0,28.5,4.1057451038,0.33333333330000003,203.0,10.2777777778,0.23409090910000002,3,-46.0907829683,-0.012363636400000001,18,-2.6590909091,9.125,0.2681372549,2,-45.72458812,-0.0153921569,16,-3.6470588235,0.9961832061,-0.5620471147,0.0384615385,4.6617443064,1.0,341.0,0.9615384615,0.0,0.4210526316,749.0,765.5,0.014814814800000001,88.9130434783,112,232.5502185909,264.139474276,0.8876098633,0.8,14.3,0.0014169088,700.0,1.0,1.0,20.3333333333,0.0013233596,600.0,0.6333333333,0.9784630806000001,0.9741544815000001,0.9844600706000001,0.9784630806000001,1.0,1.0,1.0,1.0,0.0256124969,0.025234410000000002,0.0158414076,0.0256124969,1.0,1.0,1.0,1.0,0.35000000000000003,0.2857142857,0.33333333330000003,0.4285714286,"['Incorrect number of total trials for worker_id:s507', 'Incorrect number of trials in small condition for worker_id:s507', 'Incorrect number of trials in medium condition for worker_id:s507', 'Incorrect number of trials in large condition for worker_id:s507']",9,367.5,0.0,74.7911200028,605.6533333333,0.0,-0.2012969246,-0.1557749635,-0.3376005972
s508,21.1428571429,5.489250234,0.2631578947,276.0,13.75,2.8168746171,0.2,318.0,5.5,0.3011705686,3,-51.6343721453,-0.0131986622,18,-3.3026755853,10.5789473684,0.6000299043,3,-46.1249462418,-0.0109617225,19,-5.1901913876,0.9809160305000001,-1.0559427282,0.2173913043,3.6739530794,1.0,322.0,0.7826086957,0.0,0.5407407407,732.0,806.5,0.0,-46.696969697,146,142.1621241131,159.9671952011,0.7611515045,1.0,9.7,0.0014810795000000001,1530.0,0.8897908529,1.0,18.5,0.0015811393,600.0,0.5333333333,0.9904938162,0.9741544815000001,0.9844600706000001,0.9904938162,1.0,1.0,1.0,1.0,0.009797959,0.025234410000000002,0.0158414076,0.009797959,1.0,1.0,1.0,1.0,0.4,0.2857142857,0.33333333330000003,0.5714285714,"['Incorrect number of total trials for worker_id:s508', 'Incorrect number of trials in small condition for worker_id:s508', 'Incorrect number of trials in medium condition for worker_id:s508', 'Incorrect number of trials in large condition for worker_id:s508']",9,295.0,0.0,57.1178075122,537.4266666667,0.0,0.0441062658,0.052162780900000004,0.33725671290000003
s509,36.5294117647,15.500474376,0.15,544.0,18.5454545455,6.261958257,0.2666666667,382.0,17.1666666667,-0.12344481610000001,1,-50.9351746979,0.0067023411,18,-2.9344481605,26.3157894737,0.0137096774,0,-48.3890319321,-0.0054516129000000005,19,-1.3588709677,0.9770992366000001,-1.064104797,0.2222222222,3.6576289417,1.0,353.0,0.7777777778,0.0,0.35227272730000003,487.0,473.0,0.022222222200000002,67.4285714286,93,264.9960834874,276.4862365639,0.6454257965,0.9,5.5,0.0011296165000000001,1650.0,0.6839453379,0.8333333333,10.0,0.0013542644000000001,400.0,0.6000000000000001,0.9979994990000001,0.9979994990000001,0.9915294108,0.9904938162,0.9,1.0,0.8333333333,1.0,0.0015811388,0.0015811388,0.0039801266,0.009797959,0.9,1.0,0.8333333333,1.0,0.55,0.5714285714,0.5,0.5714285714,"['Incorrect number of total trials for worker_id:s509', 'Incorrect number of trials in small condition for worker_id:s509', 'Incorrect number of trials in medium condition for worker_id:s509', 'Incorrect number of trials in large condition for worker_id:s509']",13,287.5,0.0,41.7236380139,512.2248322148,0.006666666700000001,-0.7440281242,0.0298029185,-0.9604602855000001
s510,25.0,5.2483763723,0.2333333333,550.0,14.0,6.164414003,0.1666666667,125.0,6.5,0.019914417400000002,1,-31.8186314672,-0.0028308097,18,-3.5342330481,9.7647058824,0.0438455008,1,-24.5146930332,0.0001409168,17,-4.1544991511,0.9923664122,-0.7138427376,0.0714285714,4.3581530606,1.0,331.0,0.9285714286000001,0.0,0.4777777778,674.0,674.0,0.0,29.6206896552,129,150.6469904981,171.644405458,0.7037647247000001,0.9,5.6,0.0012900464000000001,1630.0,0.6731719971,0.6000000000000001,9.8,0.0016380206,100.0,0.6923076923,0.999299955,0.999299955,0.9986495153,0.9975981938,1.0,1.0,1.0,1.0,0.0006324555,0.0006324555,0.001,0.0015704178,1.0,1.0,1.0,1.0,0.7000000000000001,0.7142857143,0.6666666667000001,0.7142857143,"['Incorrect number of total trials for worker_id:s510', 'Incorrect number of trials in small condition for worker_id:s510', 'Incorrect number of trials in medium condition for worker_id:s510', 'Incorrect number of trials in large condition for worker_id:s510']",12,277.0,0.0,64.6284593457,703.28,0.0,0.6018675544000001,0.2773084753,0.17204012770000002
s551,44.615384615400004,12.155509461,0.2777777778,520.0,32.5,6.3866637366,0.33333333330000003,620.0,24.8888888889,0.07399605000000001,1,-39.275743798,0.0004739961,18,-2.5266622778,23.7894736842,0.0396919431,1,-46.386467029,-0.0019395735000000002,19,-1.7908767773,1.0,0.0,0.0,5.7858385357,1.0,380.0,1.0,0.0,0.43494423790000003,682.0,640.0,0.0037037037000000003,56.76,117,189.0863029769,183.1706581925,0.6842736959,0.5,9.4,0.0012041722,180.0,0.7464630127,1.0,11.0,0.0010708497,500.0,0.5666666667,0.9904938162,0.9741544815000001,0.9844600706000001,0.9904938162,1.0,1.0,1.0,1.0,0.009797959,0.025234410000000002,0.0158414076,0.009797959,1.0,1.0,1.0,1.0,0.4,0.2857142857,0.33333333330000003,0.5714285714,"['Incorrect number of total trials for worker_id:s551', 'Incorrect number of trials in small condition for worker_id:s551', 'Incorrect number of trials in medium condition for worker_id:s551', 'Incorrect number of trials in large condition for worker_id:s551']",9,281.5,0.0,55.1834770178,728.4731543624,0.006666666700000001,0.050311702900000005,0.1931486345,0.5359683964
s556,62.5,19.6177761955,0.4666666667,475.0,25.1666666667,5.3824333006,0.4,433.0,4.1666666667,-0.0908695652,1,-43.9776996356,-0.0012347826,18,-1.8043478260999999,16.4117647059,0.0262681159,1,-41.3216655056,-0.0034178744,17,-1.9933574879,0.9351145038,-0.7962089279,0.3846153846,2.1791803201,0.9703389831,346.0,0.6153846154,0.0296610169,0.3661202186,860.0,837.0,0.3222222222,258.9230769231,67,449.9936719993,397.7058893677,0.5912019968000001,0.7000000000000001,3.3,0.0007079677,1190.0,0.4991240203,0.5,3.0,0.0009499547000000001,0.0,0.4230769231,0.9869442188,0.9954988699,0.9844600706000001,0.9927796159000001,0.9,1.0,1.0,0.8571428571,0.0099597577,0.0038729833,0.0158414076,0.0031559084,0.9,1.0,1.0,0.8571428571,0.45,0.4285714286,0.33333333330000003,0.5714285714,"['Incorrect number of total trials for worker_id:s556', 'Incorrect number of trials in small condition for worker_id:s556', 'Incorrect number of trials in medium condition for worker_id:s556', 'Incorrect number of trials in large condition for worker_id:s556']",9,386.5,0.0,105.7168883815,,,,,
