,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s374,45.1538461538,8.591140338,0.3157894737,548.0,21.6666666667,2.0579830217,0.4,370.0,10.7222222222,0.3710526316,3,-42.9081716474,-0.011,18,-3.0789473684,10.8235294118,0.19423076920000001,2,-34.6709593172,-0.0045641026,17,-2.7980769231,0.9694656489000001,-1.0255738191,0.28,3.2168306528,0.9957805907,346.5,0.72,0.0042194093,0.6925925926000001,759.0,773.0,0.0,47.7941176471,187,160.9753994758,159.4249814599,0.7255859375,0.75,9.5,0.00185977,270.0,1.0,1.0,24.9,0.0017744553,1000.0,0.5769230769,0.9997499962,0.9997499962,0.9997499962,0.9997499962,0.9500000000000001,0.8571428571,1.0,1.0,0.0002011893,0.0002011893,0.0002011893,0.0002011893,0.9500000000000001,0.8571428571,1.0,1.0,0.9,1.0,0.8333333333,0.8571428571,"['Incorrect number of total trials for worker_id:s374', 'Incorrect number of trials in small condition for worker_id:s374', 'Incorrect number of trials in medium condition for worker_id:s374', 'Incorrect number of trials in large condition for worker_id:s374']",13,292.0,0.0,52.4818340515,672.4666666667,0.0,0.7323709032,0.2139583863,0.7626217431000001
s376,46.8888888889,3.8873012632,0.4705882353,376.0,23.380952381,6.4224309298,0.30000000000000004,468.0,15.2222222222,-0.109375,0,-49.8919658674,0.00040625000000000004,18,-0.625,14.1052631579,-0.0285177229,1,-35.1307526091,-0.0034178303000000003,19,-3.1965628357,0.9732824427000001,-1.1092147588,0.25,3.5674090181,1.0,347.0,0.75,0.0,0.637037037,862.5,999.5,0.0,63.6363636364,172,201.9082923516,204.985688385,0.6838272572,0.6000000000000001,6.1,0.0011879462000000001,740.0,0.8376363118,0.8333333333,16.1666666667,0.0019306658,400.0,0.5714285714,0.9979994990000001,0.9979994990000001,0.9986495153,0.9975981938,1.0,1.0,1.0,1.0,0.0015811388,0.0015811388,0.001,0.0015704178,1.0,1.0,1.0,1.0,0.65,0.5714285714,0.6666666667000001,0.7142857143,"['Incorrect number of total trials for worker_id:s376', 'Incorrect number of trials in small condition for worker_id:s376', 'Incorrect number of trials in medium condition for worker_id:s376', 'Incorrect number of trials in large condition for worker_id:s376']",10,314.5,0.0,45.6402393847,572.83,0.0,-0.31900452090000003,-0.3136775337,-0.6910948250000001
s380,22.2413793103,11.7766572155,0.033333333300000004,625.0,7.1428571429,2.6726124191,0.30000000000000004,45.0,11.6666666667,-0.1102631579,0,-61.0499245542,-0.007407894700000001,18,-2.2269736842,9.2777777778,0.0870967742,1,-49.6802451215,0.0036129032000000003,18,-5.4032258065,0.9923664122,-0.7334211978,0.0769230769,4.3189961401,1.0,303.5,0.9230769231,0.0,0.46816479400000005,748.0,767.5,0.011111111100000001,34.7777777778,125,191.7895160107,221.5368813566,0.723135376,0.8,10.8,0.0011048556,470.0,0.6999206543000001,0.8,14.5,0.0010039147,600.0,0.5384615385,0.9979994990000001,0.9979994990000001,0.9986495153,0.9904938162,0.9500000000000001,1.0,1.0,1.0,0.0015811388,0.0015811388,0.001,0.009797959,0.9500000000000001,1.0,1.0,1.0,0.6000000000000001,0.5714285714,0.6666666667000001,0.5714285714,"['Incorrect number of total trials for worker_id:s380', 'Incorrect number of trials in small condition for worker_id:s380', 'Incorrect number of trials in medium condition for worker_id:s380', 'Incorrect number of trials in large condition for worker_id:s380']",12,257.5,0.0,43.7061519559,502.2066666667,0.0,-0.3488499792,-0.2780817994,-0.4860379547
s383,22.2916666667,7.5554711916,0.2,515.0,15.8888888889,5.0853821008,0.25,120.0,10.0,5.342948306e-16,2,-36.5401545722,-0.0089,18,-3.025,10.5294117647,-0.0216911765,1,-38.4928282246,-0.0090808824,17,-1.3547794118,0.9770992366000001,-1.0506403301,0.2142857143,3.6845578756,1.0,404.0,0.7857142857,0.0,0.3185185185,720.0,788.5,0.0,-22.5,86,289.4824231697,233.5995938021,0.7467205048000001,0.7000000000000001,6.3,0.0007761008,1010.0,1.0,1.0,19.8333333333,0.0011544965,600.0,0.6666666667000001,0.9784630806000001,0.9741544815000001,0.9844600706000001,0.9784630806000001,1.0,1.0,1.0,1.0,0.0256124969,0.025234410000000002,0.0158414076,0.0256124969,1.0,1.0,1.0,1.0,0.35000000000000003,0.2857142857,0.33333333330000003,0.4285714286,"['Incorrect number of total trials for worker_id:s383', 'Incorrect number of trials in small condition for worker_id:s383', 'Incorrect number of trials in medium condition for worker_id:s383', 'Incorrect number of trials in large condition for worker_id:s383']",11,347.5,0.0,80.4710472567,744.49,0.0,0.9057580541,0.3086219295,1.4629349727
s384,,,,,,,,,12.0555555556,0.1893617021,3,-37.1703832449,-0.0135744681,18,-1.8191489362,8.9411764706,0.1993548387,3,-38.7804349246,-0.0175741935,17,-2.8951612903,0.9694656489000001,-1.163485223,0.2857142857,3.4588680898,1.0,333.0,0.7142857143,0.0,0.531598513,720.0,722.0,0.0037037037000000003,56.3333333333,143,132.6142895326,201.50534563,0.7352020264,0.9,11.3,0.0016061897,1190.0,0.9486363729,0.8333333333,19.0,0.0020878075000000003,400.0,0.5,0.9660861697,0.9741544815000001,0.9844600706000001,0.9538658187000001,0.9500000000000001,1.0,1.0,1.0,0.0404969135,0.025234410000000002,0.0158414076,0.06403124240000001,0.9500000000000001,1.0,1.0,1.0,0.30000000000000004,0.2857142857,0.33333333330000003,0.2857142857,"['Incorrect number of total trials for worker_id:s384', 'Incorrect number of trials in small condition for worker_id:s384', 'Incorrect number of trials in medium condition for worker_id:s384', 'Incorrect number of trials in large condition for worker_id:s384']",9,399.0,0.0,424.7487833503,629.0688405797,0.08,0.23208337950000002,0.3235744835,0.5113650371
s388,33.0909090909,13.0034960334,0.4210526316,330.0,32.3571428571,12.9828712177,0.5333333333,432.0,19.7777777778,-0.05625,1,-31.7165001989,0.00125,18,-1.0625,17.7222222222,-0.0880267559,1,-39.1385501035,-0.0011210702000000001,18,-1.3093645485,0.9923664122,-0.7138427376,0.0714285714,4.3581530606,1.0,352.0,0.9285714286000001,0.0,0.3558052434,1526.0,1545.5,0.011111111100000001,174.9523809524,95,641.1064571206,662.4051990503,0.6792882284,1.0,6.6666666667,0.0013044602,550.0,0.7209503174,0.9,12.3,0.0016159402,800.0,0.7307692308,0.9660861697,0.9741544815000001,0.9915294108,0.9538658187000001,0.9,1.0,0.8333333333,1.0,0.0404969135,0.025234410000000002,0.0039801266,0.06403124240000001,0.9,1.0,0.8333333333,1.0,0.35000000000000003,0.2857142857,0.5,0.2857142857,"['Incorrect number of total trials for worker_id:s388', 'Incorrect number of trials in small condition for worker_id:s388', 'Incorrect number of trials in medium condition for worker_id:s388', 'Incorrect number of trials in large condition for worker_id:s388']",6,406.0,0.0,166.5581619131,438.0102040816,0.02,-0.1810341004,-0.053764894300000005,-0.6944223823
s391,37.2222222222,8.6197826884,0.4,635.0,35.3333333333,16.9669911263,0.25,393.0,6.0,0.115819398,3,-32.7991166674,-0.0081471572,18,-1.1655518395,6.8333333333,0.1092105263,2,-38.6396189698,-0.0095578947,18,-1.3105263158,0.9770992366000001,-1.0783016752,0.2307692308,3.6292351851999998,1.0,335.0,0.7692307692,0.0,0.4555555556,950.0,920.0,0.0,26.0344827586,123,297.0464002606,281.2334395253,,,,,,,,,,,0.5333333333,0.9954988699,0.9954988699,0.9954988699,0.9904938162,0.9500000000000001,1.0,1.0,1.0,0.0038729833,0.0038729833,0.0038729833,0.009797959,0.9500000000000001,1.0,1.0,1.0,0.5,0.4285714286,0.5,0.5714285714,"['Incorrect number of total trials for worker_id:s391', 'Incorrect number of trials in small condition for worker_id:s391', 'Incorrect number of trials in medium condition for worker_id:s391', 'Incorrect number of trials in large condition for worker_id:s391']",7,254.0,0.0,51.9909654561,648.6133333333,0.0,0.5847886159,0.3205215984,0.2949910543
s396,45.15,7.7001367042,0.33333333330000003,861.0,30.1666666667,5.4924190178,0.33333333330000003,144.0,14.9444444444,0.0108552632,1,-37.639482059,-0.0030657895,18,-7.4447368421,14.5555555556,0.0827518104,2,-33.1082649159,-0.005790651700000001,18,-8.6007241606,0.9770992366000001,-1.1441669606,0.2727272727,3.4975046145,1.0,355.5,0.7272727273,0.0,0.6022304833000001,881.0,1041.0,0.0037037037000000003,78.6296296296,162,259.6996543599,285.9348574871,0.6191332340000001,1.0,6.5,0.0008418895,370.0,0.9157783508,1.0,13.8,0.0015903075,1000.0,0.5357142857,0.999299955,0.999299955,0.9986495153,0.9975981938,1.0,1.0,1.0,1.0,0.0006324555,0.0006324555,0.001,0.0015704178,1.0,1.0,1.0,1.0,0.7000000000000001,0.7142857143,0.6666666667000001,0.7142857143,"['Incorrect number of total trials for worker_id:s396', 'Incorrect number of trials in small condition for worker_id:s396', 'Incorrect number of trials in medium condition for worker_id:s396', 'Incorrect number of trials in large condition for worker_id:s396']",14,297.0,0.0,27.9734430043,745.96,0.0,1.1390672849,-0.5643532847,0.4294328636
s397,21.1304347826,4.9845611444,0.2333333333,461.0,17.6,2.5473297566,0.2307692308,156.0,12.8333333333,-0.05,1,-38.9657874887,0.002,18,-2.0,7.55,0.1345890411,1,-41.9933646748,-0.0035513699000000003,20,-1.0154109589,0.9847328244,-0.9492306923,0.16,3.8873771511,1.0,289.0,0.84,0.0,0.3840304183,667.0,664.0,0.0259259259,3.2272727273,101,233.864753587,240.2969363704,0.5,1.0,14.0,0.0009183339,110.0,0.9989257812000001,1.0,22.4,0.0024562902,1000.0,0.75,0.9979994990000001,0.9979994990000001,0.9986495153,0.9975981938,1.0,1.0,1.0,1.0,0.0015811388,0.0015811388,0.001,0.0015704178,1.0,1.0,1.0,1.0,0.65,0.5714285714,0.6666666667000001,0.7142857143,"['Incorrect number of total trials for worker_id:s397', 'Incorrect number of trials in small condition for worker_id:s397', 'Incorrect number of trials in medium condition for worker_id:s397', 'Incorrect number of trials in large condition for worker_id:s397']",10,296.0,0.44642857140000003,95.9035588313,531.7933333333,0.0,0.42151351470000004,-0.3813610504,0.4874573815
s402,41.6666666667,12.128538629,0.2,980.0,20.0,6.123724357,0.375,75.0,10.0,-1.734723476e-16,0,499.0557066573,-3.7296554730000003e-16,18,-2.2204460489999999e-16,10.7368421053,0.0026200873,1,-32.9872010886,-0.0027074236000000002,19,-0.8122270742000001,0.9809160305000001,-0.7933508057,0.14814814810000002,3.6755192011,0.9957446809,409.5,0.8518518519,0.0042553191,0.3208955224,579.0,549.5,0.0074074074000000005,-31.2857142857,86,377.61691298,319.7011857303,0.8170028687,0.9,11.7,0.0010498144,1110.0,1.0,1.0,25.0,0.0013679206,600.0,0.5,0.9538658187000001,0.9741544815000001,0.9538658187000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.025234410000000002,0.06403124240000001,0.06403124240000001,1.0,1.0,1.0,1.0,0.25,0.2857142857,0.1666666667,0.2857142857,"['Incorrect number of total trials for worker_id:s402', 'Incorrect number of trials in small condition for worker_id:s402', 'Incorrect number of trials in medium condition for worker_id:s402', 'Incorrect number of trials in large condition for worker_id:s402']",9,375.0,0.0,71.9167414186,591.9333333333,0.0,-0.4902356404,-0.11940013540000001,-0.4543936485
s403,39.0588235294,9.6012407286,0.4333333333,627.0,23.0,4.0987803064,0.25,116.0,5.1111111111,-0.0277591973,1,-39.4107737803,-0.0049966555,18,-1.4936454849,19.6111111111,0.2618421053,2,-43.9599366614,-0.015526315800000001,18,-1.1578947368,0.9847328244,-0.9492306923,0.16,3.8873771511,1.0,299.0,0.84,0.0,0.3481481481,788.5,691.0,0.0,17.7037037037,94,263.2323745317,266.9158137987,0.6809286594,0.6000000000000001,5.6,0.0013511221,840.0,0.7862892151,0.6666666667000001,14.5,0.0017106762,200.0,0.5666666667,0.9660861697,0.9741544815000001,0.9844600706000001,0.9538658187000001,0.9,0.8571428571,1.0,1.0,0.0404969135,0.0447692551,0.0158414076,0.06403124240000001,0.9,0.8571428571,1.0,1.0,0.25,0.1428571429,0.33333333330000003,0.2857142857,"['Incorrect number of total trials for worker_id:s403', 'Incorrect number of trials in small condition for worker_id:s403', 'Incorrect number of trials in medium condition for worker_id:s403', 'Incorrect number of trials in large condition for worker_id:s403']",10,275.0,0.0,64.7549757583,793.0850340136,0.02,-0.1877971461,-0.2535222412,0.43214069800000005
s408,25.038461538500002,0.3441824203,0.1333333333,625.0,25.0,7.0710678119,0.0,30.0,7.5,-0.0391156463,1,-25.5544887664,-0.0016780045,18,-2.358276644,7.05,-0.0651122625,1,-32.9429574511,0.0008497409000000001,20,-2.8177892919,0.9618320611000001,-0.6924816925,0.2307692308,2.8575952198000003,0.9830508475,348.0,0.7692307692,0.016949152500000002,0.48347107440000003,1014.0,985.0,0.10370370370000001,144.1212121212,117,391.0608677295,354.3741922446,0.6083211422,0.7000000000000001,3.1,0.0007580338,1240.0,0.76660129,1.0,9.0,0.0010811785,700.0,0.5666666667,0.9904938162,0.9979994990000001,0.9844600706000001,0.9904938162,0.9,1.0,1.0,1.0,0.009797959,0.0015811388,0.0158414076,0.009797959,0.9,1.0,1.0,1.0,0.5,0.5714285714,0.33333333330000003,0.5714285714,"['Incorrect number of total trials for worker_id:s408', 'Incorrect number of trials in small condition for worker_id:s408', 'Incorrect number of trials in medium condition for worker_id:s408', 'Incorrect number of trials in large condition for worker_id:s408']",2,336.0,0.0,85.9905714505,653.1543624161,0.006666666700000001,-0.07074139,-0.2542720194,-0.2340922473
s409,16.8695652174,2.4918840595000002,0.2333333333,369.0,12.25,1.6583123952,0.1428571429,133.0,2.4444444444,0.098943662,3,-30.6551674518,-0.0079605634,18,-1.1098591549,3.9444444444,0.0417770035,2,-20.8641364819,-0.0034996516,18,-0.6714285714,0.9847328244,-0.9627488509000001,0.1666666667,3.860340834,1.0,360.0,0.8333333333,0.0,0.3740740741,988.0,993.0,0.0,154.3333333333,101,282.8346873989,318.9755364556,0.7225572586,0.6000000000000001,7.8,0.0011932081,650.0,1.0,1.0,25.0,0.0013618574,600.0,0.6333333333,0.9904938162,0.9954988699,0.9844600706000001,0.9904938162,0.9500000000000001,1.0,1.0,1.0,0.009797959,0.0038729833,0.0158414076,0.009797959,0.9500000000000001,1.0,1.0,1.0,0.45,0.4285714286,0.33333333330000003,0.5714285714,"['Incorrect number of total trials for worker_id:s409', 'Incorrect number of trials in small condition for worker_id:s409', 'Incorrect number of trials in medium condition for worker_id:s409', 'Incorrect number of trials in large condition for worker_id:s409']",10,320.0,0.0,38.2551508128,692.0066666667,0.0,-0.6633761478,-0.6534778412000001,-0.6290112081
s420,29.6956521739,5.9881305522,0.2333333333,656.0,10.0,,0.5,0.0,8.5555555556,0.0946428571,0,-45.2960516208,-0.0044285714,18,-1.6964285714,14.1578947368,0.011479591800000001,1,-38.294671531,-0.0005408163000000001,19,-2.487755102,1.0,0.0,0.0,5.7858385357,1.0,397.0,1.0,0.0,0.4511278195,707.5,698.5,0.014814814800000001,178.8076923077,120,269.7758140493,260.3556685796,0.7112888336000001,0.7000000000000001,9.6,0.0012869834000000001,720.0,0.8192138672,1.0,15.5,0.0015395973,600.0,0.6428571429000001,0.9979994990000001,0.9979994990000001,0.9915294108,0.9904938162,0.9,1.0,0.8333333333,1.0,0.0015811388,0.0015811388,0.0039801266,0.009797959,0.9,1.0,0.8333333333,1.0,0.55,0.5714285714,0.5,0.5714285714,"['Incorrect number of total trials for worker_id:s420', 'Incorrect number of trials in small condition for worker_id:s420', 'Incorrect number of trials in medium condition for worker_id:s420', 'Incorrect number of trials in large condition for worker_id:s420']",9,369.0,0.0,71.8238222195,655.5466666667,0.0,0.5718871297,-0.0342563937,0.5087310289
s421,36.4,14.8936973993,0.4444444444,334.0,28.4736842105,13.901912023,0.36666666670000003,520.0,11.1111111111,0.0182274247,1,-39.7335130407,0.0032709030000000004,18,-3.4581939799,13.1,0.1164811644,1,-56.4722560533,-0.0028407534000000003,20,-2.8227739726000003,0.9961832061,-0.5295023160000001,0.033333333300000004,4.7268339037,1.0,315.0,0.9666666667,0.0,0.5353159851,678.5,683.0,0.0037037037000000003,-7.8387096774,144,159.8927487212,153.7333208367,0.6603713036000001,0.30000000000000004,5.4,0.0011493297,-140.0,0.8458614349,1.0,13.7142857143,0.0016985124,700.0,0.5714285714,0.9660861697,0.9741544815000001,0.9844600706000001,0.9538658187000001,0.9500000000000001,1.0,1.0,1.0,0.0404969135,0.025234410000000002,0.0158414076,0.06403124240000001,0.9500000000000001,1.0,1.0,1.0,0.30000000000000004,0.2857142857,0.33333333330000003,0.2857142857,"['Incorrect number of total trials for worker_id:s421', 'Incorrect number of trials in small condition for worker_id:s421', 'Incorrect number of trials in medium condition for worker_id:s421', 'Incorrect number of trials in large condition for worker_id:s421']",9,285.5,0.0,40.8852177394,682.5973154362,0.006666666700000001,-0.4084386747,0.6128422781,-0.4383086061
s425,23.3043478261,2.0323471117,0.2333333333,513.0,17.8888888889,3.5512126254,0.25,146.0,8.5,0.22875,3,-35.5525440949,-0.01395,18,-2.9125,7.6666666667,0.1977738201,2,-42.8926145499,-0.0120213713,18,-1.018699911,0.9770992366000001,-1.0933083525,0.24,3.5992218307,1.0,349.0,0.76,0.0,0.3185185185,988.5,967.5,0.0,75.8333333333,86,362.6022516291,318.2829067999,0.7898870468,0.8,8.3,0.0011568534000000001,1130.0,0.9982096354000001,1.0,21.1666666667,0.001318511,600.0,0.6000000000000001,0.9979994990000001,0.9979994990000001,0.9986495153,0.9975981938,1.0,1.0,1.0,1.0,0.0015811388,0.0015811388,0.001,0.0015704178,1.0,1.0,1.0,1.0,0.65,0.5714285714,0.6666666667000001,0.7142857143,"['Incorrect number of total trials for worker_id:s425', 'Incorrect number of trials in small condition for worker_id:s425', 'Incorrect number of trials in medium condition for worker_id:s425', 'Incorrect number of trials in large condition for worker_id:s425']",11,323.0,0.0,48.1150813376,555.5666666667,0.0,0.7242409904,0.4791528081,1.4377022791
s427,52.3125,6.2259537422,0.4666666667,789.0,32.1666666667,4.0702170294,0.33333333330000003,162.0,18.8888888889,0.0129361422,2,-32.8819554474,-0.0036629361,18,-2.318959842,15.1578947368,0.0200873362,0,-44.0756933081,-0.0024235808,19,0.10589519650000001,0.9656488550000001,-1.287139952,0.375,3.2115586318,1.0,329.5,0.625,0.0,0.4703703704,1027.0,1090.0,0.0,122.23076923080001,127,410.2390636736,395.1516022141,0.7865528107,1.0,9.7,0.0007102496,1530.0,0.9543253581000001,1.0,18.8333333333,0.0016365428,600.0,0.4333333333,0.999299955,0.999299955,0.9986495153,0.9975981938,1.0,1.0,1.0,1.0,0.0006324555,0.0006324555,0.001,0.0015704178,1.0,1.0,1.0,1.0,0.7000000000000001,0.7142857143,0.6666666667000001,0.7142857143,"['Incorrect number of total trials for worker_id:s427', 'Incorrect number of trials in small condition for worker_id:s427', 'Incorrect number of trials in medium condition for worker_id:s427', 'Incorrect number of trials in large condition for worker_id:s427']",12,275.5,0.0,46.1823647165,707.4566666667,0.0,-0.9297779945,-0.0091982704,-0.3502277341
s430,29.0909090909,7.8492285997,0.2666666667,610.0,19.7777777778,2.728450924,0.3076923077,163.0,8.4444444444,0.11961816980000001,1,-47.1121306273,-0.0030625411000000003,18,-2.4058591178,16.2777777778,0.0650568182,1,-43.6126841874,0.0002727273,18,-4.5369318182,0.9694656489000001,-1.2720817862,0.3636363636,3.2416749634,1.0,349.0,0.6363636364,0.0,0.33584905660000003,533.0,601.5,0.0185185185,-42.7894736842,89,310.924651511,329.6871405088,0.7857666016,0.8,16.4,0.0016728677,470.0,0.99921875,1.0,22.6,0.0016527751,500.0,0.6923076923,0.9660861697,0.9741544815000001,0.9844600706000001,0.9538658187000001,0.9,0.8571428571,1.0,1.0,0.0404969135,0.0447692551,0.0158414076,0.06403124240000001,0.9,0.8571428571,1.0,1.0,0.25,0.1428571429,0.33333333330000003,0.2857142857,"['Incorrect number of total trials for worker_id:s430', 'Incorrect number of trials in small condition for worker_id:s430', 'Incorrect number of trials in medium condition for worker_id:s430', 'Incorrect number of trials in large condition for worker_id:s430']",4,365.5,0.0,166.6438095652,668.1283783784,0.0133333333,-0.39612339750000003,-0.4940895716,-0.5762942385000001
s441,29.8181818182,2.0889318715,0.3529411765,298.0,24.7058823529,4.454838744,0.4333333333,391.0,10.0,-8.326672685e-17,0,524.8235065491,-9.540979118e-17,18,0.0,12.9473684211,-0.005,1,-38.4673171371,0.0007,19,-4.675,0.9809160305000001,-0.8062384576,0.1538461538,3.6526293807,0.9957627119,377.0,0.8461538462,0.0042372881,0.45833333330000003,827.0,699.0,0.022222222200000002,21.9677419355,121,340.6145834963,349.1376124,0.8844451904,1.0,12.5,0.0020148254,250.0,0.9886718750000001,1.0,23.3,0.0016435172,1000.0,0.4285714286,0.9784630806000001,0.9954988699,0.9844600706000001,0.9784630806000001,0.9500000000000001,1.0,1.0,1.0,0.0256124969,0.0038729833,0.0158414076,0.0256124969,0.9500000000000001,1.0,1.0,1.0,0.4,0.4285714286,0.33333333330000003,0.4285714286,"['Incorrect number of total trials for worker_id:s441', 'Incorrect number of trials in small condition for worker_id:s441', 'Incorrect number of trials in medium condition for worker_id:s441', 'Incorrect number of trials in large condition for worker_id:s441']",9,323.0,0.0,45.4613266777,522.156462585,0.02,-0.5814544211,-0.3377422006,-0.6295445976
s449,53.35,3.7314453246,0.33333333330000003,1016.0,14.0,2.8284271247,0.33333333330000003,12.0,4.8888888889,0.098943662,3,-29.5087826455,-0.0053380282,18,-1.3401408451,6.3157894737,0.0748563218,2,-42.1465805728,-0.0088586207,19,-1.4152298851,0.9770992366000001,-1.064104797,0.2222222222,3.6576289417,1.0,332.0,0.7777777778,0.0,0.6074074074,857.0,913.5,0.0,55.0,164,233.1120417336,234.0085700814,0.7666687012000001,0.9,9.7,0.0017125011,1280.0,0.8333333333,0.8333333333,25.0,0.0021165705,400.0,0.7307692308,0.9904938162,0.9979994990000001,0.9844600706000001,0.9904938162,0.9,1.0,1.0,1.0,0.009797959,0.0015811388,0.0158414076,0.009797959,0.9,1.0,1.0,1.0,0.5,0.5714285714,0.33333333330000003,0.5714285714,"['Incorrect number of total trials for worker_id:s449', 'Incorrect number of trials in small condition for worker_id:s449', 'Incorrect number of trials in medium condition for worker_id:s449', 'Incorrect number of trials in large condition for worker_id:s449']",11,325.0,0.0,76.9002931311,636.5,0.0133333333,-0.3551264073,0.36484899060000003,0.0639820281
s451,39.7368421053,8.5038690885,0.36666666670000003,715.0,17.6666666667,4.4121045621,0.1428571429,82.0,14.3888888889,0.0767558528,1,-38.7747440146,-0.0021979933,18,-2.6494983278,15.2105263158,0.0008064516,1,-35.3124483982,-0.0001236559,19,-3.8857526882,0.9923664122,-0.7549625704,0.0833333333,4.275913395,1.0,367.5,0.9166666667000001,0.0,0.5666666667,1601.0,1278.0,0.0,188.9259259259,153,403.1820975063,495.1215655993,0.7293655396000001,0.5,11.9,0.0010473463,180.0,1.0,1.0,22.2,0.0010319767,500.0,0.6000000000000001,0.9979994990000001,0.9979994990000001,0.9986495153,0.9904938162,0.9500000000000001,1.0,1.0,1.0,0.0015811388,0.0015811388,0.001,0.009797959,0.9500000000000001,1.0,1.0,1.0,0.6000000000000001,0.5714285714,0.6666666667000001,0.5714285714,"['Incorrect number of total trials for worker_id:s451', 'Incorrect number of trials in small condition for worker_id:s451', 'Incorrect number of trials in medium condition for worker_id:s451', 'Incorrect number of trials in large condition for worker_id:s451']",13,332.0,0.0,48.0033238004,730.3166666667,0.0,0.3918909379,0.5006194617,-0.0843363485
s453,39.0909090909,9.5912117061,0.2666666667,820.0,28.5714285714,18.6445447147,0.4615384615,160.0,10.0,-1.804112415e-16,0,497.1633739385,-4.128641873e-16,18,0.0,23.4117647059,-0.10549645390000001,0,-45.2363076391,-0.0011223404,17,-1.1281028369000001,0.9809160305000001,-0.7579847426,0.1333333333,3.7375127185,0.9956896552000001,375.0,0.8666666667,0.0043103448,0.33333333330000003,523.5,488.5,0.022222222200000002,85.2,88,494.8983249229,373.1952852182,0.7586198807000001,0.9,10.5,0.0009973241,1150.0,1.0,1.0,25.0,0.0013461807,600.0,0.4,0.9538658187000001,0.9741544815000001,0.9538658187000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.025234410000000002,0.06403124240000001,0.06403124240000001,1.0,1.0,1.0,1.0,0.25,0.2857142857,0.1666666667,0.2857142857,"['Incorrect number of total trials for worker_id:s453', 'Incorrect number of trials in small condition for worker_id:s453', 'Incorrect number of trials in medium condition for worker_id:s453', 'Incorrect number of trials in large condition for worker_id:s453']",6,390.5,0.1071428571,127.6552629609,542.47,0.0,-0.3105221422,0.1087942068,-0.5417312465
