"dv","N","rep","icc_median","icc_2.5","icc_97.5","spearman_median","spearman_2.5","spearman_97.5","eta_median","eta_2.5","eta_97.5","sem_median","sem_2.5","sem_97.5"
"adaptive_n_back.hddm_drift","120","1000",0.756985956045757,0.667436378386911,0.830100866964486,0.634268793270007,0.523492326914903,0.731488771692826,0.634268793270007,0.523492326914903,0.731488771692826,0.634268793270007,0.523492326914903,0.731488771692826
"adaptive_n_back.hddm_drift","130","1000",0.752712071123366,0.671399573674251,0.822042780784232,0.629750554240115,0.529156724027797,0.722767072716099,0.629750554240115,0.529156724027797,0.722767072716099,0.629750554240115,0.529156724027797,0.722767072716099
"adaptive_n_back.hddm_drift","140","1000",0.754286526708645,0.67304679466501,0.821947119931681,0.631676515693566,0.542477420317953,0.717481074441722,0.631676515693566,0.542477420317953,0.717481074441722,0.631676515693566,0.542477420317953,0.717481074441722
"adaptive_n_back.hddm_drift","150","1000",0.7561576271686,0.676873055881049,0.823512867248479,0.632339696873782,0.539496077286891,0.720192008127511,0.632339696873782,0.539496077286891,0.720192008127511,0.632339696873782,0.539496077286891,0.720192008127511
"adaptive_n_back.hddm_drift","20","1000",0.768666750903047,0.37534686511939,0.91142820501199,0.636016511867905,0.255669504643962,0.870175438596491,0.636016511867905,0.255669504643962,0.870175438596491,0.636016511867905,0.255669504643962,0.870175438596491
"adaptive_n_back.hddm_drift","30","1000",0.765387578075863,0.513011410572541,0.892102141252666,0.637376970855231,0.364711548987411,0.825457556935817,0.637376970855231,0.364711548987411,0.825457556935817,0.637376970855231,0.364711548987411,0.825457556935817
"adaptive_n_back.hddm_drift","40","1000",0.760483495545311,0.526698091843193,0.883098517445565,0.632714600317492,0.386188851716235,0.808897474679021,0.632714600317492,0.386188851716235,0.808897474679021,0.632714600317492,0.386188851716235,0.808897474679021
"adaptive_n_back.hddm_drift","50","1000",0.758832543060384,0.568339104193071,0.867544660393923,0.625377035593754,0.424264480556313,0.780065361987699,0.625377035593754,0.424264480556313,0.780065361987699,0.625377035593754,0.424264480556313,0.780065361987699
"adaptive_n_back.hddm_drift","60","1000",0.758150247402664,0.604052523557001,0.860594970734037,0.632648746602235,0.455651187057953,0.774604511172058,0.632648746602235,0.455651187057953,0.774604511172058,0.632648746602235,0.455651187057953,0.774604511172058
"adaptive_n_back.hddm_drift","70","1000",0.759389622640902,0.614997640750135,0.858955373781367,0.631799374727487,0.469051759390909,0.765373682920853,0.631799374727487,0.469051759390909,0.765373682920853,0.631799374727487,0.469051759390909,0.765373682920853
"adaptive_n_back.hddm_drift","80","1000",0.754854674080899,0.629614620512692,0.842551444903189,0.628532119137037,0.4880461030701,0.749608791333051,0.628532119137037,0.4880461030701,0.749608791333051,0.628532119137037,0.4880461030701,0.749608791333051
"adaptive_n_back.hddm_drift","90","1000",0.755708349195032,0.652037947551745,0.844603366619032,0.629738532774294,0.499903192515074,0.74884776603993,0.629738532774294,0.499903192515074,0.74884776603993,0.629738532774294,0.499903192515074,0.74884776603993
"adaptive_n_back.hddm_non_decision","10","1000",0.451919508005003,-1.47820706187273,0.879625412737235,0.316666666666667,-0.400151515151515,0.816666666666667,0.316666666666667,-0.400151515151515,0.816666666666667,0.316666666666667,-0.400151515151515,0.816666666666667
"adaptive_n_back.hddm_non_decision","100","1000",0.407166096673549,0.179240664739898,0.585360713444529,0.305795784549077,0.152831431079895,0.456826309589361,0.305795784549077,0.152831431079895,0.456826309589361,0.305795784549077,0.152831431079895,0.456826309589361
"adaptive_n_back.hddm_non_decision","110","1000",0.402969167265774,0.194814768022714,0.579024141729779,0.301799542162267,0.155807646845851,0.459310084249791,0.301799542162267,0.155807646845851,0.459310084249791,0.301799542162267,0.155807646845851,0.459310084249791
"adaptive_n_back.hddm_non_decision","120","1000",0.415429994543247,0.211263517346583,0.567761409582525,0.307449718345141,0.165668105836303,0.446316354566535,0.307449718345141,0.165668105836303,0.446316354566535,0.307449718345141,0.165668105836303,0.446316354566535
"adaptive_n_back.hddm_non_decision","130","1000",0.407412112900335,0.19812611876041,0.570442024391003,0.307127670345247,0.158757408075858,0.44275197204271,0.307127670345247,0.158757408075858,0.44275197204271,0.307127670345247,0.158757408075858,0.44275197204271
"adaptive_n_back.hddm_non_decision","140","1000",0.406798107439234,0.244072218765067,0.563097898149491,0.302870794055043,0.184773554912606,0.433945150520783,0.302870794055043,0.184773554912606,0.433945150520783,0.302870794055043,0.184773554912606,0.433945150520783
"adaptive_n_back.hddm_non_decision","150","1000",0.407762679506976,0.244089013795229,0.543248799928426,0.306774677854307,0.189499974334028,0.421393584071692,0.306774677854307,0.189499974334028,0.421393584071692,0.306774677854307,0.189499974334028,0.421393584071692
"adaptive_n_back.hddm_non_decision","20","1000",0.414370911944974,-0.477151955761535,0.77295705092248,0.287925696594427,-0.124572368421053,0.672244071717756,0.287925696594427,-0.124572368421053,0.672244071717756,0.287925696594427,-0.124572368421053,0.672244071717756
"adaptive_n_back.hddm_non_decision","30","1000",0.399391532847626,-0.159656606113932,0.727627199901357,0.287317531710335,-0.0569565217391304,0.627086956521739,0.287317531710335,-0.0569565217391304,0.627086956521739,0.287317531710335,-0.0569565217391304,0.627086956521739
"adaptive_n_back.hddm_non_decision","40","1000",0.408315260768276,-0.126715957623272,0.689640466363258,0.298227620286444,-0.0122617302052786,0.577392670777988,0.298227620286444,-0.0122617302052786,0.577392670777988,0.298227620286444,-0.0122617302052786,0.577392670777988
"adaptive_n_back.hddm_non_decision","50","1000",0.411449295605923,-0.0240857645908559,0.662095398441485,0.306379220498395,0.0349376775150769,0.541482176360225,0.306379220498395,0.0349376775150769,0.541482176360225,0.306379220498395,0.0349376775150769,0.541482176360225
"adaptive_n_back.hddm_non_decision","60","1000",0.405687620843976,0.0473868075247775,0.631911234227768,0.299330268558462,0.0658129165172081,0.510460623194699,0.299330268558462,0.0658129165172081,0.510460623194699,0.299330268558462,0.0658129165172081,0.510460623194699
"adaptive_n_back.hddm_non_decision","70","1000",0.404855510035997,0.0859302261724621,0.609424664298779,0.297713539389455,0.0814745579231274,0.489494665790844,0.297713539389455,0.0814745579231274,0.489494665790844,0.297713539389455,0.0814745579231274,0.489494665790844
"adaptive_n_back.hddm_non_decision","80","1000",0.410191286366839,0.143602816507356,0.609614972146492,0.307790995878882,0.119549180327869,0.488595980546978,0.307790995878882,0.119549180327869,0.488595980546978,0.307790995878882,0.119549180327869,0.488595980546978
"adaptive_n_back.hddm_non_decision","90","1000",0.401486019366687,0.168126696659876,0.619022505363696,0.298975745394958,0.133722480749297,0.488790618391556,0.298975745394958,0.133722480749297,0.488790618391556,0.298975745394958,0.133722480749297,0.488790618391556
"adaptive_n_back.hddm_thresh","10","1000",0.661107229130862,-0.431147812059689,0.95099436042531,0.466666666666667,-0.214285714285714,0.890909090909091,0.466666666666667,-0.214285714285714,0.890909090909091,0.466666666666667,-0.214285714285714,0.890909090909091
"adaptive_n_back.hddm_thresh","100","1000",0.713525615791363,0.5289552603226,0.826546888462039,0.48701095177592,0.358526988814522,0.613890219959561,0.48701095177592,0.358526988814522,0.613890219959561,0.48701095177592,0.358526988814522,0.613890219959561
"adaptive_n_back.hddm_thresh","110","1000",0.714952035850699,0.541614822700208,0.81939674413203,0.483420955201777,0.352321946179082,0.610000170444712,0.483420955201777,0.352321946179082,0.610000170444712,0.483420955201777,0.352321946179082,0.610000170444712
"adaptive_n_back.hddm_thresh","120","1000",0.715552039450825,0.547113284172307,0.809007992999971,0.483858862656331,0.370177559993349,0.601121082115753,0.483858862656331,0.370177559993349,0.601121082115753,0.483858862656331,0.370177559993349,0.601121082115753
"adaptive_n_back.hddm_thresh","130","1000",0.713267237740822,0.558130403177094,0.799765728326364,0.486739591552034,0.37587312082243,0.594464611425965,0.486739591552034,0.37587312082243,0.594464611425965,0.486739591552034,0.37587312082243,0.594464611425965
"adaptive_n_back.hddm_thresh","140","1000",0.715829563947985,0.556306336798828,0.794527447686508,0.482449980794243,0.37467180174548,0.578753623364728,0.482449980794243,0.37467180174548,0.578753623364728,0.482449980794243,0.37467180174548,0.578753623364728
"adaptive_n_back.hddm_thresh","150","1000",0.715484415234465,0.564792635404195,0.790593896994313,0.484054375288983,0.385245777632948,0.574463036228365,0.484054375288983,0.385245777632948,0.574463036228365,0.484054375288983,0.385245777632948,0.574463036228365
"adaptive_n_back.hddm_thresh","20","1000",0.665025939425248,0.164856522682341,0.919577979406126,0.477941176470588,0.0586029411764706,0.768833849329205,0.477941176470588,0.0586029411764706,0.768833849329205,0.477941176470588,0.0586029411764706,0.768833849329205
"adaptive_n_back.hddm_thresh","30","1000",0.676842695165917,0.308118013839768,0.899696178879069,0.484158353723571,0.15614182194617,0.741767080745342,0.484158353723571,0.15614182194617,0.741767080745342,0.484158353723571,0.15614182194617,0.741767080745342
"adaptive_n_back.hddm_thresh","40","1000",0.679989080751038,0.384498577340807,0.882009572401514,0.4786743143005,0.211130649473866,0.690852085010616,0.4786743143005,0.211130649473866,0.690852085010616,0.4786743143005,0.211130649473866,0.690852085010616
"adaptive_n_back.hddm_thresh","50","1000",0.692435664444801,0.429089284741158,0.867865278568136,0.487463861468996,0.257055643329713,0.668873065391783,0.487463861468996,0.257055643329713,0.668873065391783,0.487463861468996,0.257055643329713,0.668873065391783
"adaptive_n_back.hddm_thresh","60","1000",0.701474095428021,0.441098564764581,0.853719490769742,0.477998763507654,0.275183280443621,0.649153229073819,0.477998763507654,0.275183280443621,0.649153229073819,0.477998763507654,0.275183280443621,0.649153229073819
"adaptive_n_back.hddm_thresh","70","1000",0.697660036109447,0.478344052170519,0.842077119763519,0.475541334975297,0.298316608461566,0.64293434968657,0.475541334975297,0.298316608461566,0.64293434968657,0.475541334975297,0.298316608461566,0.64293434968657
"adaptive_n_back.hddm_thresh","80","1000",0.710221818418924,0.48270807748018,0.833267441948679,0.484628237259817,0.306577114124934,0.627226219283842,0.484628237259817,0.306577114124934,0.627226219283842,0.484628237259817,0.306577114124934,0.627226219283842
"adaptive_n_back.hddm_thresh","90","1000",0.708906462104397,0.507550171224755,0.824972907264732,0.486900042019001,0.337192949815137,0.624353833876322,0.486900042019001,0.337192949815137,0.624353833876322,0.486900042019001,0.337192949815137,0.624353833876322
"attention_network_task.alerting_EZ_drift","10","1000",0.424800023125053,-1.37950339195981,0.8300755133273,0.266666666666667,-0.418560606060606,0.76969696969697,0.266666666666667,-0.418560606060606,0.76969696969697,0.266666666666667,-0.418560606060606,0.76969696969697
"attention_network_task.alerting_EZ_drift","100","1000",0.429856687093064,0.23795025598127,0.571564551287748,0.261305882934283,0.104541208003296,0.413378107519799,0.261305882934283,0.104541208003296,0.413378107519799,0.261305882934283,0.104541208003296,0.413378107519799
"attention_network_task.alerting_EZ_drift","110","1000",0.426419603998741,0.243106197652921,0.567938317343728,0.260070217209457,0.106984767397825,0.397688849552484,0.260070217209457,0.106984767397825,0.397688849552484,0.260070217209457,0.106984767397825,0.397688849552484
"attention_network_task.alerting_EZ_drift","120","1000",0.429912933960955,0.260866023201596,0.549771586050475,0.260415510138528,0.120035650674293,0.388352525738872,0.260415510138528,0.120035650674293,0.388352525738872,0.260415510138528,0.120035650674293,0.388352525738872
"attention_network_task.alerting_EZ_drift","130","1000",0.42630557330294,0.265378058296032,0.550757922264873,0.263030417704451,0.127020650115847,0.390054001622159,0.263030417704451,0.127020650115847,0.390054001622159,0.263030417704451,0.127020650115847,0.390054001622159
"attention_network_task.alerting_EZ_drift","140","1000",0.427872979075819,0.292649329877652,0.535383909861067,0.259083780941102,0.14468614537803,0.374934938881027,0.259083780941102,0.14468614537803,0.374934938881027,0.259083780941102,0.14468614537803,0.374934938881027
"attention_network_task.alerting_EZ_drift","150","1000",0.425437402550301,0.273717236278287,0.535010893030071,0.259349193955269,0.130210501820222,0.3728900690527,0.259349193955269,0.130210501820222,0.3728900690527,0.259349193955269,0.130210501820222,0.3728900690527
"attention_network_task.alerting_EZ_drift","20","1000",0.424393722915796,-0.292104195623169,0.726459301574427,0.257894736842105,-0.173702270381837,0.624406604747162,0.257894736842105,-0.173702270381837,0.624406604747162,0.257894736842105,-0.173702270381837,0.624406604747162
"attention_network_task.alerting_EZ_drift","30","1000",0.436371413167005,-0.0910543279991332,0.697916325733551,0.26984126984127,-0.0870320197044335,0.570632478632479,0.26984126984127,-0.0870320197044335,0.570632478632479,0.26984126984127,-0.0870320197044335,0.570632478632479
"attention_network_task.alerting_EZ_drift","40","1000",0.429768375317024,0.0538124515795838,0.649285826877565,0.265181833757685,-0.0148544552956317,0.51566183795286,0.265181833757685,-0.0148544552956317,0.51566183795286,0.265181833757685,-0.0148544552956317,0.51566183795286
"attention_network_task.alerting_EZ_drift","50","1000",0.435078161310391,0.0606521534286305,0.625323199599407,0.270390981678559,0.000594574270568068,0.474740283576445,0.270390981678559,0.000594574270568068,0.474740283576445,0.270390981678559,0.000594574270568068,0.474740283576445
"attention_network_task.alerting_EZ_drift","60","1000",0.430179467865836,0.134815425636734,0.619075844579882,0.263234011458422,0.037217737094838,0.472767106842737,0.263234011458422,0.037217737094838,0.472767106842737,0.263234011458422,0.037217737094838,0.472767106842737
"attention_network_task.alerting_EZ_drift","70","1000",0.426856189401197,0.134004063181236,0.602779813436316,0.259724230213171,0.0421263799093988,0.450343923454981,0.259724230213171,0.0421263799093988,0.450343923454981,0.259724230213171,0.0421263799093988,0.450343923454981
"attention_network_task.alerting_EZ_drift","80","1000",0.42760174720047,0.217941128490846,0.590176712894928,0.261865609410768,0.0823078484015984,0.434846433450429,0.261865609410768,0.0823078484015984,0.434846433450429,0.261865609410768,0.0823078484015984,0.434846433450429
"attention_network_task.alerting_EZ_drift","90","1000",0.426586481315776,0.212733816777541,0.575685331042145,0.260272318339552,0.0883306293331216,0.413095824968872,0.260272318339552,0.0883306293331216,0.413095824968872,0.260272318339552,0.0883306293331216,0.413095824968872
"attention_network_task.alerting_EZ_non_decision","10","1000",0.0998301915108352,-3.05806343115572,0.743683199306156,0.0545454545454545,-0.616666666666667,0.697045454545455,0.0545454545454545,-0.616666666666667,0.697045454545455,0.0545454545454545,-0.616666666666667,0.697045454545455
"attention_network_task.alerting_EZ_non_decision","100","1000",0.0992351533941759,-0.26294543580763,0.370677432824855,0.0802182839233501,-0.0916230717639169,0.245872277041243,0.0802182839233501,-0.0916230717639169,0.245872277041243,0.0802182839233501,-0.0916230717639169,0.245872277041243
"attention_network_task.alerting_EZ_non_decision","110","1000",0.0990839545222077,-0.254571292180928,0.351938660956697,0.0790327169274538,-0.0869280420347493,0.234229452054794,0.0790327169274538,-0.0869280420347493,0.234229452054794,0.0790327169274538,-0.0869280420347493,0.234229452054794
"attention_network_task.alerting_EZ_non_decision","120","1000",0.0998449414161104,-0.201056370337506,0.323541962852051,0.0783129213573673,-0.071624310546369,0.221971091742911,0.0783129213573673,-0.071624310546369,0.221971091742911,0.0783129213573673,-0.071624310546369,0.221971091742911
"attention_network_task.alerting_EZ_non_decision","130","1000",0.0930752036422633,-0.182265460100099,0.344135777757333,0.077861517447858,-0.0556193577357999,0.22769137206722,0.077861517447858,-0.0556193577357999,0.22769137206722,0.077861517447858,-0.0556193577357999,0.22769137206722
"attention_network_task.alerting_EZ_non_decision","140","1000",0.0934504477200377,-0.159712497546304,0.304668517835657,0.0767663410470532,-0.0594961888670318,0.209455736520359,0.0767663410470532,-0.0594961888670318,0.209455736520359,0.0767663410470532,-0.0594961888670318,0.209455736520359
"attention_network_task.alerting_EZ_non_decision","150","1000",0.0950541635120518,-0.163182342718224,0.298374646170408,0.0769788735797184,-0.0420147013594326,0.200359955922101,0.0769788735797184,-0.0420147013594326,0.200359955922101,0.0769788735797184,-0.0420147013594326,0.200359955922101
"attention_network_task.alerting_EZ_non_decision","20","1000",0.121909684080221,-1.32393334179034,0.630697692829012,0.0769423558897243,-0.405270897832818,0.494780701754386,0.0769423558897243,-0.405270897832818,0.494780701754386,0.0769423558897243,-0.405270897832818,0.494780701754386
"attention_network_task.alerting_EZ_non_decision","30","1000",0.131580945572194,-0.757770526632376,0.561217387195159,0.0822596943286598,-0.27039019409709,0.436589743589744,0.0822596943286598,-0.27039019409709,0.436589743589744,0.0822596943286598,-0.27039019409709,0.436589743589744
